"ZCTA","B25024_1_total","B25024_2_1._detached","B25024_7_10_to_19","B25024_8_20_to_49","B25024_9_50_or_more","B25024_10_mobile_home","B25024_11_boat._rv._van._etc.","B11003_1_total","B11003_2_married.couple_family","B11003_3_with_own_children_of_the_householder_under_18_years","B11003_4_under_6_years_only","B11003_5_under_6_years_and_6_to_17_years","B11003_6_6_to_17_years_only","B11003_7_no_own_children_of_the_householder_under_18_years","B11003_8_other_family","B11003_9_male_householder._no_wife_present","B11003_10_with_own_children_of_the_householder_under_18_years","B11003_11_under_6_years_only","B11003_12_under_6_years_and_6_to_17_years","B11003_13_6_to_17_years_only","B11003_14_no_own_children_of_the_householder_under_18_years","B11003_15_female_householder._no_husband_present","B11003_16_with_own_children_of_the_householder_under_18_years","B11003_17_under_6_years_only","B11003_18_under_6_years_and_6_to_17_years","B11003_19_6_to_17_years_only","B11003_20_no_own_children_of_the_householder_under_18_years","B25075_1_total","B25075_2_less_than_.10.000","B25075_3_.10.000_to_.14.999","B25075_4_.15.000_to_.19.999","B25075_5_.20.000_to_.24.999","B25075_6_.25.000_to_.29.999","B25075_7_.30.000_to_.34.999","B25075_8_.35.000_to_.39.999","B25075_9_.40.000_to_.49.999","B25075_10_.50.000_to_.59.999","B25075_11_.60.000_to_.69.999","B25075_12_.70.000_to_.79.999","B25075_13_.80.000_to_.89.999","B25075_14_.90.000_to_.99.999","B25075_15_.100.000_to_.124.999","B25075_16_.125.000_to_.149.999","B25075_17_.150.000_to_.174.999","B25075_18_.175.000_to_.199.999","B25075_19_.200.000_to_.249.999","B25075_20_.250.000_to_.299.999","B25075_21_.300.000_to_.399.999","B25075_22_.400.000_to_.499.999","B25075_23_.500.000_to_.749.999","B25075_24_.750.000_to_.999.999","B25075_25_.1.000.000_to_.1.499.999","B25075_26_.1.500.000_to_.1.999.999","B25075_27_.2.000.000_or_more","B03002_1_total","B03002_2_not_hispanic_or_latino","B03002_3_white_alone","B03002_4_black_or_african_american_alone","B03002_5_american_indian_and_alaska_native_alone","B03002_6_asian_alone","B03002_7_native_hawaiian_and_other_pacific_islander_alone","B03002_8_some_other_race_alone","B03002_9_two_or_more_races","B03002_10_two_races_including_some_other_race","B03002_11_two_races_excluding_some_other_race._and_three_or_more_races","B03002_12_hispanic_or_latino","B03002_13_white_alone","B03002_14_black_or_african_american_alone","B03002_15_american_indian_and_alaska_native_alone","B03002_16_asian_alone","B03002_17_native_hawaiian_and_other_pacific_islander_alone","B03002_18_some_other_race_alone","B03002_19_two_or_more_races","B03002_20_two_races_including_some_other_race","B03002_21_two_races_excluding_some_other_race._and_three_or_more_races","B25056_1_total","B25056_2_with_cash_rent","B25056_3_less_than_.100","B25056_4_.100_to_.149","B25056_5_.150_to_.199","B25056_6_.200_to_.249","B25056_7_.250_to_.299","B25056_8_.300_to_.349","B25056_9_.350_to_.399","B25056_10_.400_to_.449","B25056_11_.450_to_.499","B25056_12_.500_to_.549","B25056_13_.550_to_.599","B25056_14_.600_to_.649","B25056_15_.650_to_.699","B25056_16_.700_to_.749","B25056_17_.750_to_.799","B25056_18_.800_to_.899","B25056_19_.900_to_.999","B25056_20_.1.000_to_.1.249","B25056_21_.1.250_to_.1.499","B25056_22_.1.500_to_.1.999","B25056_23_.2.000_to_.2.499","B25056_24_.2.500_to_.2.999","B25056_25_.3.000_to_.3.499","B25056_26_.3.500_or_more","B25056_27_no_cash_rent","STATE","COUNTY","CENSUSAREA","zcta_area","intersected_area","percent_intersected_area","NAME","LSAD","new_constructions","existing_constructions","total_single_family_households_since_2000","total_single_family_households","new_existing_constructions_ratio","share_single_family_new_constructions","area_type","brks","B25024_3_1._attached","B25024_4_2","B25024_5_3_or_4","B25024_6_5_to_9","AFFGEOID10","GEOID10","ALAND10","AWATER10"
"20032",16822,1157,4309,291,1288,0,0,8650,2711,1311,519,368,424,1400,5939,850,453,89,97,267,397,5089,3067,632,633,1802,2022,2798,44,0,10,22,0,42,9,4,58,57,61,7,84,65,110,216,314,619,559,353,31,86,27,20,0,0,41232,40099,3206,35884,18,116,0,238,637,34,603,1133,516,196,12,18,0,299,92,63,29,11713,11131,649,245,205,419,202,101,132,132,38,211,147,303,370,687,513,1733,1481,1586,640,413,484,181,235,24,582,11,"001",61.048,13737595.2373034,13737612.5314884,1.00000125889464,"District of Columbia",NA,1886,12625,1219,4712,0.15,0.65,"Urban","0.91",4220,397,2452,2708,"8600000US20032","20032",13610561,195978
"20032",16822,1157,4309,291,1288,0,0,8650,2711,1311,519,368,424,1400,5939,850,453,89,97,267,397,5089,3067,632,633,1802,2022,2798,44,0,10,22,0,42,9,4,58,57,61,7,84,65,110,216,314,619,559,353,31,86,27,20,0,0,41232,40099,3206,35884,18,116,0,238,637,34,603,1133,516,196,12,18,0,299,92,63,29,11713,11131,649,245,205,419,202,101,132,132,38,211,147,303,370,687,513,1733,1481,1586,640,413,484,181,235,24,582,24,"033",482.691,13737595.2373034,5.41497349739075,3.94171862240256e-07,"Prince George's","County",1886,12625,1219,4712,0.15,0.65,"Suburban","0.91",4220,397,2452,2708,"8600000US20032","20032",13610561,195978
"20036",4326,0,132,758,2915,0,0,846,799,130,130,0,0,669,47,29,23,0,0,23,6,18,18,0,0,18,0,1460,33,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,320,33,332,269,247,73,110,0,25,5655,5135,4347,165,11,423,0,23,166,33,133,520,364,14,0,0,0,77,65,39,26,2509,2484,0,0,0,11,0,0,0,0,0,0,0,26,0,0,0,0,34,97,365,1140,377,236,150,48,25,11,"001",61.048,832414.929835184,832414.929835184,1,"District of Columbia",NA,135,3834,0,257,0.04,0,"Urban","0",257,20,206,38,"8600000US20036","20036",862180,0
"20037",8145,0,93,840,6117,0,41,1711,1533,285,272,0,13,1248,178,50,0,0,0,0,50,128,87,0,0,87,41,2353,27,0,0,0,0,0,0,16,66,0,0,0,0,0,0,14,12,84,166,342,229,538,427,200,65,167,15285,13792,10284,1175,59,1644,0,132,498,97,401,1493,1175,37,0,7,0,216,58,23,35,4475,4391,26,21,0,39,0,0,0,107,0,0,14,71,0,14,0,0,102,222,383,1192,1149,586,403,62,84,51,"013",25.974,2564839.71776638,1.40812462131566e-05,5.49010767246674e-12,"Arlington","County",1240,5547,13,346,0.22,0.01,"Urban","0.46",360,139,257,298,"8600000US20037","20037",1663896,854279
"20037",8145,0,93,840,6117,0,41,1711,1533,285,272,0,13,1248,178,50,0,0,0,0,50,128,87,0,0,87,41,2353,27,0,0,0,0,0,0,16,66,0,0,0,0,0,0,14,12,84,166,342,229,538,427,200,65,167,15285,13792,10284,1175,59,1644,0,132,498,97,401,1493,1175,37,0,7,0,216,58,23,35,4475,4391,26,21,0,39,0,0,0,107,0,0,14,71,0,14,0,0,102,222,383,1192,1149,586,403,62,84,11,"001",61.048,2564839.71776638,2564839.71776641,1.00000000000001,"District of Columbia",NA,1240,5547,13,346,0.22,0.01,"Urban","0.46",360,139,257,298,"8600000US20037","20037",1663896,854279
"20045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,27708.9541533281,27708.9541533281,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20045","20045",27766,0
"20052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,415,236,51,0,109,0,0,19,0,19,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,7060.79088071734,7060.79088071734,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20052","20052",7062,0
"20053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,101139.7661466,101139.7661466,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20053","20053",85365,0
"20057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697,3287,2283,261,0,557,0,0,186,18,168,410,314,22,0,17,0,23,34,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,447112.521534041,447112.521534041,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20057","20057",440236,0
"20064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,1979,1477,342,0,114,0,0,46,8,38,146,111,0,0,8,0,11,16,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,503538.589174271,503538.589174271,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20064","20064",505997,0
"20109",13873,2788,3472,482,715,0,0,8544,5381,3404,1254,957,1193,1977,3163,1127,537,170,154,213,590,2036,1231,216,194,821,805,5579,114,21,0,0,16,0,0,0,45,15,14,0,43,139,309,613,608,1118,1059,1157,168,114,20,0,0,6,38360,23709,11589,6635,134,3551,0,161,1639,61,1578,14651,10858,335,111,19,0,2599,729,651,78,7335,7219,0,0,18,60,196,0,55,0,0,15,0,41,17,8,71,93,317,1970,2890,1238,98,0,0,132,116,51,"059",390.969,53259552.8967605,24662.1938011702,0.000463056718650567,"Fairfax","County",1929,10985,893,7070,0.18,0.46,"Suburban","0.46",4715,159,339,1203,"8600000US20109","20109",52713583,516401
"20111",10119,6462,664,436,417,184,0,7652,6034,3183,512,902,1769,2851,1618,566,235,28,13,194,331,1052,625,138,220,267,427,6845,137,12,69,0,8,11,0,10,0,0,54,21,59,94,84,454,359,1101,975,1574,1206,466,108,15,10,18,34433,22766,15052,3270,13,3110,0,144,1177,0,1177,11667,8936,76,8,0,13,2145,489,215,274,2937,2869,0,21,0,0,46,0,35,49,8,0,0,13,8,10,0,28,184,876,770,659,134,28,0,0,68,51,"059",390.969,43187325.9312187,104080.508166746,0.00240997806468749,"Fairfax","County",2198,7448,1265,7965,0.3,0.58,"Suburban","0.91",1677,57,97,125,"8600000US20111","20111",42034529,1135750
"20112",8414,7983,6,0,0,168,0,7177,6445,2949,382,492,2075,3496,732,257,106,5,15,86,151,475,230,7,52,171,245,7641,125,12,13,17,43,9,0,32,0,4,0,0,0,26,44,36,101,440,408,1818,2162,2210,81,38,0,22,26914,24142,18811,2731,126,1270,27,27,1150,0,1150,2772,2180,162,0,71,0,286,73,13,60,427,390,0,0,0,0,0,0,0,0,0,11,4,0,0,7,0,24,0,27,61,54,105,86,11,0,37,51,"059",390.969,102604482.941789,139.040574088693,1.35511207797397e-06,"Fairfax","County",2157,5762,2146,7883,0.37,0.99,"Suburban","1",199,19,0,39,"8600000US20112","20112",101236072,1362071
"20120",14054,6293,1261,132,294,24,0,10481,8833,4551,1042,738,2771,4282,1648,454,212,132,0,80,242,1194,662,99,78,485,532,10373,129,8,0,0,13,0,0,21,9,7,0,0,0,15,10,140,22,642,908,2232,2132,3178,719,179,5,4,40581,36061,20549,2050,19,11427,44,57,1915,98,1817,4520,2937,211,0,40,0,576,756,196,560,3379,3202,67,0,9,21,5,15,7,14,0,21,24,35,0,0,45,33,65,224,572,1450,486,52,57,0,177,51,"059",390.969,45250137.9581774,42799755.290802,0.945848061951983,"Fairfax","County",2140,11588,1732,11649,0.18,0.81,"Suburban","0.91",5545,21,40,444,"8600000US20120","20120",44493598,781323
"20121",10312,2058,1747,152,147,20,0,7184,5584,3192,863,512,1817,2392,1600,457,212,53,0,159,245,1143,682,117,113,452,461,6063,83,0,0,0,0,12,0,0,0,5,0,0,0,121,39,189,202,342,567,2495,699,1207,80,0,10,12,29695,24299,12024,2717,12,8304,10,22,1210,33,1177,5396,3508,147,84,6,0,999,652,457,195,3927,3694,0,0,23,35,0,11,0,15,0,54,0,0,0,67,19,119,0,202,1064,1733,273,79,0,0,233,51,"059",390.969,23666921.2475722,23478121.1243254,0.992022615815895,"Fairfax","County",923,9047,723,7268,0.1,0.78,"Suburban","0.91",5351,121,202,514,"8600000US20121","20121",22428447,1228933
"20124",5129,4224,138,0,0,9,0,4306,3827,1523,220,278,1025,2304,479,152,77,28,0,49,75,327,121,5,8,108,206,4516,34,0,0,0,0,15,0,8,0,6,0,0,0,3,0,48,34,114,110,309,187,2283,879,355,44,87,15318,14537,11040,605,21,2203,25,37,606,50,556,781,576,6,0,92,0,43,64,0,64,435,384,0,0,0,0,0,0,0,0,0,11,0,0,0,0,23,0,0,18,15,139,32,108,38,0,51,51,"059",390.969,56845352.6750546,56681335.6055222,0.997114679356993,"Fairfax","County",466,4476,466,4707,0.1,1,"Suburban","1",642,9,8,99,"8600000US20124","20124",55077404,1750607
"20147",21689,8764,2425,517,1321,72,46,15706,13070,7937,2156,1444,4337,5133,2636,681,266,59,14,193,415,1955,1222,183,151,888,733,14991,179,0,13,33,20,0,0,14,24,17,34,28,38,32,68,323,231,483,774,3196,2774,5308,1086,279,18,19,62907,55456,36130,5617,116,11058,40,315,2180,104,2076,7451,5081,73,66,73,0,1194,964,409,555,6148,5922,22,6,0,0,0,0,0,78,21,21,0,13,29,121,44,123,183,717,1299,2200,637,175,161,72,226,24,"031",491.254,52295060.5249333,4.20785450935364,8.04637085628271e-08,"Montgomery","County",9018,12003,6703,15877,0.75,0.74,"Suburban","0.91",7375,85,258,826,"8600000US20147","20147",51505928,816469
"20151",7128,4581,132,55,295,507,0,5671,4455,2472,558,447,1467,1983,1216,432,146,26,25,95,286,784,573,92,99,382,211,5589,30,37,0,47,39,17,0,39,45,47,0,23,9,0,13,50,93,451,241,763,978,1989,593,85,0,0,22746,18521,9893,1518,38,6450,0,0,622,0,622,4225,3492,198,6,0,0,431,98,47,51,1290,1256,0,0,0,52,0,0,5,17,0,0,0,0,0,0,9,8,112,219,282,306,97,149,0,0,34,51,"059",390.969,40521056.7368755,40521056.7368755,1,"Fairfax","County",967,5438,712,5935,0.18,0.74,"Suburban","0.91",1465,8,31,54,"8600000US20151","20151",40146050,351268
"20152",9677,5290,355,40,6,0,0,7881,6874,4890,1220,874,2796,1984,1007,264,134,21,22,91,130,743,404,60,18,326,339,8130,40,0,0,0,0,21,0,16,15,0,0,24,35,20,131,73,37,137,227,1664,1523,3305,644,187,6,25,30697,28509,15507,1888,48,9287,6,193,1580,110,1470,2188,1710,11,0,32,0,103,332,76,256,1284,1260,0,0,0,0,0,0,0,10,0,20,0,13,35,0,18,9,21,43,103,478,252,155,42,61,24,51,"059",390.969,65363017.1169919,127824.767967001,0.00195561303019733,"Fairfax","County",6510,2904,6356,8928,2.24,0.98,"Suburban","1",3847,18,25,96,"8600000US20152","20152",64505251,868182
"20164",12760,7253,678,69,280,104,0,9223,6789,3630,852,777,2001,3159,2434,742,267,56,8,203,475,1692,764,213,137,414,928,9208,37,5,0,0,12,8,0,20,38,20,12,28,13,120,138,320,233,946,1577,3237,1634,731,65,7,0,7,40370,26604,15794,3326,107,5417,39,402,1519,70,1449,13766,8216,231,0,11,46,4304,958,418,540,3228,3154,0,0,0,18,42,9,16,0,35,245,12,37,0,20,0,85,65,356,777,1091,302,44,0,0,74,51,"059",390.969,19264591.4305302,2746.33168172836,0.00014255852202378,"Fairfax","County",657,11675,456,10527,0.06,0.69,"Suburban","0.91",3490,26,291,569,"8600000US20164","20164",19196560,127032
"20165",11893,5671,992,371,284,80,0,8740,7382,3913,930,727,2256,3469,1358,431,185,52,0,133,246,927,503,26,43,434,424,9166,189,11,0,17,0,11,0,12,20,14,16,21,0,49,43,42,154,389,585,1846,1526,3505,617,49,9,41,33813,30169,21722,2310,103,4461,16,258,1299,108,1191,3644,2372,98,0,86,0,825,263,93,170,2304,2231,0,0,0,0,0,0,24,0,0,0,0,26,11,54,0,30,22,157,427,869,297,155,92,67,73,24,"031",491.254,25850254.1350423,0.807036161422729,3.12196606349306e-08,"Montgomery","County",1997,9393,1373,9622,0.21,0.69,"Suburban","0.91",4090,0,38,367,"8600000US20165","20165",25418397,609511
"20165",11893,5671,992,371,284,80,0,8740,7382,3913,930,727,2256,3469,1358,431,185,52,0,133,246,927,503,26,43,434,424,9166,189,11,0,17,0,11,0,12,20,14,16,21,0,49,43,42,154,389,585,1846,1526,3505,617,49,9,41,33813,30169,21722,2310,103,4461,16,258,1299,108,1191,3644,2372,98,0,86,0,825,263,93,170,2304,2231,0,0,0,0,0,0,24,0,0,0,0,26,11,54,0,30,22,157,427,869,297,155,92,67,73,51,"059",390.969,25850254.1350423,10095.7003214359,0.000390545495943513,"Fairfax","County",1997,9393,1373,9622,0.21,0.69,"Suburban","0.91",4090,0,38,367,"8600000US20165","20165",25418397,609511
"20166",3665,902,651,100,207,0,0,2419,1772,1186,436,266,484,586,647,217,146,35,0,111,71,430,246,39,55,152,184,2067,28,0,0,0,0,0,0,0,0,0,0,0,7,21,39,13,19,264,181,742,279,228,207,39,0,0,9961,7664,3449,841,10,2718,0,247,399,15,384,2297,1718,10,0,0,0,423,146,39,107,1385,1344,0,0,0,0,0,43,10,0,0,0,0,0,0,0,19,19,0,162,388,452,210,29,12,0,41,51,"059",390.969,45795654.3031704,26994.1867073984,0.000589448652238814,"Fairfax","County",1648,1804,1133,2283,0.91,0.69,"Suburban","0.91",1441,0,59,305,"8600000US20166","20166",45213258,561264
"20170",13905,7206,1503,564,551,9,0,10148,8006,3869,1179,684,2006,4137,2142,871,421,7,180,234,450,1271,646,62,74,510,625,8856,68,8,0,0,8,0,11,9,0,0,0,20,0,51,97,134,68,457,686,1684,2139,2638,544,168,50,16,42731,30362,18144,3442,7,7046,0,155,1568,94,1474,12369,8050,159,55,19,0,3408,678,418,260,4369,4315,7,0,29,6,0,13,0,0,29,7,0,0,11,37,19,82,53,275,978,1992,629,124,24,0,54,51,"059",390.969,22879862.4368663,22847959.3305111,0.998605625079992,"Fairfax","County",1743,11473,1029,10261,0.15,0.59,"Suburban","0.91",3315,60,54,643,"8600000US20170","20170",22714111,97025
"20171",17316,8275,1791,692,2318,55,0,12647,10851,6249,1373,1262,3614,4602,1796,519,268,77,47,144,251,1277,630,163,68,399,647,10310,70,13,46,0,0,9,0,0,7,18,0,16,0,7,8,63,36,132,186,1190,1974,4599,1382,505,42,7,49367,45240,22998,4475,150,16012,0,145,1460,200,1260,4127,2838,202,0,27,0,629,431,90,341,6355,6268,0,22,0,14,0,23,0,0,12,0,0,0,0,0,8,10,161,300,1454,2905,1039,233,79,8,87,51,"059",390.969,31471629.0600938,31471629.0600938,1,"Fairfax","County",4948,11662,1864,11424,0.42,0.38,"Suburban","0.46",3389,71,250,475,"8600000US20171","20171",31324994,189466
"20176",17627,8353,1655,301,1097,165,0,13048,10905,6127,1266,980,3881,4778,2143,777,378,34,124,220,399,1366,754,115,101,538,612,12198,118,0,0,14,0,66,23,28,35,0,37,26,28,50,28,137,202,701,987,2273,2104,3436,1344,479,40,42,51588,43096,31766,3344,59,6235,29,342,1321,27,1294,8492,5506,283,16,121,28,2031,507,134,373,4351,4249,12,0,49,0,29,0,21,11,0,13,88,27,0,32,0,199,183,919,1283,918,257,80,110,18,102,24,"031",491.254,148765692.3985,7.02276736497879,4.72069013477036e-08,"Montgomery","County",8062,8322,6660,12616,0.97,0.83,"Suburban","0.91",4982,114,198,762,"8600000US20176","20176",147576957,1109094
"20190",9307,745,1048,657,2877,0,0,4319,3467,1308,584,202,522,2159,852,199,116,54,11,51,83,653,317,53,63,201,336,4054,22,0,0,0,0,0,0,5,0,0,8,0,0,0,58,114,157,323,282,631,1047,912,311,133,51,0,18759,16710,11557,2146,34,2192,0,61,720,9,711,2049,1710,19,18,0,0,255,47,36,11,4648,4520,27,39,20,63,0,26,31,5,13,0,90,44,17,44,20,158,8,292,1023,1519,552,317,146,66,128,51,"059",390.969,11939441.1262882,11939441.1262882,1,"Fairfax","County",2407,6295,169,2725,0.38,0.07,"Suburban","0.46",2068,21,270,1621,"8600000US20190","20190",11671589,259457
"20191",11996,3878,1051,33,517,0,0,7314,5637,2386,781,490,1115,3251,1677,367,140,52,0,88,227,1310,807,143,79,585,503,7827,85,16,0,0,8,8,0,7,0,0,21,7,8,91,41,155,217,353,693,1388,1259,2724,574,108,34,30,29666,24639,17651,3030,60,2652,0,8,1238,54,1184,5027,3722,119,95,28,0,852,211,140,71,3740,3686,0,32,17,97,29,55,9,8,36,57,15,79,36,22,35,101,116,535,824,1002,423,74,74,10,54,51,"059",390.969,21788050.2685989,21788050.2685989,1,"Fairfax","County",320,11247,107,7969,0.03,0.33,"Suburban","0.46",4171,83,284,1979,"8600000US20191","20191",21314764,447350
"20194",5836,2087,769,345,111,0,0,3326,2908,1339,442,236,661,1569,418,94,75,20,7,48,19,324,127,34,0,93,197,3998,28,0,6,0,0,0,0,0,0,0,0,0,0,7,22,38,13,36,176,786,283,1324,918,330,20,11,13020,12203,9714,473,7,1646,0,17,346,24,322,817,719,48,0,0,0,32,18,9,9,1603,1579,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,47,204,970,233,81,5,24,24,51,"059",390.969,8265515.25278205,8265515.25278205,1,"Fairfax","County",349,5252,129,4040,0.07,0.37,"Suburban","0.46",2131,7,56,330,"8600000US20194","20194",8163766,143174
"20202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,18598.0933334832,18598.0933334832,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20202","20202",18721,0
"20204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,14607.1875597693,14607.1875597693,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20204","20204",14638,0
"20228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,87302.321443826,87302.321443826,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20228","20228",83613,0
"20230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,55282.0595757202,55282.0595757202,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20230","20230",55495,0
"20240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,30669.7362024955,30669.7362024955,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20240","20240",31673,0
"20245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,59610.97548872,59610.97548872,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20245","20245",64474,0
"20260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,46319.3049782668,46319.3049782668,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20260","20260",46126,0
"20307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,204,162,14,0,15,0,0,13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,338268.771059513,338268.771059513,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20307","20307",342486,61
"20317",545,0,0,20,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,460,455,319,136,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,280,280,0,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,92,95,0,0,0,0,11,"001",61.048,1188913.7411816,1188913.7411816,1,"District of Columbia",NA,0,313,0,33,0,-1,"Urban","-1",33,0,0,0,"8600000US20317","20317",1184849,5298
