FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Owner occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Renter occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc."
ACSSF,2013e5,wv,000,0111,0000011,040,54,   ,040G0US54,West Virginia -- Not in metropolitan or micropolitan statistical area,163879,127023,13949,9307,6,22,0,0,4614,38540,26415,10,13,0,0,12102,34032,26613,26,2,0,0,7391,20026,19496,116,0,0,0,414,20476,20304,100,4,7,0,61,36856,2852,860,321,349,63,57,1202,10236,3016,999,1273,343,560,4045,11267,4506,1429,1446,291,436,3159,6145,4789,728,396,81,36,115,6356,5222,599,361,41,102,31
ACSSF,2013e5,wv,000,0111,0000012,040,54,   ,040H0US54,West Virginia -- Not in metropolitan statistical area,285839,218547,22951,15874,6,78,8,0,6985,61405,41729,77,39,0,0,19560,56793,45626,48,18,0,8,11093,38196,37385,168,0,4,10,629,39202,38896,209,7,7,0,83,67292,5067,1478,640,1000,190,90,1669,18277,5037,2110,2932,640,881,6677,19100,7696,2411,2547,558,952,4936,12672,9356,1741,921,276,213,165,12176,9253,1658,863,108,263,31
ACSSF,2013e5,wv,000,0111,0000013,050,54,001,05000US54001,"Barbour County, West Virginia",6099,4707,537,351,0,0,0,0,186,1434,1126,0,0,0,0,308,1405,1055,0,0,0,0,350,541,538,0,0,0,0,3,790,790,0,0,0,0,0,1392,45,18,0,18,0,0,9,291,107,23,21,3,43,94,627,332,62,81,5,58,89,201,137,6,24,3,10,21,228,188,24,10,0,6,0
ACSSF,2013e5,wv,000,0111,0000014,050,54,003,05000US54003,"Berkeley County, West Virginia",40447,30408,10614,9505,12,0,0,0,1097,11089,8976,15,0,0,0,2098,4677,4297,0,0,0,0,380,1811,1790,0,0,0,0,21,2217,2161,56,0,0,0,0,10039,1987,1243,104,346,0,43,251,2996,1039,329,585,122,131,790,2736,995,299,575,61,150,656,1055,633,151,205,5,61,0,1265,792,289,138,30,16,0
ACSSF,2013e5,wv,000,0111,0000015,050,54,005,05000US54005,"Boone County, West Virginia",9559,7357,898,383,0,0,0,0,515,2575,1398,0,6,0,0,1171,1800,1181,7,0,0,0,612,1170,1161,0,0,0,0,9,914,910,4,0,0,0,0,2202,222,55,0,13,0,0,154,1008,345,51,42,52,106,412,487,130,16,37,15,8,281,348,341,7,0,0,0,0,137,126,0,11,0,0,0
ACSSF,2013e5,wv,000,0111,0000016,050,54,007,05000US54007,"Braxton County, West Virginia",5780,4446,623,431,0,0,0,0,192,1571,1157,0,0,0,0,414,1012,691,0,0,0,0,321,481,468,0,0,0,0,13,759,735,12,0,0,0,12,1334,113,42,0,16,15,2,38,354,117,34,54,3,3,143,416,140,22,11,11,0,232,187,164,12,11,0,0,0,264,214,15,24,11,0,0
ACSSF,2013e5,wv,000,0111,0000017,050,54,009,05000US54009,"Brooke County, West Virginia",9968,7540,415,413,0,0,0,0,2,925,686,0,0,0,0,239,2239,2067,0,0,0,0,172,2254,2242,1,0,0,0,11,1707,1684,23,0,0,0,0,2428,51,8,0,43,0,0,0,490,86,54,109,113,30,98,905,347,143,228,56,35,96,495,405,54,36,0,0,0,487,288,140,59,0,0,0
ACSSF,2013e5,wv,000,0111,0000018,050,54,011,05000US54011,"Cabell County, West Virginia",40144,24646,2296,1572,27,14,0,0,683,4598,3237,14,10,8,62,1267,7169,6500,38,35,10,18,568,6018,5933,48,20,0,10,7,4565,4483,73,0,0,9,0,15498,1622,328,255,647,108,121,163,3288,653,618,1053,274,250,440,4311,935,1078,1444,287,382,185,3525,2225,638,543,44,47,28,2752,1439,671,405,96,141,0
ACSSF,2013e5,wv,000,0111,0000019,050,54,013,05000US54013,"Calhoun County, West Virginia",3141,2493,315,189,0,0,0,0,126,858,564,0,0,0,0,294,666,483,0,0,0,0,183,325,325,0,0,0,0,0,329,317,0,0,0,0,12,648,77,31,0,7,0,0,39,153,49,10,15,9,0,70,288,187,24,5,0,0,72,31,31,0,0,0,0,0,99,99,0,0,0,0,0
ACSSF,2013e5,wv,000,0111,0000020,050,54,015,05000US54015,"Clay County, West Virginia",3435,2841,371,188,0,0,0,0,183,1153,849,0,0,0,0,304,721,450,0,0,0,0,271,349,335,0,0,0,0,14,247,247,0,0,0,0,0,594,7,7,0,0,0,0,0,258,56,10,15,55,0,122,179,50,8,6,0,19,96,63,63,0,0,0,0,0,87,45,32,10,0,0,0
ACSSF,2013e5,wv,000,0111,0000021,050,54,017,05000US54017,"Doddridge County, West Virginia",2778,2300,224,128,0,0,0,0,96,448,361,9,0,0,0,78,638,463,0,0,0,0,175,326,312,0,0,0,0,14,664,661,3,0,0,0,0,478,14,0,0,0,0,0,14,142,42,3,33,0,0,64,131,30,0,9,0,0,92,80,80,0,0,0,0,0,111,98,7,6,0,0,0
ACSSF,2013e5,wv,000,0111,0000022,050,54,019,05000US54019,"Fayette County, West Virginia",17250,13234,926,637,5,0,0,0,284,2623,1556,0,0,0,0,1067,3570,2912,10,0,0,0,648,3403,3366,17,0,0,0,20,2712,2712,0,0,0,0,0,4016,159,97,0,22,4,0,36,840,296,93,126,29,85,211,1128,465,166,131,90,81,195,877,793,27,20,19,18,0,1012,799,78,126,9,0,0
ACSSF,2013e5,wv,000,0111,0000023,050,54,021,05000US54021,"Gilmer County, West Virginia",2590,1996,219,193,0,0,0,0,26,617,334,0,0,0,0,283,500,368,0,0,0,0,132,255,226,13,0,0,0,16,405,401,4,0,0,0,0,594,29,3,0,23,0,0,3,152,33,24,11,0,0,84,219,86,43,42,0,0,48,105,88,17,0,0,0,0,89,89,0,0,0,0,0
ACSSF,2013e5,wv,000,0111,0000024,050,54,023,05000US54023,"Grant County, West Virginia",4449,3517,320,255,0,0,0,0,65,1328,1002,0,0,0,0,326,1005,856,0,0,0,0,149,384,384,0,0,0,0,0,480,478,2,0,0,0,0,932,84,28,6,25,0,0,25,292,80,47,64,10,0,91,204,106,13,21,0,5,59,167,82,40,45,0,0,0,185,163,0,0,0,0,22
ACSSF,2013e5,wv,000,0111,0000025,050,54,025,05000US54025,"Greenbrier County, West Virginia",15409,11472,1339,1004,0,0,0,0,335,2702,1959,0,0,0,0,743,3244,2673,0,0,0,0,571,2289,2157,36,0,0,0,96,1898,1898,0,0,0,0,0,3937,384,131,116,31,28,0,78,727,157,94,222,19,19,216,1318,496,333,168,36,43,242,836,577,150,87,17,0,5,672,540,72,60,0,0,0
ACSSF,2013e5,wv,000,0111,0000026,050,54,027,05000US54027,"Hampshire County, West Virginia",10570,5684,521,407,0,0,0,0,114,1792,1540,0,7,0,0,245,2172,1829,19,0,0,0,324,795,784,0,0,0,0,11,404,404,0,0,0,0,0,4886,108,82,6,0,0,0,20,1522,698,158,119,37,19,491,2552,1524,35,34,4,0,955,476,395,53,28,0,0,0,228,172,56,0,0,0,0
ACSSF,2013e5,wv,000,0111,0000027,050,54,029,05000US54029,"Hancock County, West Virginia",12890,9726,493,368,0,16,0,10,99,978,707,16,0,0,0,255,2818,2551,36,16,0,0,215,3714,3689,25,0,0,0,0,1723,1685,8,0,0,0,30,3164,279,99,66,64,50,0,0,638,111,101,150,40,59,177,1119,412,316,170,14,58,149,920,632,202,36,50,0,0,208,171,8,23,0,6,0
ACSSF,2013e5,wv,000,0111,0000028,050,54,031,05000US54031,"Hardy County, West Virginia",5020,3887,443,333,0,22,0,0,88,1792,1226,0,0,0,0,566,897,736,0,0,0,0,161,415,415,0,0,0,0,0,340,336,0,4,0,0,0,1133,36,11,5,13,0,0,7,323,53,33,78,5,0,154,399,157,15,126,0,0,101,168,123,18,0,27,0,0,207,153,43,11,0,0,0
ACSSF,2013e5,wv,000,0111,0000029,050,54,033,05000US54033,"Harrison County, West Virginia",27599,20508,1813,1427,0,56,0,0,330,4325,3311,23,0,0,0,991,4684,4177,12,0,0,0,495,4582,4504,15,0,0,0,63,5104,5075,29,0,0,0,0,7091,505,135,82,212,0,11,65,1638,414,171,461,85,136,371,1543,557,199,229,54,202,302,1684,1222,279,71,8,81,23,1721,1293,343,75,10,0,0
ACSSF,2013e5,wv,000,0111,0000030,050,54,035,05000US54035,"Jackson County, West Virginia",11459,8904,1251,850,0,0,0,0,401,2465,1737,0,0,0,0,728,3069,2646,0,0,0,0,423,1278,1278,0,0,0,0,0,841,824,17,0,0,0,0,2555,338,11,42,87,0,17,181,614,73,38,95,10,15,383,992,339,253,220,18,56,106,359,256,103,0,0,0,0,252,184,33,13,0,13,9
ACSSF,2013e5,wv,000,0111,0000031,050,54,037,05000US54037,"Jefferson County, West Virginia",19889,14943,3935,3748,0,0,0,0,187,5639,5220,28,0,0,0,391,3300,2917,50,0,0,0,333,875,875,0,0,0,0,0,1194,1176,18,0,0,0,0,4946,782,545,30,106,0,0,101,1635,729,186,438,24,102,156,1391,744,153,268,87,30,109,580,384,129,21,0,10,36,558,412,107,19,20,0,0
ACSSF,2013e5,wv,000,0111,0000032,050,54,039,05000US54039,"Kanawha County, West Virginia",82756,58777,4286,3051,69,6,0,0,1160,11980,8469,32,38,20,72,3349,16588,14486,176,79,15,87,1745,18840,18475,82,165,81,0,37,7083,6890,95,25,12,31,30,23979,2385,383,648,776,205,61,312,4783,962,1102,1210,146,408,955,6528,2032,1763,1123,382,726,502,6731,3942,1601,755,192,214,27,3552,2243,642,380,161,126,0
ACSSF,2013e5,wv,000,0111,0000033,050,54,041,05000US54041,"Lewis County, West Virginia",6451,4617,650,507,0,0,0,0,143,1260,960,0,0,0,0,300,1179,920,0,0,0,0,259,615,612,0,0,0,0,3,913,903,0,0,0,0,10,1834,225,72,17,34,0,32,70,408,99,42,34,41,82,110,421,98,18,53,18,53,181,467,416,38,13,0,0,0,313,262,18,14,4,15,0
ACSSF,2013e5,wv,000,0111,0000034,050,54,043,05000US54043,"Lincoln County, West Virginia",8416,6625,850,584,0,0,0,0,266,2401,1323,0,0,0,0,1078,1734,1238,0,0,0,0,496,1092,1092,0,0,0,0,0,548,545,3,0,0,0,0,1791,18,9,0,0,0,0,9,638,144,12,62,27,9,384,560,267,53,29,17,0,194,367,342,22,0,3,0,0,208,197,7,4,0,0,0
ACSSF,2013e5,wv,000,0111,0000035,050,54,045,05000US54045,"Logan County, West Virginia",14699,10851,1149,745,0,0,0,0,404,3431,2058,0,4,0,0,1369,2553,2003,0,6,0,0,544,2041,1962,19,0,4,0,56,1677,1669,5,3,0,0,0,3848,352,138,2,70,0,0,142,1123,360,58,246,11,34,414,1054,414,107,154,0,4,375,752,643,45,64,0,0,0,567,438,35,94,0,0,0
ACSSF,2013e5,wv,000,0111,0000036,050,54,047,05000US54047,"McDowell County, West Virginia",8229,6367,300,108,0,0,0,0,192,1300,533,0,0,0,0,767,1218,614,5,0,0,0,599,1350,1317,0,0,0,0,33,2199,2183,0,0,0,0,16,1862,64,0,15,10,0,0,39,334,65,6,3,17,34,209,484,179,19,23,0,69,194,323,268,33,0,0,0,22,657,631,22,4,0,0,0
ACSSF,2013e5,wv,000,0111,0000037,050,54,049,05000US54049,"Marion County, West Virginia",22593,17191,1500,1272,0,0,8,0,220,2989,2113,35,0,0,0,841,3887,3281,0,0,0,0,606,4106,4052,0,0,0,0,54,4709,4642,45,0,0,0,22,5402,388,74,158,118,16,0,22,1172,339,372,245,12,38,166,1257,595,196,143,99,80,144,1450,867,299,151,88,41,4,1135,787,240,50,10,48,0
ACSSF,2013e5,wv,000,0111,0000038,050,54,051,05000US54051,"Marshall County, West Virginia",14042,10749,697,573,0,0,0,0,124,1602,1248,0,0,0,0,354,3170,2708,0,3,0,0,459,2368,2364,4,0,0,0,0,2912,2900,12,0,0,0,0,3293,213,23,82,74,0,17,17,653,83,207,217,3,24,119,1076,492,205,108,68,78,125,704,607,67,22,8,0,0,647,532,109,6,0,0,0
ACSSF,2013e5,wv,000,0111,0000039,050,54,053,05000US54053,"Mason County, West Virginia",10609,8435,1170,758,0,0,0,0,412,2384,1536,0,0,0,0,848,2431,1898,0,0,0,0,533,1599,1589,0,0,0,10,0,851,851,0,0,0,0,0,2174,130,44,16,37,18,0,15,693,146,48,129,12,16,342,761,347,74,40,10,38,252,365,294,59,0,12,0,0,225,205,20,0,0,0,0
ACSSF,2013e5,wv,000,0111,0000040,050,54,055,05000US54055,"Mercer County, West Virginia",25641,18503,1804,1217,0,0,0,0,587,4953,2550,0,22,0,0,2381,5169,4242,0,0,0,8,919,3537,3519,10,0,0,0,8,3040,3037,3,0,0,0,0,7138,616,172,43,197,53,8,143,2028,464,185,386,75,22,896,1915,885,189,328,36,70,407,1281,896,127,175,51,32,0,1298,701,244,216,24,113,0
ACSSF,2013e5,wv,000,0111,0000041,050,54,057,05000US54057,"Mineral County, West Virginia",11180,7023,483,428,0,0,0,0,55,1993,1610,0,0,0,0,383,2464,2176,0,0,0,0,288,1018,1018,0,0,0,0,0,1065,1049,16,0,0,0,0,4157,195,93,68,8,0,0,26,845,307,146,68,17,94,213,1696,970,76,98,5,64,483,959,747,170,23,0,13,6,462,380,29,0,0,53,0
ACSSF,2013e5,wv,000,0111,0000042,050,54,059,05000US54059,"Mingo County, West Virginia",10827,8411,1137,367,0,0,0,0,770,3724,2113,0,0,0,0,1611,1688,1297,0,0,0,0,391,1092,1044,0,0,0,0,48,770,741,16,0,7,0,6,2416,354,81,32,45,0,0,196,883,327,89,68,0,60,339,463,173,33,91,0,58,108,398,317,19,47,0,15,0,318,169,44,37,0,68,0
ACSSF,2013e5,wv,000,0111,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",36449,20792,4019,3271,16,58,65,21,588,5965,4365,29,16,0,28,1527,5147,3979,35,38,0,0,1095,3012,2954,18,0,0,0,40,2649,2556,93,0,0,0,0,15657,3519,615,264,1462,790,306,82,4244,776,607,1665,423,285,488,3821,732,856,1013,154,193,873,2180,998,770,332,17,22,41,1893,882,708,132,125,46,0
ACSSF,2013e5,wv,000,0111,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",5648,4657,443,408,0,0,0,0,35,1297,891,5,13,0,0,388,1418,1038,0,0,0,0,380,737,672,23,0,0,0,42,762,762,0,0,0,0,0,991,62,43,0,0,0,0,19,326,171,18,41,7,0,89,251,110,0,0,0,0,141,90,90,0,0,0,0,0,262,240,22,0,0,0,0
ACSSF,2013e5,wv,000,0111,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",7343,4770,858,744,0,0,0,0,114,1703,1481,5,0,0,0,217,1259,1026,8,0,0,0,225,438,435,3,0,0,0,0,512,510,2,0,0,0,0,2573,124,33,0,6,0,6,79,864,556,83,114,2,0,109,1026,580,31,42,28,0,345,233,162,46,15,0,0,10,326,275,38,13,0,0,0
ACSSF,2013e5,wv,000,0111,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",10657,8562,1301,681,0,0,0,0,620,3081,1925,0,0,0,0,1156,2197,1650,0,0,0,0,547,1217,1217,0,0,0,0,0,766,755,11,0,0,0,0,2095,212,163,0,0,0,0,49,886,83,37,92,56,160,458,454,183,124,22,21,0,104,340,306,34,0,0,0,0,203,154,16,33,0,0,0
ACSSF,2013e5,wv,000,0111,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",18553,13011,600,554,0,0,0,0,46,1840,1482,45,20,0,0,293,2781,2546,58,33,0,8,136,2854,2799,48,1,0,0,6,4936,4866,70,0,0,0,0,5542,232,52,23,44,27,40,46,725,143,128,124,28,218,84,1665,214,407,233,78,632,101,1164,619,321,97,34,74,19,1756,744,677,208,35,92,0
ACSSF,2013e5,wv,000,0111,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",3274,2532,190,124,0,0,0,0,66,852,672,0,0,0,0,180,534,401,0,0,0,0,133,315,268,0,0,0,0,47,641,641,0,0,0,0,0,742,17,13,0,0,0,0,4,269,102,70,21,0,0,76,117,82,0,0,0,0,35,193,157,0,33,0,0,3,146,137,9,0,0,0,0
ACSSF,2013e5,wv,000,0111,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",2747,2300,282,177,0,0,0,0,105,585,469,0,0,0,0,116,632,518,0,0,0,0,114,345,345,0,0,0,0,0,456,456,0,0,0,0,0,447,9,0,0,2,0,0,7,202,31,43,88,10,0,30,69,21,5,10,0,0,33,107,83,20,4,0,0,0,60,40,20,0,0,0,0
ACSSF,2013e5,wv,000,0111,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",3694,3023,436,371,0,0,0,0,65,1087,874,0,0,0,0,213,553,393,0,2,0,0,158,339,336,0,0,0,0,3,608,608,0,0,0,0,0,671,9,9,0,0,0,0,0,176,31,4,13,0,0,128,192,90,3,22,0,0,77,125,125,0,0,0,0,0,169,103,53,13,0,0,0
ACSSF,2013e5,wv,000,0111,0000051,050,54,077,05000US54077,"Preston County, West Virginia",12697,10172,1234,1078,0,0,0,0,156,3326,2424,0,7,0,0,895,2352,1902,0,0,0,0,450,1413,1413,0,0,0,0,0,1847,1820,17,0,0,0,10,2525,195,49,36,78,0,0,32,718,211,137,87,54,0,229,726,246,84,59,12,0,325,295,231,57,7,0,0,0,591,484,69,38,0,0,0
ACSSF,2013e5,wv,000,0111,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",21391,18121,2485,1837,33,9,0,0,606,7677,6288,0,45,0,0,1344,4867,4222,0,0,0,0,645,1984,1984,0,0,0,0,0,1108,1083,0,0,0,0,25,3270,392,142,24,81,33,37,75,1502,258,111,544,99,50,440,845,347,127,147,74,13,137,266,230,36,0,0,0,0,265,219,43,3,0,0,0
ACSSF,2013e5,wv,000,0111,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",31364,22939,2439,1692,28,0,0,0,719,6402,4511,0,15,0,0,1876,6938,6362,8,0,0,0,568,4790,4713,6,0,0,0,71,2370,2348,7,0,0,0,15,8425,735,146,125,228,56,64,116,2348,527,461,392,94,275,599,2003,833,177,448,71,100,374,1877,1594,172,44,0,0,67,1462,1231,97,95,7,0,32
ACSSF,2013e5,wv,000,0111,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",11163,8396,672,506,0,0,0,0,166,2899,2246,0,0,0,0,653,2206,1916,10,10,0,0,270,1244,1236,8,0,0,0,0,1375,1363,12,0,0,0,0,2767,174,54,18,10,40,14,38,771,179,164,82,71,40,235,697,239,139,120,16,24,159,721,407,183,64,23,23,21,404,232,88,61,23,0,0
ACSSF,2013e5,wv,000,0111,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",4032,3184,239,182,0,0,0,0,57,803,530,0,0,0,0,273,679,513,0,0,0,0,166,686,684,0,0,0,0,2,777,776,0,0,0,0,1,848,58,21,4,21,0,0,12,260,103,19,46,0,0,92,258,57,14,46,15,0,126,99,71,10,18,0,0,0,173,171,2,0,0,0,0
ACSSF,2013e5,wv,000,0111,0000056,050,54,087,05000US54087,"Roane County, West Virginia",5975,4524,469,319,6,0,0,0,144,1285,797,0,0,0,0,488,1214,1007,0,0,0,0,207,871,847,0,0,0,0,24,685,685,0,0,0,0,0,1451,34,29,0,0,0,0,5,425,101,23,0,21,18,262,479,199,48,39,36,0,157,265,176,55,0,34,0,0,248,204,28,10,6,0,0
ACSSF,2013e5,wv,000,0111,0000057,050,54,089,05000US54089,"Summers County, West Virginia",5350,4261,361,347,0,0,0,0,14,1024,754,0,0,0,0,270,1293,1111,8,0,0,0,174,680,654,26,0,0,0,0,903,898,5,0,0,0,0,1089,9,0,0,0,0,0,9,370,168,10,29,13,52,98,243,62,16,48,0,5,112,257,187,57,0,0,0,13,210,173,6,31,0,0,0
ACSSF,2013e5,wv,000,0111,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",6878,5340,670,514,0,0,0,0,156,1436,1139,0,0,0,0,297,1193,1033,0,0,0,0,160,735,715,0,0,0,0,20,1306,1294,12,0,0,0,0,1538,36,1,0,7,0,0,28,474,77,110,77,31,35,144,475,123,78,78,52,98,46,194,158,21,0,13,0,2,359,277,82,0,0,0,0
ACSSF,2013e5,wv,000,0111,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",3050,2440,159,152,0,0,0,0,7,869,710,0,0,0,0,159,599,534,0,0,0,0,65,191,184,3,0,0,0,4,622,622,0,0,0,0,0,610,22,15,7,0,0,0,0,117,34,13,13,17,7,33,192,103,33,20,4,0,32,89,85,4,0,0,0,0,190,172,12,6,0,0,0
