FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Male:,No schooling completed,Nursery to 4th grade,5th and 6th grade,7th and 8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma","High school graduate, GED, or alternative","Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Female:,No schooling completed,Nursery to 4th grade,5th and 6th grade,7th and 8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma","High school graduate, GED, or alternative","Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
ACSSF,2011e5,wv,000,0043,0000014,050,54,003,05000US54003,"Berkeley County, West Virginia",68870,33724,238,185,372,956,1009,1224,1237,440,13076,2257,4515,1753,4052,1828,345,237,35146,240,113,197,626,876,1403,760,534,13843,2616,4549,2491,4213,2371,160,154
ACSSF,2011e5,wv,000,0043,0000015,050,54,005,05000US54005,"Boone County, West Virginia",17321,8434,126,76,171,744,414,424,345,54,4060,374,797,267,350,168,39,25,8887,71,0,167,528,486,642,514,49,3632,427,1088,477,493,293,20,0
ACSSF,2011e5,wv,000,0043,0000016,050,54,007,05000US54007,"Braxton County, West Virginia",10403,5289,86,21,75,491,320,371,233,94,2255,189,499,350,194,54,54,3,5114,44,16,46,384,132,142,133,117,2426,187,460,282,477,228,28,12
ACSSF,2011e5,wv,000,0043,0000017,050,54,009,05000US54009,"Brooke County, West Virginia",17193,8180,28,0,38,145,185,208,136,19,4112,530,1194,466,707,266,63,83,9013,119,11,39,300,83,344,201,69,3933,524,904,915,984,515,41,31
ACSSF,2011e5,wv,000,0043,0000018,050,54,011,05000US54011,"Cabell County, West Virginia",64763,30871,208,140,157,932,645,897,809,425,11348,1598,4240,1687,4496,1848,1015,426,33892,336,60,158,983,687,1204,959,343,11329,2137,5069,3107,4375,2494,496,155
ACSSF,2011e5,wv,000,0043,0000019,050,54,013,05000US54013,"Calhoun County, West Virginia",5542,2761,59,69,60,241,83,218,56,37,1427,93,262,5,115,36,0,0,2781,41,28,25,210,122,151,111,62,1159,109,260,225,203,67,8,0
ACSSF,2011e5,wv,000,0043,0000020,050,54,015,05000US54015,"Clay County, West Virginia",6561,3252,90,32,165,218,215,86,126,44,1472,68,287,250,127,61,11,0,3309,23,1,83,309,225,123,221,19,1429,165,304,109,158,129,11,0
ACSSF,2011e5,wv,000,0043,0000021,050,54,017,05000US54017,"Doddridge County, West Virginia",5727,2991,0,0,18,194,126,284,134,65,1283,312,347,72,134,15,7,0,2736,43,0,0,109,28,88,126,29,1310,166,313,110,343,71,0,0
ACSSF,2011e5,wv,000,0043,0000022,050,54,019,05000US54019,"Fayette County, West Virginia",32827,16072,171,165,243,941,541,554,562,196,7527,746,2186,673,1086,368,86,27,16755,85,71,212,1070,661,773,717,135,7290,630,2205,925,1286,571,98,26
ACSSF,2011e5,wv,000,0043,0000023,050,54,021,05000US54021,"Gilmer County, West Virginia",5979,3660,51,27,108,227,97,211,157,44,1519,186,477,169,265,79,25,18,2319,8,6,28,207,55,193,69,25,801,101,328,136,259,90,3,10
ACSSF,2011e5,wv,000,0043,0000024,050,54,023,05000US54023,"Grant County, West Virginia",8568,4204,52,23,88,291,120,106,144,96,2258,130,284,125,272,141,65,9,4364,63,32,13,296,141,133,111,56,2152,247,264,270,331,232,23,0
ACSSF,2011e5,wv,000,0043,0000025,050,54,025,05000US54025,"Greenbrier County, West Virginia",25632,12145,181,120,143,659,401,529,464,223,5087,496,1463,463,1300,252,266,98,13487,135,43,88,635,336,676,487,164,5180,566,1868,879,1533,788,59,50
ACSSF,2011e5,wv,000,0043,0000026,050,54,027,05000US54027,"Hampshire County, West Virginia",16716,8347,47,66,32,518,415,408,502,198,4534,363,312,252,483,180,16,21,8369,48,32,6,314,170,397,454,143,4387,395,810,442,467,286,12,6
ACSSF,2011e5,wv,000,0043,0000027,050,54,029,05000US54029,"Hancock County, West Virginia",22557,10658,70,19,72,215,124,228,228,175,4772,945,1363,833,1142,274,129,69,11899,79,8,58,432,184,341,313,122,5043,722,1547,1167,1352,430,86,15
ACSSF,2011e5,wv,000,0043,0000028,050,54,031,05000US54031,"Hardy County, West Virginia",9534,4845,14,101,67,265,66,324,317,62,2418,280,415,166,219,121,5,5,4689,52,3,49,265,117,105,88,32,2219,400,372,453,325,155,39,15
ACSSF,2011e5,wv,000,0043,0000029,050,54,033,05000US54033,"Harrison County, West Virginia",48536,22971,133,28,220,669,730,567,679,408,9449,1487,3124,872,3047,1043,344,171,25565,114,31,112,837,682,874,953,337,10395,1825,3532,1723,2666,1174,161,149
ACSSF,2011e5,wv,000,0043,0000030,050,54,035,05000US54035,"Jackson County, West Virginia",20407,9813,53,23,0,543,362,401,247,133,4060,498,1540,490,1100,209,110,44,10594,81,56,23,409,266,364,334,115,4135,863,1199,1042,1194,428,62,23
ACSSF,2011e5,wv,000,0043,0000031,050,54,037,05000US54037,"Jefferson County, West Virginia",35104,17201,165,84,235,485,467,567,470,226,5279,850,1982,1194,3451,1056,327,363,17903,94,21,88,278,375,562,515,160,5978,1260,2287,1418,2822,1672,243,130
ACSSF,2011e5,wv,000,0043,0000032,050,54,039,05000US54039,"Kanawha County, West Virginia",137838,64533,532,175,686,2042,1250,1899,2000,707,23683,3313,9021,3065,9646,3253,2594,667,73305,456,153,566,1824,1778,1749,1959,797,28280,4495,9052,5182,10043,5217,1181,573
ACSSF,2011e5,wv,000,0043,0000033,050,54,041,05000US54041,"Lewis County, West Virginia",11855,5734,59,27,59,427,255,248,139,85,2833,162,478,304,440,92,86,40,6121,16,69,76,163,145,185,141,104,2903,453,519,451,640,224,11,21
ACSSF,2011e5,wv,000,0043,0000034,050,54,043,05000US54043,"Lincoln County, West Virginia",15236,7465,127,128,107,876,460,446,256,153,3131,294,741,252,376,62,56,0,7771,90,8,185,684,365,497,305,64,3257,469,825,294,376,332,17,3
ACSSF,2011e5,wv,000,0043,0000035,050,54,045,05000US54045,"Logan County, West Virginia",26330,12781,69,137,286,862,536,463,640,120,6153,529,1372,641,678,185,90,20,13549,98,72,277,898,659,447,724,69,5747,633,1306,1194,908,487,21,9
ACSSF,2011e5,wv,000,0043,0000036,050,54,047,05000US54047,"McDowell County, West Virginia",15986,7713,64,205,483,1023,474,686,443,105,2577,248,726,203,336,116,24,0,8273,109,15,354,773,681,526,398,73,3447,357,748,264,346,139,43,0
ACSSF,2011e5,wv,000,0043,0000037,050,54,049,05000US54049,"Marion County, West Virginia",39222,18696,122,22,166,500,462,857,701,135,7901,1152,2254,597,2305,1018,317,187,20526,88,36,91,676,519,655,606,145,8266,1482,2682,1552,2399,1095,162,72
ACSSF,2011e5,wv,000,0043,0000038,050,54,051,05000US54051,"Marshall County, West Virginia",23800,11392,148,3,67,269,228,223,342,192,5057,910,1502,899,1073,254,79,146,12408,160,1,105,226,332,223,466,195,5792,786,1543,984,1066,438,56,35
ACSSF,2011e5,wv,000,0043,0000039,050,54,053,05000US54053,"Mason County, West Virginia",19356,9105,106,32,110,611,167,477,293,157,4108,456,1102,380,744,217,113,32,10251,119,37,93,573,434,393,298,59,4431,676,1317,792,708,306,12,3
ACSSF,2011e5,wv,000,0043,0000040,050,54,055,05000US54055,"Mercer County, West Virginia",43853,20401,273,111,470,1187,791,905,583,230,8245,991,2825,643,2168,534,330,115,23452,154,78,384,917,592,741,815,282,9769,1327,2799,1371,2799,1081,232,111
ACSSF,2011e5,wv,000,0043,0000041,050,54,057,05000US54057,"Mineral County, West Virginia",19389,9310,28,15,38,406,147,239,293,162,4991,420,858,528,611,381,59,134,10079,28,12,45,295,213,232,301,273,4821,619,974,1031,692,509,18,16
ACSSF,2011e5,wv,000,0043,0000042,050,54,059,05000US54059,"Mingo County, West Virginia",18767,9002,160,128,360,797,551,581,447,100,3849,330,847,333,294,184,41,0,9765,60,126,234,843,373,358,407,87,3679,568,1112,790,623,433,43,29
ACSSF,2011e5,wv,000,0043,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",53772,27067,252,72,120,455,501,486,718,363,8924,1142,2978,973,4970,2366,1152,1595,26705,235,32,152,635,735,472,572,420,7782,1278,3090,1584,5029,3236,671,782
ACSSF,2011e5,wv,000,0043,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",9766,4758,38,72,45,312,131,205,254,69,2090,232,614,115,435,68,52,26,5008,19,25,30,336,83,196,281,28,2109,376,527,254,472,211,50,11
ACSSF,2011e5,wv,000,0043,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",12746,6221,55,10,20,208,251,294,105,76,3209,247,530,302,669,159,57,29,6525,82,14,25,183,191,246,204,67,2984,392,867,288,620,309,20,33
ACSSF,2011e5,wv,000,0043,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",18738,9047,170,26,174,625,232,246,220,146,4655,275,875,320,660,275,88,60,9691,96,36,167,505,276,394,134,173,4278,583,1099,646,708,539,57,0
ACSSF,2011e5,wv,000,0043,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",30890,14296,109,6,39,270,170,364,256,193,4982,989,2074,850,2359,916,465,254,16594,79,6,55,291,332,315,265,244,6183,1143,2312,1093,2702,1233,215,126
ACSSF,2011e5,wv,000,0043,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",5696,2829,30,19,29,250,128,108,71,11,1337,187,226,89,258,29,25,32,2867,40,25,19,159,93,105,85,7,1197,307,281,217,213,110,6,3
ACSSF,2011e5,wv,000,0043,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",5463,2882,0,0,9,120,43,64,53,33,1344,219,620,145,125,82,9,16,2581,8,0,14,30,27,98,57,18,1246,158,393,177,239,116,0,0
ACSSF,2011e5,wv,000,0043,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",6646,3344,17,33,60,156,78,129,186,39,1546,105,343,151,412,73,0,16,3302,29,26,3,98,63,76,80,45,1475,216,449,156,474,112,0,0
ACSSF,2011e5,wv,000,0043,0000051,050,54,077,05000US54077,"Preston County, West Virginia",24159,12408,157,52,119,498,372,547,398,157,6228,821,1281,567,777,275,121,38,11751,89,37,25,562,319,272,415,134,5601,831,997,756,1176,372,97,68
ACSSF,2011e5,wv,000,0043,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",38528,18560,101,12,57,427,280,504,287,365,7151,1322,2046,1160,3119,1065,431,233,19968,101,82,123,374,194,439,571,189,7369,1954,2572,1720,2565,1511,93,111
ACSSF,2011e5,wv,000,0043,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",55785,27348,200,123,257,1573,896,1388,977,411,11325,1288,3335,1474,2496,992,363,250,28437,303,172,357,1260,1083,1504,1120,126,10480,1799,3561,1696,3003,1699,141,133
ACSSF,2011e5,wv,000,0043,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",21103,10746,51,74,132,690,391,559,308,72,4934,438,754,513,1069,546,104,111,10357,26,25,104,410,274,291,257,110,4855,432,741,838,1181,669,69,75
ACSSF,2011e5,wv,000,0043,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",7529,3723,9,40,25,195,125,154,163,73,1666,215,419,239,295,76,24,5,3806,36,6,27,153,134,162,143,26,1398,261,668,322,200,225,39,6
ACSSF,2011e5,wv,000,0043,0000056,050,54,087,05000US54087,"Roane County, West Virginia",10707,5213,45,69,51,425,257,201,320,114,2616,269,244,95,418,62,7,20,5494,60,24,65,379,120,125,217,69,2843,284,510,285,321,182,10,0
ACSSF,2011e5,wv,000,0043,0000057,050,54,089,05000US54089,"Summers County, West Virginia",10299,4545,31,25,93,399,206,228,195,138,1918,95,543,212,270,104,70,18,5754,37,12,20,265,205,177,186,97,2420,435,824,307,477,226,53,13
ACSSF,2011e5,wv,000,0043,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",12076,5992,72,0,49,402,93,88,173,71,2953,342,669,304,612,112,52,0,6084,40,0,18,139,172,265,296,77,2707,396,595,435,696,170,78,0
ACSSF,2011e5,wv,000,0043,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",5235,2554,17,0,18,93,27,132,111,49,1312,102,266,55,196,131,28,17,2681,6,0,3,96,118,88,73,20,1201,134,284,203,267,119,69,0
ACSSF,2011e5,wv,000,0043,0000060,050,54,095,05000US54095,"Tyler County, West Virginia",6666,3280,0,33,18,97,49,131,115,80,1805,159,403,116,188,70,16,0,3386,8,2,8,186,107,104,91,53,1629,201,466,218,212,101,0,0
ACSSF,2011e5,wv,000,0043,0000061,050,54,097,05000US54097,"Upshur County, West Virginia",16352,7952,265,157,44,342,317,264,149,82,3924,425,521,218,726,310,138,70,8400,40,49,74,347,156,336,266,144,4104,571,709,442,593,475,50,44
ACSSF,2011e5,wv,000,0043,0000062,050,54,099,05000US54099,"Wayne County, West Virginia",29708,14124,161,126,191,728,491,797,645,291,5855,637,1799,663,1209,337,151,43,15584,66,184,139,1045,380,631,592,193,6047,1038,2072,1328,1159,666,44,0
ACSSF,2011e5,wv,000,0043,0000063,050,54,101,05000US54101,"Webster County, West Virginia",6588,3245,12,47,75,296,319,238,221,27,1286,124,270,69,179,51,31,0,3343,59,0,25,183,164,226,199,25,1600,134,297,127,154,127,23,0
ACSSF,2011e5,wv,000,0043,0000064,050,54,103,05000US54103,"Wetzel County, West Virginia",11873,5682,44,52,27,174,206,255,194,66,2895,263,561,304,415,118,56,52,6191,74,0,0,195,143,308,155,109,2641,366,733,562,592,255,55,3
ACSSF,2011e5,wv,000,0043,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",4139,2020,31,4,27,29,25,84,21,27,1073,73,307,190,55,42,32,0,2119,0,0,22,58,89,158,25,6,928,100,307,107,249,58,0,12
ACSSF,2011e5,wv,000,0043,0000066,050,54,107,05000US54107,"Wood County, West Virginia",61286,28864,242,27,145,785,582,1046,554,350,10376,2284,4776,2114,3576,1224,518,265,32422,238,55,192,1059,543,767,777,415,10973,2858,5461,3210,3905,1613,201,155
ACSSF,2011e5,wv,000,0043,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",16844,8310,33,110,227,864,307,320,492,48,4068,200,813,203,328,198,82,17,8534,30,41,213,811,280,386,210,58,3625,377,959,503,645,313,67,16
ACSSF,2011e5,wv,000,0043,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",4646,2217,0,21,55,128,58,74,76,5,1200,86,213,48,125,91,30,7,2429,0,14,16,64,52,45,91,7,1438,138,158,90,208,92,0,16
ACSSF,2011e5,wv,000,0043,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",3981,1919,76,0,72,158,90,135,77,38,897,31,83,128,60,38,27,9,2062,45,0,32,154,47,35,74,73,978,111,155,91,227,26,0,14
ACSSF,2011e5,wv,000,0043,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",2645,1369,0,13,28,160,23,8,49,30,555,68,165,20,187,35,12,16,1276,5,0,27,59,66,42,24,0,563,61,147,68,93,93,0,28
ACSSF,2011e5,wv,000,0043,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",9824,4422,43,6,70,174,163,194,240,34,1732,283,489,115,585,184,23,87,5402,50,10,27,113,137,301,231,103,2289,449,596,338,428,257,11,62
ACSSF,2011e5,wv,000,0043,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",6736,3242,28,69,0,27,51,39,45,16,1126,322,506,154,582,182,70,25,3494,61,34,0,34,71,58,7,26,1048,257,591,296,592,367,34,18
ACSSF,2011e5,wv,000,0043,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",10587,5301,10,33,0,210,163,293,141,82,1988,307,706,310,713,289,28,28,5286,33,33,36,160,176,244,127,111,2002,500,447,449,616,331,21,0
ACSSF,2011e5,wv,000,0043,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",13450,6510,77,16,49,240,284,193,266,55,2726,352,704,371,740,346,69,22,6940,11,36,56,82,277,265,139,77,3003,436,970,411,709,453,10,5
ACSSF,2011e5,wv,000,0043,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",13995,6935,47,28,141,205,201,228,268,200,2591,561,915,291,797,323,106,33,7060,69,0,50,108,104,291,119,40,2839,458,925,394,1144,478,0,41
ACSSF,2011e5,wv,000,0043,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",14278,7314,33,33,112,100,147,277,277,53,2913,432,1195,512,635,504,49,42,6964,16,0,28,129,111,244,137,177,2662,516,1020,603,724,485,84,28
ACSSF,2011e5,wv,000,0043,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",5871,2909,22,15,86,234,120,159,103,20,1449,88,384,54,102,57,16,0,2962,2,0,38,189,198,207,272,0,1246,125,361,111,119,94,0,0
ACSSF,2011e5,wv,000,0043,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",4624,2238,43,14,52,278,129,109,133,26,1064,135,135,55,65,0,0,0,2386,26,0,52,194,96,201,153,38,1057,115,272,90,59,25,8,0
ACSSF,2011e5,wv,000,0043,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",6826,3287,61,47,33,232,165,156,109,8,1547,151,278,158,183,111,23,25,3539,43,0,77,145,192,234,89,11,1329,187,455,276,315,174,12,0
ACSSF,2011e5,wv,000,0043,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",2677,1557,4,0,27,109,127,113,30,30,644,84,148,117,68,31,25,0,1120,10,0,0,54,16,37,17,2,533,42,92,84,168,56,6,3
ACSSF,2011e5,wv,000,0043,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",2536,1213,39,21,13,126,99,88,91,21,514,9,97,74,16,5,0,0,1323,26,16,34,59,65,36,54,19,640,40,116,34,150,34,0,0
ACSSF,2011e5,wv,000,0043,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",2694,1286,0,0,13,89,57,119,21,32,597,59,136,139,24,0,0,0,1408,8,0,12,159,0,30,34,93,637,53,136,110,80,44,12,0
ACSSF,2011e5,wv,000,0043,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",2496,1233,43,0,22,167,37,51,91,11,500,37,118,20,86,18,29,3,1263,0,0,0,112,51,39,28,3,616,52,116,54,79,94,10,9
ACSSF,2011e5,wv,000,0043,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",6109,2854,8,0,30,48,31,78,70,13,1452,228,357,138,247,100,19,35,3255,72,0,5,168,34,141,55,12,1407,194,170,361,415,169,27,25
ACSSF,2011e5,wv,000,0043,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",5584,2695,11,0,0,65,70,91,20,0,1419,151,334,156,274,63,29,12,2889,25,0,12,71,29,122,77,0,1290,191,352,346,222,152,0,0
ACSSF,2011e5,wv,000,0043,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",5500,2631,9,0,8,32,84,39,46,6,1241,151,503,172,186,103,15,36,2869,22,11,22,61,20,81,69,57,1236,139,382,208,347,194,14,6
ACSSF,2011e5,wv,000,0043,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",12988,6174,55,9,37,168,233,148,73,42,2182,343,702,363,978,433,306,102,6814,47,0,23,183,159,174,137,115,1977,536,1106,566,1020,534,197,40
ACSSF,2011e5,wv,000,0043,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",10279,4951,8,95,55,106,63,146,164,70,1316,260,944,164,920,333,181,126,5328,92,39,28,210,138,125,105,57,1445,321,827,447,939,469,46,40
ACSSF,2011e5,wv,000,0043,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",11045,5107,60,0,33,118,76,252,231,107,2188,396,456,286,523,200,122,59,5938,72,0,15,182,179,223,248,40,2036,531,937,663,470,280,40,22
ACSSF,2011e5,wv,000,0043,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",16381,7929,51,36,16,190,175,183,156,129,2661,288,1162,527,1254,715,276,110,8452,96,12,20,111,51,345,284,54,2814,440,1231,813,1194,811,167,9
ACSSF,2011e5,wv,000,0043,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",14070,6710,34,0,16,350,98,168,185,77,3001,311,976,347,821,167,130,29,7360,29,9,72,297,160,337,185,77,3057,309,968,618,752,400,46,44
ACSSF,2011e5,wv,000,0043,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",996,536,26,27,0,36,30,15,14,10,223,13,118,0,0,24,0,0,460,8,0,21,23,33,7,8,17,152,22,21,39,70,39,0,0
ACSSF,2011e5,wv,000,0043,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",1092,517,0,0,0,31,7,34,0,0,289,28,60,0,68,0,0,0,575,12,0,0,39,43,52,12,0,207,47,48,90,25,0,0,0
ACSSF,2011e5,wv,000,0043,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",895,451,0,2,24,35,46,26,6,3,219,15,36,5,22,12,0,0,444,0,8,1,14,9,28,11,9,254,16,36,8,33,17,0,0
ACSSF,2011e5,wv,000,0043,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",1350,600,24,0,20,69,0,115,11,15,277,29,17,0,23,0,0,0,750,16,8,3,78,23,48,47,0,255,0,115,88,61,0,8,0
ACSSF,2011e5,wv,000,0043,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",1209,657,9,40,16,70,0,28,25,9,419,8,31,0,2,0,0,0,552,5,12,0,56,14,16,33,36,291,24,40,0,14,11,0,0
ACSSF,2011e5,wv,000,0043,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",2620,1289,72,32,64,118,111,26,55,14,537,7,117,59,66,0,11,0,1331,15,1,10,195,129,17,83,8,619,42,99,44,50,19,0,0
ACSSF,2011e5,wv,000,0043,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",2014,1043,18,0,34,70,49,22,54,18,530,12,99,61,40,36,0,0,971,0,0,14,55,45,20,17,0,525,60,142,29,41,23,0,0
ACSSF,2011e5,wv,000,0043,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",1927,920,0,0,67,30,55,38,17,12,405,49,71,130,21,25,0,0,1007,8,0,59,59,51,86,121,11,285,63,63,36,67,87,11,0
ACSSF,2011e5,wv,000,0043,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",1658,912,0,0,0,46,25,121,29,36,395,100,90,34,36,0,0,0,746,0,0,0,28,0,62,29,14,261,30,76,73,141,32,0,0
ACSSF,2011e5,wv,000,0043,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",1186,563,0,0,0,19,26,76,55,19,260,63,27,0,16,2,0,0,623,21,0,0,12,18,18,28,5,347,11,76,6,81,0,0,0
