FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races:,Two races including Some other race,"Two races excluding Some other race, and three or more races"
ACSSF,2009e5,wv,000,0012,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",3618,3561,30,4,7,0,0,16,0,16
ACSSF,2009e5,wv,000,0012,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",9163,8993,0,13,15,0,33,109,0,109
ACSSF,2009e5,wv,000,0012,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",7344,6947,180,30,82,0,0,105,0,105
ACSSF,2009e5,wv,000,0012,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",7294,7119,118,0,3,0,0,54,0,54
ACSSF,2009e5,wv,000,0012,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",18635,17487,747,0,84,0,19,298,0,298
ACSSF,2009e5,wv,000,0012,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",16033,12521,2685,18,228,0,104,477,32,445
ACSSF,2009e5,wv,000,0012,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",17437,16301,519,61,180,0,18,358,7,351
ACSSF,2009e5,wv,000,0012,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",23693,22646,312,53,405,0,24,253,6,247
ACSSF,2009e5,wv,000,0012,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",18754,18585,24,0,52,0,0,93,0,93
ACSSF,2009e5,wv,000,0012,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",1184,1102,0,0,0,0,0,82,0,82
ACSSF,2009e5,wv,000,0012,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",1289,1124,32,0,0,0,0,133,0,133
ACSSF,2009e5,wv,000,0012,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",1298,1224,0,0,0,0,0,74,0,74
ACSSF,2009e5,wv,000,0012,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",1602,1515,0,0,0,0,15,72,0,72
ACSSF,2009e5,wv,000,0012,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",1836,1822,0,0,0,0,0,14,0,14
ACSSF,2009e5,wv,000,0012,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",3852,3809,0,0,0,0,0,43,0,43
ACSSF,2009e5,wv,000,0012,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",2737,2737,0,0,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",3472,3274,49,0,0,0,0,149,0,149
ACSSF,2009e5,wv,000,0012,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",2525,2525,0,0,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",1575,1544,0,0,0,0,0,31,0,31
ACSSF,2009e5,wv,000,0012,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",1381,1348,0,0,0,0,0,33,0,33
ACSSF,2009e5,wv,000,0012,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",1757,1657,0,0,0,0,50,50,0,50
ACSSF,2009e5,wv,000,0012,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",16031,15482,228,77,103,0,0,141,0,141
ACSSF,2009e5,wv,000,0012,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",15213,13938,1030,20,0,0,62,163,37,126
ACSSF,2009e5,wv,000,0012,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",14996,13506,1224,81,66,0,0,119,16,103
ACSSF,2009e5,wv,000,0012,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",1230,1223,0,0,0,0,0,7,0,7
ACSSF,2009e5,wv,000,0012,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",3292,2178,872,37,75,0,78,52,37,15
ACSSF,2009e5,wv,000,0012,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",1262,1172,0,0,0,0,0,90,0,90
ACSSF,2009e5,wv,000,0012,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",1105,984,0,16,0,0,0,105,0,105
ACSSF,2009e5,wv,000,0012,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",3872,3872,0,0,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",4234,4068,70,17,0,0,41,38,0,38
ACSSF,2009e5,wv,000,0012,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",3683,3601,0,0,0,0,0,82,0,82
ACSSF,2009e5,wv,000,0012,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",12772,12050,489,71,6,0,40,116,32,84
ACSSF,2009e5,wv,000,0012,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",11374,10744,429,82,0,4,9,106,12,94
ACSSF,2009e5,wv,000,0012,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",10464,9957,266,0,9,0,16,216,0,216
ACSSF,2009e5,wv,000,0012,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",2468,2274,145,0,49,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",2058,2009,15,0,0,0,34,0,0,0
ACSSF,2009e5,wv,000,0012,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",5178,5178,0,0,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",1597,1597,0,0,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",3981,3862,0,0,0,0,101,18,0,18
ACSSF,2009e5,wv,000,0012,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",4256,3982,0,0,0,0,0,274,0,274
ACSSF,2009e5,wv,000,0012,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",2862,2756,0,37,0,0,0,69,0,69
ACSSF,2009e5,wv,000,0012,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",9531,9157,131,0,28,66,3,146,0,146
ACSSF,2009e5,wv,000,0012,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",10504,9771,513,0,4,0,6,210,17,193
ACSSF,2009e5,wv,000,0012,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",10180,10098,19,0,44,0,0,19,0,19
ACSSF,2009e5,wv,000,0012,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",2582,2547,32,0,3,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",2841,2819,11,0,0,0,11,0,0,0
ACSSF,2009e5,wv,000,0012,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",2611,2540,66,5,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",2623,2448,148,0,0,0,0,27,0,27
ACSSF,2009e5,wv,000,0012,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",2831,2819,0,12,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",12791,12076,341,12,151,0,0,211,13,198
ACSSF,2009e5,wv,000,0012,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",10950,10860,13,28,8,0,0,41,0,41
ACSSF,2009e5,wv,000,0012,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",10615,9957,275,0,0,0,25,358,11,347
ACSSF,2009e5,wv,000,0012,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",11859,11626,83,7,69,0,7,67,6,61
ACSSF,2009e5,wv,000,0012,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",11597,11122,134,18,22,0,13,288,14,274
ACSSF,2009e5,wv,000,0012,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",10551,10085,116,6,193,0,82,69,0,69
ACSSF,2009e5,wv,000,0012,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",9875,9678,0,0,9,0,0,188,0,188
ACSSF,2009e5,wv,000,0012,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",8670,8589,0,0,27,0,0,54,0,54
ACSSF,2009e5,wv,000,0012,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",9595,9438,15,0,70,0,0,72,0,72
ACSSF,2009e5,wv,000,0012,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",11759,9444,1743,10,137,0,294,131,16,115
ACSSF,2009e5,wv,000,0012,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",8319,7729,427,23,20,0,16,104,15,89
ACSSF,2009e5,wv,000,0012,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",11539,10584,435,34,63,0,196,227,0,227
ACSSF,2009e5,wv,000,0012,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",9061,8251,412,0,151,0,72,175,0,175
ACSSF,2009e5,wv,000,0012,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",10113,9363,471,21,83,22,72,81,26,55
ACSSF,2009e5,wv,000,0012,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",42991,38083,2908,51,403,102,96,1348,94,1254
ACSSF,2009e5,wv,000,0012,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",49068,43017,2936,27,1652,21,56,1359,0,1359
ACSSF,2009e5,wv,000,0012,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",50866,46738,2798,51,173,0,38,1068,0,1068
ACSSF,2009e5,wv,000,0012,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",48699,43236,3187,107,99,0,0,2070,17,2053
ACSSF,2009e5,wv,000,0012,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",5813,5632,122,0,40,0,0,19,0,19
ACSSF,2009e5,wv,000,0012,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",5389,5263,0,16,35,13,0,62,0,62
ACSSF,2009e5,wv,000,0012,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",6013,5899,0,17,0,0,0,97,0,97
ACSSF,2009e5,wv,000,0012,0000153,060,54,043,06000US5404390384,"Carroll district, Lincoln County, West Virginia",3723,3626,0,7,0,0,0,90,0,90
ACSSF,2009e5,wv,000,0012,0000154,060,54,043,06000US5404390960,"Duval district, Lincoln County, West Virginia",3400,3400,0,0,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000155,060,54,043,06000US5404391572,"Harts Creek district, Lincoln County, West Virginia",3759,3675,0,0,26,0,0,58,0,58
ACSSF,2009e5,wv,000,0012,0000156,060,54,043,06000US5404391704,"Jefferson district, Lincoln County, West Virginia",1515,1515,0,0,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000157,060,54,043,06000US5404391812,"Laurel Hill district, Lincoln County, West Virginia",2261,2222,39,0,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000158,060,54,043,06000US5404392784,"Sheridan district, Lincoln County, West Virginia",4245,4193,0,11,5,0,0,36,36,0
ACSSF,2009e5,wv,000,0012,0000159,060,54,043,06000US5404393240,"Union district, Lincoln County, West Virginia",235,235,0,0,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000160,060,54,043,06000US5404393516,"Washington district, Lincoln County, West Virginia",3073,2963,0,41,0,0,0,69,0,69
ACSSF,2009e5,wv,000,0012,0000161,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",10920,10129,430,55,100,0,6,200,0,200
ACSSF,2009e5,wv,000,0012,0000162,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",12945,12462,266,0,37,0,180,0,0,0
ACSSF,2009e5,wv,000,0012,0000163,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",11688,11386,282,0,0,0,20,0,0,0
ACSSF,2009e5,wv,000,0012,0000164,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",5852,5700,75,10,0,0,0,67,0,67
ACSSF,2009e5,wv,000,0012,0000165,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",5105,4276,829,0,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000166,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",6085,4205,1857,15,0,0,8,0,0,0
ACSSF,2009e5,wv,000,0012,0000167,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",5929,5929,0,0,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000168,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",17739,15544,1627,12,110,0,42,404,0,404
ACSSF,2009e5,wv,000,0012,0000169,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",21921,21408,291,0,49,0,20,153,0,153
ACSSF,2009e5,wv,000,0012,0000170,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",16908,16575,114,32,28,0,21,138,0,138
ACSSF,2009e5,wv,000,0012,0000171,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",11073,10830,17,0,21,24,34,147,11,136
ACSSF,2009e5,wv,000,0012,0000172,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",9888,9589,143,3,49,0,0,104,0,104
ACSSF,2009e5,wv,000,0012,0000173,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",12244,12148,6,0,52,0,4,34,0,34
ACSSF,2009e5,wv,000,0012,0000174,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",906,892,0,0,0,0,0,14,7,7
ACSSF,2009e5,wv,000,0012,0000175,060,54,053,06000US5405390612,"Clendenin district, Mason County, West Virginia",3903,3884,0,7,0,0,0,12,0,12
ACSSF,2009e5,wv,000,0012,0000176,060,54,053,06000US5405390648,"Cologne district, Mason County, West Virginia",1154,1151,0,0,0,0,0,3,0,3
ACSSF,2009e5,wv,000,0012,0000177,060,54,053,06000US5405390660,"Cooper district, Mason County, West Virginia",1467,1467,0,0,0,0,0,0,0,0
ACSSF,2009e5,wv,000,0012,0000178,060,54,053,06000US5405391260,"Graham district, Mason County, West Virginia",3051,3018,5,4,0,0,0,24,0,24
ACSSF,2009e5,wv,000,0012,0000179,060,54,053,06000US5405391512,"Hannan district, Mason County, West Virginia",2559,2541,0,0,0,0,0,18,0,18
