FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Owner occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Renter occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc."
ACSSF,2010e5,wv,000,0103,0000021,050,54,017,05000US54017,"Doddridge County, West Virginia",2860,2343,184,123,0,0,0,0,61,704,523,8,0,0,0,173,544,388,0,0,0,0,156,195,195,0,0,0,0,0,716,716,0,0,0,0,0,517,19,0,0,0,0,0,19,165,70,3,17,0,0,75,62,23,0,0,0,0,39,121,83,0,38,0,0,0,150,142,8,0,0,0,0
ACSSF,2010e5,wv,000,0103,0000022,050,54,019,05000US54019,"Fayette County, West Virginia",18140,13946,584,382,0,0,0,0,202,2801,1710,0,0,0,2,1089,4058,3313,0,0,0,0,745,3448,3439,4,5,0,0,0,3055,3055,0,0,0,0,0,4194,74,37,0,17,0,0,20,1030,174,133,110,60,125,428,1050,427,142,109,86,66,220,1035,946,70,0,0,3,16,1005,794,113,94,0,4,0
ACSSF,2010e5,wv,000,0103,0000023,050,54,021,05000US54021,"Gilmer County, West Virginia",2460,1758,67,61,0,0,0,0,6,655,382,0,0,0,0,273,342,295,0,0,3,0,44,185,164,3,0,0,0,18,509,507,2,0,0,0,0,702,37,10,4,4,0,0,19,239,64,18,7,0,0,150,243,143,46,41,0,0,13,80,46,27,7,0,0,0,103,91,12,0,0,0,0
ACSSF,2010e5,wv,000,0103,0000024,050,54,023,05000US54023,"Grant County, West Virginia",4899,3905,246,186,0,0,0,0,60,1586,1183,0,0,0,0,403,1158,994,0,0,0,0,164,429,429,0,0,0,0,0,486,486,0,0,0,0,0,994,104,21,31,32,0,0,20,385,112,65,98,5,0,105,196,93,43,10,6,0,44,182,171,11,0,0,0,0,127,106,0,6,0,0,15
ACSSF,2010e5,wv,000,0103,0000025,050,54,025,05000US54025,"Greenbrier County, West Virginia",15302,11478,789,578,0,0,0,0,211,2897,2053,0,3,0,0,841,3267,2815,0,0,0,0,452,2443,2337,0,0,0,0,106,2082,2082,0,0,0,0,0,3824,112,83,0,0,0,0,29,734,141,108,161,21,59,244,1373,598,246,200,18,17,294,930,575,203,70,0,0,82,675,562,41,43,0,0,29
ACSSF,2010e5,wv,000,0103,0000026,050,54,027,05000US54027,"Hampshire County, West Virginia",9755,6594,468,369,0,0,0,0,99,2934,2429,0,0,0,0,505,1832,1462,17,0,0,0,353,705,696,0,0,0,0,9,655,650,5,0,0,0,0,3161,51,35,0,0,0,0,16,978,425,94,141,53,0,265,1545,851,94,11,40,0,549,331,286,45,0,0,0,0,256,178,62,16,0,0,0
ACSSF,2010e5,wv,000,0103,0000027,050,54,029,05000US54029,"Hancock County, West Virginia",13296,9995,368,291,0,16,0,5,56,1121,687,12,0,0,0,422,3091,2820,0,0,0,0,271,3506,3473,33,0,0,0,0,1909,1890,19,0,0,0,0,3301,138,10,33,45,50,0,0,815,93,169,166,0,93,294,1070,323,433,161,0,71,82,913,624,199,80,0,0,10,365,266,90,9,0,0,0
ACSSF,2010e5,wv,000,0103,0000028,050,54,031,05000US54031,"Hardy County, West Virginia",4877,3824,225,154,0,27,0,0,44,1882,1384,0,0,0,0,498,1125,904,0,0,0,0,221,239,239,0,0,0,0,0,353,347,0,6,0,0,0,1053,64,0,33,23,0,0,8,287,46,40,68,5,0,128,316,123,6,55,0,0,132,158,132,6,0,20,0,0,228,183,21,3,0,0,21
ACSSF,2010e5,wv,000,0103,0000029,050,54,033,05000US54033,"Harrison County, West Virginia",27740,20333,1202,862,0,43,0,0,297,4321,3394,12,0,0,0,915,4900,4374,8,0,0,8,510,4796,4645,80,0,0,0,71,5114,5047,50,10,0,0,7,7407,412,174,76,140,0,9,13,1679,434,304,250,160,295,236,1896,705,353,291,69,143,335,1943,1498,301,62,16,62,4,1477,982,347,131,17,0,0
ACSSF,2010e5,wv,000,0103,0000030,050,54,035,05000US54035,"Jackson County, West Virginia",11634,9256,1174,793,0,0,0,0,381,2930,2150,0,0,0,0,780,2983,2499,0,0,0,0,484,1189,1189,0,0,0,0,0,980,952,28,0,0,0,0,2378,239,0,16,161,0,0,62,685,122,105,46,10,13,389,831,400,70,187,0,72,102,342,268,74,0,0,0,0,281,183,70,15,0,13,0
ACSSF,2010e5,wv,000,0103,0000031,050,54,037,05000US54037,"Jefferson County, West Virginia",19164,14903,3296,3127,0,15,0,0,154,5400,4827,28,3,0,0,542,3827,3362,51,0,0,0,414,895,883,0,0,0,0,12,1485,1475,10,0,0,0,0,4261,430,292,16,71,24,0,27,1593,391,270,462,63,124,283,1314,688,100,305,49,40,132,433,226,109,79,2,0,17,491,283,108,100,0,0,0
ACSSF,2010e5,wv,000,0103,0000032,050,54,039,05000US54039,"Kanawha County, West Virginia",82501,58837,3798,2723,94,0,0,8,973,11373,8161,74,46,8,53,3031,16456,14100,109,16,12,95,2124,19945,19492,127,232,22,0,72,7265,7170,56,18,12,0,9,23664,1863,347,378,614,136,86,302,4488,927,1213,888,203,296,961,7458,2352,1968,1138,377,966,657,6320,3655,1427,814,88,278,58,3535,1873,727,506,269,160,0
ACSSF,2010e5,wv,000,0103,0000033,050,54,041,05000US54041,"Lewis County, West Virginia",6527,4732,227,184,0,0,0,0,43,1441,1216,0,0,0,0,225,1226,916,0,0,0,0,310,803,798,0,0,0,0,5,1035,1021,0,0,0,0,14,1795,74,10,0,0,0,0,64,467,158,69,58,40,80,62,611,241,59,105,11,74,121,355,285,0,70,0,0,0,288,242,10,27,0,9,0
ACSSF,2010e5,wv,000,0103,0000034,050,54,043,05000US54043,"Lincoln County, West Virginia",8711,6784,653,341,0,0,0,0,312,2677,1308,0,0,0,0,1369,1730,1243,0,0,0,0,487,1160,1131,4,0,0,0,25,564,564,0,0,0,0,0,1927,74,14,0,0,0,0,60,831,184,12,78,43,6,508,488,191,15,32,13,7,230,284,242,34,8,0,0,0,250,221,13,16,0,0,0
ACSSF,2010e5,wv,000,0103,0000035,050,54,045,05000US54045,"Logan County, West Virginia",14740,10725,678,334,0,0,0,0,344,3136,1880,0,5,0,0,1251,2956,2327,10,6,0,0,613,2254,2191,18,0,0,0,45,1701,1631,33,34,3,0,0,4015,179,83,4,0,0,0,92,1482,383,110,338,5,44,602,912,400,85,200,0,10,217,663,536,46,81,0,0,0,779,553,50,176,0,0,0
ACSSF,2010e5,wv,000,0103,0000036,050,54,047,05000US54047,"McDowell County, West Virginia",8338,6546,231,48,0,0,0,0,183,1132,475,0,0,0,0,657,1321,702,0,0,0,0,619,1548,1519,0,0,0,0,29,2314,2287,13,0,0,0,14,1792,35,12,0,0,0,0,23,421,103,112,6,11,63,126,387,183,4,2,0,18,180,431,373,34,0,0,0,24,518,475,32,11,0,0,0
ACSSF,2010e5,wv,000,0103,0000037,050,54,049,05000US54049,"Marion County, West Virginia",22744,17071,731,594,0,0,0,0,137,3118,2100,3,0,0,0,1015,4195,3583,0,0,0,0,612,4337,4325,8,0,0,0,4,4690,4646,22,0,0,0,22,5673,308,93,92,97,5,0,21,1219,337,284,304,0,104,190,1510,704,213,207,75,33,278,1123,637,275,103,53,55,0,1513,922,417,128,9,37,0
ACSSF,2010e5,wv,000,0103,0000038,050,54,051,05000US54051,"Marshall County, West Virginia",13997,10921,243,223,0,0,0,0,20,1978,1257,14,3,0,0,704,3293,2996,0,3,0,0,294,2567,2544,23,0,0,0,0,2840,2797,43,0,0,0,0,3076,139,16,83,6,0,20,14,636,211,182,94,4,21,124,963,309,290,138,65,70,91,504,404,59,27,10,4,0,834,605,170,59,0,0,0
ACSSF,2010e5,wv,000,0103,0000039,050,54,053,05000US54053,"Mason County, West Virginia",10932,8539,803,546,0,0,0,0,257,2570,1678,0,0,0,0,892,2373,1743,0,0,0,0,630,1851,1827,0,0,12,12,0,942,942,0,0,0,0,0,2393,201,64,0,12,40,0,85,670,87,123,49,26,11,374,665,373,66,21,0,23,182,556,411,108,22,15,0,0,301,210,66,11,0,14,0
ACSSF,2010e5,wv,000,0103,0000040,050,54,055,05000US54055,"Mercer County, West Virginia",25344,18740,1355,708,11,0,0,0,636,5012,2401,0,22,0,0,2589,4995,3691,0,0,0,0,1304,4104,4081,12,11,0,0,0,3274,3271,3,0,0,0,0,6604,379,68,51,162,20,13,65,1786,319,270,294,107,41,755,1613,674,142,204,26,65,502,1477,1117,142,168,41,9,0,1349,715,367,129,9,129,0
ACSSF,2010e5,wv,000,0103,0000041,050,54,057,05000US54057,"Mineral County, West Virginia",11308,8695,395,362,0,0,0,0,33,2444,2023,0,0,0,0,421,3043,2700,11,0,0,0,332,1416,1413,3,0,0,0,0,1397,1377,20,0,0,0,0,2613,140,0,37,76,0,0,27,542,83,33,144,0,154,128,792,288,220,89,12,63,120,628,326,237,35,18,12,0,511,359,110,23,9,10,0
ACSSF,2010e5,wv,000,0103,0000042,050,54,059,05000US54059,"Mingo County, West Virginia",10936,8436,969,449,0,0,0,0,520,3671,2305,0,0,0,0,1366,1693,1087,3,0,0,0,603,1331,1276,17,0,0,0,38,772,727,39,0,0,0,6,2500,170,75,0,0,0,0,95,993,395,99,131,12,103,253,487,143,60,11,0,107,166,416,346,23,39,0,4,4,434,224,80,34,0,96,0
ACSSF,2010e5,wv,000,0103,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",35073,20758,3085,2530,6,32,42,32,443,6066,4460,18,17,0,31,1540,5350,3985,28,35,0,18,1284,3859,3698,29,0,0,0,132,2398,2377,13,0,0,0,8,14315,2768,484,207,1120,715,194,48,3515,572,581,1274,168,277,643,4104,813,1010,1046,182,341,712,2199,976,766,242,16,73,126,1729,698,829,155,37,10,0
ACSSF,2010e5,wv,000,0103,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",5594,4747,319,241,0,0,0,0,78,1526,994,15,8,0,0,509,1243,1023,0,0,0,0,220,731,731,0,0,0,0,0,928,928,0,0,0,0,0,847,50,24,0,0,0,0,26,256,85,4,30,5,0,132,161,120,0,0,0,0,41,63,63,0,0,0,0,0,317,299,18,0,0,0,0
ACSSF,2010e5,wv,000,0103,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",7068,5032,353,342,0,0,0,0,11,1609,1426,0,0,0,0,183,1576,1332,0,0,0,0,244,631,628,3,0,0,0,0,863,856,7,0,0,0,0,2036,133,9,3,46,0,0,75,493,267,97,44,0,0,85,762,368,64,51,33,8,238,340,316,9,0,0,0,15,308,179,105,24,0,0,0
ACSSF,2010e5,wv,000,0103,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",10304,8451,737,481,0,0,0,0,256,3170,1966,50,0,0,0,1154,2427,1809,0,0,0,0,618,1355,1338,0,0,0,0,17,762,753,9,0,0,0,0,1853,68,68,0,0,0,0,0,713,84,79,147,39,115,249,438,218,0,155,0,0,65,481,362,119,0,0,0,0,153,124,0,29,0,0,0
ACSSF,2010e5,wv,000,0103,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",18850,13201,376,342,0,0,0,0,34,1502,1154,15,57,0,0,276,2992,2597,112,25,0,10,248,3241,3186,45,3,0,7,0,5090,4978,112,0,0,0,0,5649,309,80,71,37,42,43,36,895,112,179,166,110,252,76,1451,320,395,259,20,431,26,936,540,192,115,31,58,0,2058,814,801,316,15,112,0
ACSSF,2010e5,wv,000,0103,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",3516,2744,70,70,0,0,0,0,0,949,749,4,0,0,0,196,754,643,0,0,0,0,111,262,223,0,0,0,0,39,709,680,17,0,0,0,12,772,28,28,0,0,0,0,0,227,141,53,12,0,0,21,118,31,0,0,0,12,75,144,92,4,45,0,0,3,255,177,78,0,0,0,0
ACSSF,2010e5,wv,000,0103,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",2591,2066,155,87,0,0,0,0,68,535,371,0,0,0,0,164,577,477,0,0,0,0,100,388,377,11,0,0,0,0,411,411,0,0,0,0,0,525,16,0,0,0,0,0,16,172,34,0,80,16,0,42,106,35,31,5,20,0,15,126,100,12,10,4,0,0,105,83,22,0,0,0,0
ACSSF,2010e5,wv,000,0103,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",3812,3065,189,119,0,0,0,0,70,1117,959,0,0,0,0,158,777,584,0,1,0,0,192,367,363,0,0,0,0,4,615,610,5,0,0,0,0,747,0,0,0,0,0,0,0,175,62,14,18,0,0,81,247,71,15,17,0,0,144,129,115,14,0,0,0,0,196,141,55,0,0,0,0
ACSSF,2010e5,wv,000,0103,0000051,050,54,077,05000US54077,"Preston County, West Virginia",12850,10623,737,591,0,0,0,0,146,3675,2778,0,0,0,0,897,2868,2287,0,0,0,0,581,1400,1397,0,0,0,0,3,1943,1918,14,0,0,0,11,2227,65,57,0,0,0,0,8,510,98,78,122,30,12,170,668,241,75,100,0,0,252,394,349,37,8,0,0,0,590,418,101,60,0,11,0
ACSSF,2010e5,wv,000,0103,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",20975,18022,1342,976,16,10,0,0,340,8445,6980,0,34,0,0,1431,5211,4778,0,0,0,0,433,1927,1885,3,0,0,0,39,1097,1078,0,0,0,0,19,2953,267,18,35,144,0,13,57,1213,272,194,420,77,24,226,835,447,80,89,20,14,185,328,263,65,0,0,0,0,310,266,44,0,0,0,0
ACSSF,2010e5,wv,000,0103,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",31196,23899,1715,1318,24,0,0,0,373,6555,4495,0,9,0,0,2051,7455,6523,8,12,0,0,912,5374,5312,9,0,0,0,53,2800,2800,0,0,0,0,0,7297,506,55,58,142,131,88,32,2076,337,412,294,81,322,630,2127,977,238,304,40,88,480,1437,1232,133,35,0,0,37,1151,925,90,83,31,22,0
ACSSF,2010e5,wv,000,0103,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",11319,8821,521,406,0,0,0,0,115,3137,2377,0,0,0,0,760,2288,1982,0,0,0,9,297,1360,1349,0,0,0,0,11,1515,1511,0,0,0,0,4,2498,52,2,0,9,0,0,41,674,206,65,120,37,36,210,865,245,144,203,8,68,197,447,227,133,74,0,13,0,460,296,117,24,17,6,0
ACSSF,2010e5,wv,000,0103,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",4213,3273,199,159,0,0,0,0,40,968,666,4,0,0,0,298,718,589,0,0,0,0,129,532,517,13,0,0,0,2,856,856,0,0,0,0,0,940,36,31,0,0,0,0,5,202,68,37,33,6,0,58,273,87,19,38,0,2,127,163,145,0,18,0,0,0,266,253,8,5,0,0,0
ACSSF,2010e5,wv,000,0103,0000056,050,54,087,05000US54087,"Roane County, West Virginia",6015,4580,194,163,0,0,0,0,31,1256,823,6,0,0,0,427,1389,1173,0,0,0,0,216,849,828,0,0,0,0,21,892,892,0,0,0,0,0,1435,55,24,10,0,12,0,9,283,114,0,3,19,0,147,565,162,49,39,44,8,263,315,233,53,0,15,0,14,217,156,37,24,0,0,0
ACSSF,2010e5,wv,000,0103,0000057,050,54,089,05000US54089,"Summers County, West Virginia",5075,4135,242,214,0,0,0,0,28,1257,951,0,0,0,0,306,993,801,0,0,0,0,192,766,746,0,0,0,0,20,877,857,20,0,0,0,0,940,0,0,0,0,0,0,0,278,121,14,29,21,59,34,70,26,0,15,0,0,29,228,180,33,0,0,0,15,364,212,115,28,0,9,0
ACSSF,2010e5,wv,000,0103,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",6579,5167,346,280,0,0,0,0,66,1465,1109,0,0,0,0,356,1077,903,0,0,0,0,174,856,856,0,0,0,0,0,1423,1423,0,0,0,0,0,1412,60,20,40,0,0,0,0,313,31,63,59,35,16,109,500,72,146,65,47,116,54,267,242,9,0,16,0,0,272,245,11,16,0,0,0
ACSSF,2010e5,wv,000,0103,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",3132,2491,123,105,0,0,0,0,18,677,578,0,12,0,0,87,751,618,3,0,0,0,130,221,216,5,0,0,0,0,719,713,6,0,0,0,0,641,35,8,10,17,0,0,0,157,50,18,11,19,4,55,207,72,56,26,0,0,53,100,82,11,7,0,0,0,142,134,3,5,0,0,0
