FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Married-couple family:,With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years,Other family:,"Male householder, no wife present:",With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years,"Female householder, no husband present:",With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years
ACSSF,2010e5,wv,000,0034,0005748,160,54,   ,16000US5466988,"Ranson corporation, West Virginia",1120,645,278,84,90,104,367,475,126,30,16,0,14,96,349,226,65,51,110,123
ACSSF,2010e5,wv,000,0034,0005749,160,54,   ,16000US5467108,"Ravenswood city, West Virginia",1033,769,251,47,65,139,518,264,59,34,17,0,17,25,205,157,22,0,135,48
ACSSF,2010e5,wv,000,0034,0005750,160,54,   ,16000US5467228,"Raysal CDP, West Virginia",69,69,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005751,160,54,   ,16000US5467252,"Reader CDP, West Virginia",202,152,86,36,0,50,66,50,22,22,0,0,22,0,28,28,11,0,17,0
ACSSF,2010e5,wv,000,0034,0005752,160,54,   ,16000US5467396,"Red Jacket CDP, West Virginia",205,141,57,11,0,46,84,64,30,30,30,0,0,0,34,34,14,0,20,0
ACSSF,2010e5,wv,000,0034,0005753,160,54,   ,16000US5467636,"Reedsville town, West Virginia",145,122,52,31,5,16,70,23,0,0,0,0,0,0,23,13,0,0,13,10
ACSSF,2010e5,wv,000,0034,0005754,160,54,   ,16000US5467660,"Reedy town, West Virginia",31,28,10,0,4,6,18,3,3,0,0,0,0,3,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005755,160,54,   ,16000US5467996,"Rhodell town, West Virginia",33,21,10,3,0,7,11,12,0,0,0,0,0,0,12,12,0,0,12,0
ACSSF,2010e5,wv,000,0034,0005756,160,54,   ,16000US5468116,"Richwood city, West Virginia",616,426,87,34,34,19,339,190,55,37,8,0,29,18,135,71,18,51,2,64
ACSSF,2010e5,wv,000,0034,0005757,160,54,   ,16000US5468260,"Ridgeley town, West Virginia",191,136,39,4,0,35,97,55,20,5,0,4,1,15,35,31,0,0,31,4
ACSSF,2010e5,wv,000,0034,0005758,160,54,   ,16000US5468596,"Ripley city, West Virginia",833,691,260,118,34,108,431,142,59,59,17,0,42,0,83,37,11,0,26,46
ACSSF,2010e5,wv,000,0034,0005759,160,54,   ,16000US5468908,"Rivesville town, West Virginia",328,224,82,14,20,48,142,104,27,10,0,0,10,17,77,43,5,5,33,34
ACSSF,2010e5,wv,000,0034,0005760,160,54,   ,16000US5469100,"Robinette CDP, West Virginia",118,90,12,0,0,12,78,28,16,0,0,0,0,16,12,12,0,0,12,0
ACSSF,2010e5,wv,000,0034,0005761,160,54,   ,16000US5469844,"Roderfield CDP, West Virginia",16,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005762,160,54,   ,16000US5470084,"Romney city, West Virginia",388,287,88,26,16,46,199,101,18,8,0,0,8,10,83,30,0,0,30,53
ACSSF,2010e5,wv,000,0034,0005763,160,54,   ,16000US5470156,"Ronceverte city, West Virginia",458,348,109,30,30,49,239,110,21,6,0,0,6,15,89,34,12,3,19,55
ACSSF,2010e5,wv,000,0034,0005764,160,54,   ,16000US5470468,"Rossmore CDP, West Virginia",68,9,0,0,0,0,9,59,17,0,0,0,0,17,42,16,0,16,0,26
ACSSF,2010e5,wv,000,0034,0005765,160,54,   ,16000US5470588,"Rowlesburg town, West Virginia",185,163,72,18,5,49,91,22,0,0,0,0,0,0,22,18,0,0,18,4
ACSSF,2010e5,wv,000,0034,0005766,160,54,   ,16000US5470828,"Rupert town, West Virginia",281,167,50,16,3,31,117,114,25,15,0,0,15,10,89,67,8,0,59,22
ACSSF,2010e5,wv,000,0034,0005767,160,54,   ,16000US5471212,"St. Albans city, West Virginia",2937,2200,675,124,93,458,1525,737,254,173,9,0,164,81,483,257,44,21,192,226
ACSSF,2010e5,wv,000,0034,0005768,160,54,   ,16000US5471356,"St. Marys city, West Virginia",510,373,118,18,8,92,255,137,23,7,0,7,0,16,114,64,19,7,38,50
ACSSF,2010e5,wv,000,0034,0005769,160,54,   ,16000US5471380,"Salem city, West Virginia",389,269,77,22,7,48,192,120,27,11,7,0,4,16,93,72,18,5,49,21
ACSSF,2010e5,wv,000,0034,0005770,160,54,   ,16000US5471476,"Salt Rock CDP, West Virginia",72,72,22,22,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005771,160,54,   ,16000US5471620,"Sand Fork town, West Virginia",85,46,26,5,14,7,20,39,5,5,0,5,0,0,34,13,8,5,0,21
ACSSF,2010e5,wv,000,0034,0005772,160,54,   ,16000US5472004,"Sarah Ann CDP, West Virginia",32,19,19,0,0,19,0,13,0,0,0,0,0,0,13,0,0,0,0,13
ACSSF,2010e5,wv,000,0034,0005773,160,54,   ,16000US5472292,"Scarbro CDP, West Virginia",155,117,18,18,0,0,99,38,0,0,0,0,0,0,38,0,0,0,0,38
ACSSF,2010e5,wv,000,0034,0005774,160,54,   ,16000US5473108,"Shady Spring CDP, West Virginia",889,668,212,89,0,123,456,221,78,64,0,0,64,14,143,96,29,0,67,47
ACSSF,2010e5,wv,000,0034,0005775,160,54,   ,16000US5473252,"Shannondale CDP, West Virginia",697,646,311,77,33,201,335,51,17,17,0,17,0,0,34,34,0,0,34,0
ACSSF,2010e5,wv,000,0034,0005776,160,54,   ,16000US5473444,"Shenandoah Junction CDP, West Virginia",170,114,37,26,0,11,77,56,16,0,0,0,0,16,40,40,0,10,30,0
ACSSF,2010e5,wv,000,0034,0005777,160,54,   ,16000US5473468,"Shepherdstown town, West Virginia",157,109,43,3,6,34,66,48,14,3,0,0,3,11,34,11,4,0,7,23
ACSSF,2010e5,wv,000,0034,0005778,160,54,   ,16000US5473636,"Shinnston city, West Virginia",682,523,172,9,56,107,351,159,24,11,0,0,11,13,135,27,17,10,0,108
ACSSF,2010e5,wv,000,0034,0005779,160,54,   ,16000US5473876,"Shrewsbury CDP, West Virginia",229,200,76,0,55,21,124,29,0,0,0,0,0,0,29,0,0,0,0,29
ACSSF,2010e5,wv,000,0034,0005780,160,54,   ,16000US5474356,"Sissonville CDP, West Virginia",1459,1192,401,84,62,255,791,267,37,25,0,8,17,12,230,116,10,34,72,114
ACSSF,2010e5,wv,000,0034,0005781,160,54,   ,16000US5474380,"Sistersville city, West Virginia",394,303,94,10,19,65,209,91,11,8,0,3,5,3,80,58,7,0,51,22
ACSSF,2010e5,wv,000,0034,0005782,160,54,   ,16000US5474740,"Smithers city, West Virginia",209,75,15,3,0,12,60,134,44,27,22,0,5,17,90,38,5,8,25,52
ACSSF,2010e5,wv,000,0034,0005783,160,54,   ,16000US5474788,"Smithfield town, West Virginia",16,10,4,0,0,4,6,6,0,0,0,0,0,0,6,6,4,2,0,0
ACSSF,2010e5,wv,000,0034,0005784,160,54,   ,16000US5475172,"Sophia town, West Virginia",343,279,105,26,20,59,174,64,0,0,0,0,0,0,64,34,4,13,17,30
ACSSF,2010e5,wv,000,0034,0005785,160,54,   ,16000US5475292,"South Charleston city, West Virginia",3678,2563,782,222,125,435,1781,1115,187,64,7,0,57,123,928,502,155,63,284,426
ACSSF,2010e5,wv,000,0034,0005786,160,54,   ,16000US5475796,"Spelter CDP, West Virginia",88,61,30,21,0,9,31,27,0,0,0,0,0,0,27,0,0,0,0,27
ACSSF,2010e5,wv,000,0034,0005787,160,54,   ,16000US5475820,"Spencer city, West Virginia",608,448,204,23,77,104,244,160,45,20,0,0,20,25,115,23,7,0,16,92
ACSSF,2010e5,wv,000,0034,0005788,160,54,   ,16000US5476084,"Springfield CDP, West Virginia",172,140,50,38,12,0,90,32,0,0,0,0,0,0,32,0,0,0,0,32
ACSSF,2010e5,wv,000,0034,0005789,160,54,   ,16000US5476444,"Stanaford CDP, West Virginia",460,403,215,64,41,110,188,57,40,30,0,0,30,10,17,7,0,0,7,10
ACSSF,2010e5,wv,000,0034,0005790,160,54,   ,16000US5476516,"Star City town, West Virginia",365,249,81,26,26,29,168,116,52,39,21,0,18,13,64,9,0,0,9,55
ACSSF,2010e5,wv,000,0034,0005791,160,54,   ,16000US5476996,"Stollings CDP, West Virginia",157,123,15,0,15,0,108,34,18,0,0,0,0,18,16,0,0,0,0,16
ACSSF,2010e5,wv,000,0034,0005792,160,54,   ,16000US5477188,"Stonewood city, West Virginia",596,432,121,24,37,60,311,164,13,0,0,0,0,13,151,66,8,0,58,85
ACSSF,2010e5,wv,000,0034,0005793,160,54,   ,16000US5477980,"Summersville town, West Virginia",1093,942,319,29,0,290,623,151,39,0,0,0,0,39,112,16,0,0,16,96
ACSSF,2010e5,wv,000,0034,0005794,160,54,   ,16000US5478580,"Sutton town, West Virginia",311,194,37,5,8,24,157,117,20,7,0,4,3,13,97,58,20,18,20,39
ACSSF,2010e5,wv,000,0034,0005795,160,54,   ,16000US5478796,"Switzer CDP, West Virginia",276,194,42,13,15,14,152,82,0,0,0,0,0,0,82,23,23,0,0,59
ACSSF,2010e5,wv,000,0034,0005796,160,54,   ,16000US5478964,"Sylvester town, West Virginia",42,42,14,8,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005797,160,54,   ,16000US5479545,"Teays Valley CDP, West Virginia",3917,3408,1454,371,336,747,1954,509,179,49,0,0,49,130,330,236,33,67,136,94
ACSSF,2010e5,wv,000,0034,0005798,160,54,   ,16000US5479708,"Terra Alta town, West Virginia",498,340,160,28,34,98,180,158,53,27,22,0,5,26,105,74,19,9,46,31
ACSSF,2010e5,wv,000,0034,0005799,160,54,   ,16000US5480020,"Thomas city, West Virginia",132,99,21,3,0,18,78,33,10,0,0,0,0,10,23,18,7,6,5,5
ACSSF,2010e5,wv,000,0034,0005800,160,54,   ,16000US5480284,"Thurmond town, West Virginia",2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005801,160,54,   ,16000US5480476,"Tioga CDP, West Virginia",26,8,0,0,0,0,8,18,0,0,0,0,0,0,18,0,0,0,0,18
ACSSF,2010e5,wv,000,0034,0005802,160,54,   ,16000US5480932,"Triadelphia town, West Virginia",249,202,49,19,9,21,153,47,29,19,19,0,0,10,18,18,18,0,0,0
ACSSF,2010e5,wv,000,0034,0005803,160,54,   ,16000US5481268,"Tunnelton town, West Virginia",95,80,39,11,5,23,41,15,0,0,0,0,0,0,15,10,5,0,5,5
ACSSF,2010e5,wv,000,0034,0005804,160,54,   ,16000US5481484,"Twilight CDP, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005805,160,54,   ,16000US5481940,"Union town, West Virginia",125,78,36,5,0,31,42,47,30,17,0,0,17,13,17,8,0,8,0,9
ACSSF,2010e5,wv,000,0034,0005806,160,54,   ,16000US5482180,"Upper Falls CDP, West Virginia",1067,884,313,54,48,211,571,183,23,0,0,0,0,23,160,108,20,35,53,52
ACSSF,2010e5,wv,000,0034,0005807,160,54,   ,16000US5482564,"Valley Bend CDP, West Virginia",141,126,86,0,44,42,40,15,0,0,0,0,0,0,15,15,0,15,0,0
ACSSF,2010e5,wv,000,0034,0005808,160,54,   ,16000US5482732,"Valley Grove village, West Virginia",115,94,35,5,8,22,59,21,2,0,0,0,0,2,19,19,3,0,16,0
ACSSF,2010e5,wv,000,0034,0005809,160,54,   ,16000US5482756,"Valley Head CDP, West Virginia",87,52,34,18,0,16,18,35,0,0,0,0,0,0,35,0,0,0,0,35
ACSSF,2010e5,wv,000,0034,0005810,160,54,   ,16000US5482852,"Van CDP, West Virginia",62,47,0,0,0,0,47,15,15,0,0,0,0,15,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005811,160,54,   ,16000US5483332,"Verdunville CDP, West Virginia",127,127,57,0,0,57,70,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005812,160,54,   ,16000US5483500,"Vienna city, West Virginia",3016,2548,892,218,178,496,1656,468,150,63,35,0,28,87,318,145,23,10,112,173
ACSSF,2010e5,wv,000,0034,0005813,160,54,   ,16000US5483764,"Vivian CDP, West Virginia",17,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005814,160,54,   ,16000US5484484,"War city, West Virginia",212,146,47,19,3,25,99,66,19,19,0,0,19,0,47,20,0,4,16,27
ACSSF,2010e5,wv,000,0034,0005815,160,54,   ,16000US5484580,"Wardensville town, West Virginia",93,74,22,4,0,18,52,19,6,6,4,0,2,0,13,13,0,4,9,0
ACSSF,2010e5,wv,000,0034,0005816,160,54,   ,16000US5484724,"Washington CDP, West Virginia",475,440,214,69,38,107,226,35,0,0,0,0,0,0,35,9,0,0,9,26
ACSSF,2010e5,wv,000,0034,0005817,160,54,   ,16000US5484916,"Waverly CDP, West Virginia",156,141,38,0,0,38,103,15,0,0,0,0,0,0,15,15,0,0,15,0
ACSSF,2010e5,wv,000,0034,0005818,160,54,   ,16000US5484940,"Wayne town, West Virginia",484,357,162,62,8,92,195,127,25,0,0,0,0,25,102,67,19,0,48,35
ACSSF,2010e5,wv,000,0034,0005819,160,54,   ,16000US5485156,"Weirton city, West Virginia",5530,3783,1201,270,266,665,2582,1747,444,180,83,0,97,264,1303,759,95,214,450,544
ACSSF,2010e5,wv,000,0034,0005820,160,54,   ,16000US5485228,"Welch city, West Virginia",482,329,109,0,39,70,220,153,33,7,0,0,7,26,120,28,0,0,28,92
ACSSF,2010e5,wv,000,0034,0005821,160,54,   ,16000US5485324,"Wellsburg city, West Virginia",693,474,164,7,44,113,310,219,99,92,17,20,55,7,120,102,20,1,81,18
ACSSF,2010e5,wv,000,0034,0005822,160,54,   ,16000US5485804,"West Hamlin town, West Virginia",207,131,41,9,0,32,90,76,10,5,0,0,5,5,66,29,6,0,23,37
ACSSF,2010e5,wv,000,0034,0005823,160,54,   ,16000US5485876,"West Liberty town, West Virginia",71,57,8,0,3,5,49,14,4,0,0,0,0,4,10,0,0,0,0,10
ACSSF,2010e5,wv,000,0034,0005824,160,54,   ,16000US5485900,"West Logan town, West Virginia",124,89,34,12,5,17,55,35,6,3,0,0,3,3,29,15,0,0,15,14
ACSSF,2010e5,wv,000,0034,0005825,160,54,   ,16000US5485924,"West Milford town, West Virginia",323,229,87,7,6,74,142,94,16,5,0,0,5,11,78,49,15,0,34,29
ACSSF,2010e5,wv,000,0034,0005826,160,54,   ,16000US5485972,"Weston city, West Virginia",1164,841,288,57,30,201,553,323,51,42,13,10,19,9,272,203,33,31,139,69
ACSSF,2010e5,wv,000,0034,0005827,160,54,   ,16000US5485996,"Westover city, West Virginia",981,703,216,45,65,106,487,278,59,19,11,0,8,40,219,146,44,10,92,73
ACSSF,2010e5,wv,000,0034,0005828,160,54,   ,16000US5486116,"West Union town, West Virginia",180,134,42,8,9,25,92,46,16,8,5,3,0,8,30,11,0,0,11,19
ACSSF,2010e5,wv,000,0034,0005829,160,54,   ,16000US5486452,"Wheeling city, West Virginia",7207,5085,1683,306,218,1159,3402,2122,364,175,67,0,108,189,1758,929,227,233,469,829
ACSSF,2010e5,wv,000,0034,0005830,160,54,   ,16000US5486620,"White Hall town, West Virginia",151,128,46,26,6,14,82,23,3,0,0,0,0,3,20,6,3,0,3,14
ACSSF,2010e5,wv,000,0034,0005831,160,54,   ,16000US5486812,"White Sulphur Springs city, West Virginia",747,455,127,22,46,59,328,292,107,83,0,21,62,24,185,117,38,36,43,68
ACSSF,2010e5,wv,000,0034,0005832,160,54,   ,16000US5486836,"Whitesville town, West Virginia",141,116,59,8,4,47,57,25,0,0,0,0,0,0,25,11,5,0,6,14
ACSSF,2010e5,wv,000,0034,0005833,160,54,   ,16000US5486932,"Whitmer CDP, West Virginia",67,67,50,27,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005834,160,54,   ,16000US5487316,"Wiley Ford CDP, West Virginia",246,190,93,9,65,19,97,56,19,0,0,0,0,19,37,5,0,0,5,32
ACSSF,2010e5,wv,000,0034,0005835,160,54,   ,16000US5487508,"Williamson city, West Virginia",741,462,135,35,34,66,327,279,7,0,0,0,0,7,272,101,57,15,29,171
ACSSF,2010e5,wv,000,0034,0005836,160,54,   ,16000US5487556,"Williamstown city, West Virginia",815,649,257,27,24,206,392,166,61,51,0,0,51,10,105,79,0,26,53,26
ACSSF,2010e5,wv,000,0034,0005837,160,54,   ,16000US5487892,"Windsor Heights village, West Virginia",109,94,36,16,12,8,58,15,9,3,0,0,3,6,6,2,0,2,0,4
ACSSF,2010e5,wv,000,0034,0005838,160,54,   ,16000US5487988,"Winfield town, West Virginia",719,632,327,64,59,204,305,87,15,15,6,0,9,0,72,29,6,0,23,43
ACSSF,2010e5,wv,000,0034,0005839,160,54,   ,16000US5488276,"Wolf Summit CDP, West Virginia",67,67,16,0,16,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0005840,160,54,   ,16000US5488324,"Womelsdorf (Coalton) town, West Virginia",59,38,12,0,6,6,26,21,11,4,4,0,0,7,10,4,0,0,4,6
ACSSF,2010e5,wv,000,0034,0005841,160,54,   ,16000US5488708,"Worthington town, West Virginia",61,46,12,8,4,0,34,15,4,0,0,0,0,4,11,6,0,0,6,5
ACSSF,2010e5,wv,000,0034,0005842,311,54,   ,31100US1322054,"West Virginia (part); Beckley, WV Micro Area",21014,16081,5693,1226,1011,3456,10388,4933,1305,530,103,88,339,775,3628,1746,437,294,1015,1882
ACSSF,2010e5,wv,000,0034,0005843,311,54,   ,31100US1414054,"West Virginia (part); Bluefield, WV-VA Micro Area",16011,12278,3779,815,667,2297,8499,3733,1014,478,163,74,241,536,2719,1449,448,127,874,1270
ACSSF,2010e5,wv,000,0034,0005844,311,54,   ,31100US1662054,"West Virginia (part); Charleston, WV Metro Area",83153,64207,23091,4880,4233,13978,41116,18946,4856,2247,486,198,1563,2609,14090,7614,1861,1364,4389,6476
ACSSF,2010e5,wv,000,0034,0005845,311,54,   ,31100US1722054,"West Virginia (part); Clarksburg, WV Micro Area",25555,19285,6826,1298,1260,4268,12459,6270,1434,628,162,38,428,806,4836,2544,525,338,1681,2292
ACSSF,2010e5,wv,000,0034,0005846,311,54,   ,31100US1906054,"West Virginia (part); Cumberland, MD-WV Metro Area",7710,6020,1847,396,375,1076,4173,1690,446,296,104,74,118,150,1244,861,116,83,662,383
ACSSF,2010e5,wv,000,0034,0005847,311,54,   ,31100US2190054,"West Virginia (part); Fairmont, WV Micro Area",15027,11349,4111,919,657,2535,7238,3678,990,473,44,29,400,517,2688,1453,321,155,977,1235
ACSSF,2010e5,wv,000,0034,0005848,311,54,   ,31100US2518054,"West Virginia (part); Hagerstown-Martinsburg, MD-WV Metro Area",30557,23442,8945,2104,1862,4979,14497,7115,2288,1389,397,283,709,899,4827,2698,829,337,1532,2129
ACSSF,2010e5,wv,000,0034,0005849,311,54,   ,31100US2658054,"West Virginia (part); Huntington-Ashland, WV-KY-OH Metro Area",36451,27579,9492,2285,1838,5369,18087,8872,2032,1021,258,57,706,1011,6840,3777,811,589,2377,3063
ACSSF,2010e5,wv,000,0034,0005850,311,54,   ,31100US3406054,"West Virginia (part); Morgantown, WV Metro Area",27788,22420,8388,2257,1504,4627,14032,5368,1624,732,283,92,357,892,3744,1996,532,299,1165,1748
ACSSF,2010e5,wv,000,0034,0005851,311,54,   ,31100US3606054,"West Virginia (part); Oak Hill, WV Micro Area",12344,9215,2911,521,574,1816,6304,3129,911,407,189,20,198,504,2218,977,126,159,692,1241
ACSSF,2010e5,wv,000,0034,0005852,311,54,   ,31100US3762054,"West Virginia (part); Parkersburg-Marietta-Vienna, WV-OH Metro Area",27305,21482,7595,1421,1371,4803,13887,5823,1545,864,267,114,483,681,4278,2406,686,297,1423,1872
ACSSF,2010e5,wv,000,0034,0005853,311,54,   ,31100US3858054,"West Virginia (part); Point Pleasant, WV-OH Micro Area",7594,5757,1950,291,481,1178,3807,1837,442,255,36,9,210,187,1395,814,297,71,446,581
ACSSF,2010e5,wv,000,0034,0005854,311,54,   ,31100US4460054,"West Virginia (part); Steubenville-Weirton, OH-WV Metro Area",15460,11745,3688,706,924,2058,8057,3715,1137,595,182,36,377,542,2578,1454,241,318,895,1124
ACSSF,2010e5,wv,000,0034,0005855,311,54,   ,31100US4790054,"West Virginia (part); Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",13590,11147,4733,1175,1033,2525,6414,2443,850,354,147,17,190,496,1593,840,182,137,521,753
ACSSF,2010e5,wv,000,0034,0005856,311,54,   ,31100US4854054,"West Virginia (part); Wheeling, WV-OH Metro Area",20871,16202,5519,929,1065,3525,10683,4669,1064,524,230,0,294,540,3605,1910,522,323,1065,1695
ACSSF,2010e5,wv,000,0034,0005857,311,54,   ,31100US4902054,"West Virginia (part); Winchester, VA-WV Metro Area",5804,4350,1441,218,310,913,2909,1454,379,191,16,0,175,188,1075,630,57,94,479,445
ACSSF,2010e5,wv,000,0034,0005858,312,54,   ,31200US132205405332,"Beckley city, WV; Beckley, WV Micro Area",4451,3043,1033,259,214,560,2010,1408,324,116,30,63,23,208,1084,486,89,53,344,598
ACSSF,2010e5,wv,000,0034,0005859,312,54,   ,31200US141405408524,"Bluefield city, WV; Bluefield, WV-VA Micro Area",2538,1858,552,83,119,350,1306,680,54,14,0,0,14,40,626,403,107,54,242,223
ACSSF,2010e5,wv,000,0034,0005860,312,54,   ,31200US166205414600,"Charleston city, WV; Charleston, WV Metro Area",12327,8817,3194,755,521,1918,5623,3510,764,435,102,76,257,329,2746,1577,546,233,798,1169
ACSSF,2010e5,wv,000,0034,0005861,312,54,   ,31200US172205415628,"Clarksburg city, WV; Clarksburg, WV Micro Area",4157,2786,1056,267,159,630,1730,1371,283,158,12,15,131,125,1088,566,198,97,271,522
ACSSF,2010e5,wv,000,0034,0005862,312,54,   ,31200US219005426452,"Fairmont city, WV; Fairmont, WV Micro Area",4310,2906,900,220,162,518,2006,1404,332,233,18,0,215,99,1072,578,187,92,299,494
ACSSF,2010e5,wv,000,0034,0005863,312,54,   ,31200US251805452060,"Martinsburg city, WV; Hagerstown-Martinsburg, MD-WV Metro Area",4206,2739,979,279,226,474,1760,1467,417,327,87,109,131,90,1050,681,337,58,286,369
ACSSF,2010e5,wv,000,0034,0005864,312,54,   ,31200US265805439460,"Huntington city, WV; Huntington-Ashland, WV-KY-OH Metro Area",11456,7533,2404,719,452,1233,5129,3923,880,499,140,0,359,381,3043,1641,350,338,953,1402
ACSSF,2010e5,wv,000,0034,0005865,312,54,   ,31200US340605455756,"Morgantown city, WV; Morgantown, WV Metro Area",3653,2723,897,219,197,481,1826,930,251,119,35,67,17,132,679,347,92,45,210,332
ACSSF,2010e5,wv,000,0034,0005866,312,54,   ,31200US360605460028,"Oak Hill city, WV; Oak Hill, WV Micro Area",2304,1674,522,100,124,298,1152,630,202,94,83,0,11,108,428,211,25,33,153,217
ACSSF,2010e5,wv,000,0034,0005867,312,54,   ,31200US376205462140,"Parkersburg city, WV; Parkersburg-Marietta-Vienna, WV-OH Metro Area",8211,5545,1876,368,333,1175,3669,2666,514,333,76,107,150,181,2152,1089,358,123,608,1063
ACSSF,2010e5,wv,000,0034,0005868,312,54,   ,31200US376205483500,"Vienna city, WV; Parkersburg-Marietta-Vienna, WV-OH Metro Area",3016,2548,892,218,178,496,1656,468,150,63,35,0,28,87,318,145,23,10,112,173
ACSSF,2010e5,wv,000,0034,0005869,312,54,   ,31200US385805464708,"Point Pleasant city, WV; Point Pleasant, WV-OH Micro Area",1140,797,320,8,118,194,477,343,95,82,9,0,73,13,248,125,57,0,68,123
ACSSF,2010e5,wv,000,0034,0005870,312,54,   ,31200US446005485156,"Weirton city, WV; Steubenville-Weirton, OH-WV Metro Area",5530,3783,1201,270,266,665,2582,1747,444,180,83,0,97,264,1303,759,95,214,450,544
ACSSF,2010e5,wv,000,0034,0005871,312,54,   ,31200US485405486452,"Wheeling city, WV; Wheeling, WV-OH Metro Area",7207,5085,1683,306,218,1159,3402,2122,364,175,67,0,108,189,1758,929,227,233,469,829
ACSSF,2010e5,wv,000,0034,0005872,313,54,081,31300US1322054081,"Raleigh County; West Virginia (part); Beckley, WV Micro Area",21014,16081,5693,1226,1011,3456,10388,4933,1305,530,103,88,339,775,3628,1746,437,294,1015,1882
ACSSF,2010e5,wv,000,0034,0005873,313,54,055,31300US1414054055,"Mercer County; West Virginia (part); Bluefield, WV-VA Micro Area",16011,12278,3779,815,667,2297,8499,3733,1014,478,163,74,241,536,2719,1449,448,127,874,1270
ACSSF,2010e5,wv,000,0034,0005874,313,54,005,31300US1662054005,"Boone County; West Virginia (part); Charleston, WV Metro Area",7180,5697,2137,367,433,1337,3560,1483,491,156,44,0,112,335,992,416,72,58,286,576
ACSSF,2010e5,wv,000,0034,0005875,313,54,015,31300US1662054015,"Clay County; West Virginia (part); Charleston, WV Metro Area",2428,1930,771,99,154,518,1159,498,174,52,14,0,38,122,324,148,10,43,95,176
ACSSF,2010e5,wv,000,0034,0005876,313,54,039,31300US1662054039,"Kanawha County; West Virginia (part); Charleston, WV Metro Area",51064,38518,12743,2751,2413,7579,25775,12546,2944,1488,359,123,1006,1456,9602,5244,1366,827,3051,4358
ACSSF,2010e5,wv,000,0034,0005877,313,54,043,31300US1662054043,"Lincoln County; West Virginia (part); Charleston, WV Metro Area",6552,4941,2022,571,233,1218,2919,1611,464,201,49,38,114,263,1147,628,165,138,325,519
ACSSF,2010e5,wv,000,0034,0005878,313,54,079,31300US1662054079,"Putnam County; West Virginia (part); Charleston, WV Metro Area",15929,13121,5418,1092,1000,3326,7703,2808,783,350,20,37,293,433,2025,1178,248,298,632,847
ACSSF,2010e5,wv,000,0034,0005879,313,54,017,31300US1722054017,"Doddridge County; West Virginia (part); Clarksburg, WV Micro Area",1999,1482,441,34,69,338,1041,517,178,126,94,3,29,52,339,158,0,37,121,181
ACSSF,2010e5,wv,000,0034,0005880,313,54,033,31300US1722054033,"Harrison County; West Virginia (part); Clarksburg, WV Micro Area",18968,14266,5062,963,930,3169,9204,4702,1006,453,68,20,365,553,3696,1911,482,213,1216,1785
ACSSF,2010e5,wv,000,0034,0005881,313,54,091,31300US1722054091,"Taylor County; West Virginia (part); Clarksburg, WV Micro Area",4588,3537,1323,301,261,761,2214,1051,250,49,0,15,34,201,801,475,43,88,344,326
ACSSF,2010e5,wv,000,0034,0005882,313,54,057,31300US1906054057,"Mineral County; West Virginia (part); Cumberland, MD-WV Metro Area",7710,6020,1847,396,375,1076,4173,1690,446,296,104,74,118,150,1244,861,116,83,662,383
ACSSF,2010e5,wv,000,0034,0005883,313,54,049,31300US2190054049,"Marion County; West Virginia (part); Fairmont, WV Micro Area",15027,11349,4111,919,657,2535,7238,3678,990,473,44,29,400,517,2688,1453,321,155,977,1235
ACSSF,2010e5,wv,000,0034,0005884,313,54,003,31300US2518054003,"Berkeley County; West Virginia (part); Hagerstown-Martinsburg, MD-WV Metro Area",26475,20223,7980,1978,1632,4370,12243,6252,2018,1239,338,273,628,779,4234,2363,823,303,1237,1871
ACSSF,2010e5,wv,000,0034,0005885,313,54,065,31300US2518054065,"Morgan County; West Virginia (part); Hagerstown-Martinsburg, MD-WV Metro Area",4082,3219,965,126,230,609,2254,863,270,150,59,10,81,120,593,335,6,34,295,258
