FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Married-couple family:,With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years,Other family:,"Male householder, no wife present:",With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years,"Female householder, no husband present:",With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years
ACSSF,2010e5,wv,000,0034,0002230,080,54,061,08000US540619045699999010400,"Census Tract 104 (part), Remainder of Central district, Central district, Monongalia County, West Virginia",25,3,0,0,0,0,3,22,0,0,0,0,0,0,22,22,0,22,0,0
ACSSF,2010e5,wv,000,0034,0002231,080,54,061,08000US540619045699999010700,"Census Tract 107 (part), Remainder of Central district, Central district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002232,080,54,061,08000US540619045699999010902,"Census Tract 109.02 (part), Remainder of Central district, Central district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002233,080,54,061,08000US540619045699999011000,"Census Tract 110 (part), Remainder of Central district, Central district, Monongalia County, West Virginia",11,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,11
ACSSF,2010e5,wv,000,0034,0002234,080,54,061,08000US540619045699999011200,"Census Tract 112 (part), Remainder of Central district, Central district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002235,080,54,061,08000US540619045699999011803,"Census Tract 118.03 (part), Remainder of Central district, Central district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002236,080,54,061,08000US540619045699999011805,"Census Tract 118.05 (part), Remainder of Central district, Central district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002237,080,54,061,08000US540619045699999012000,"Census Tract 120 (part), Remainder of Central district, Central district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002238,080,54,061,08000US540619098310420011803,"Census Tract 118.03 (part), Brookhaven CDP (part), Eastern district, Monongalia County, West Virginia",425,281,137,35,22,80,144,144,51,0,0,0,0,51,93,52,37,0,15,41
ACSSF,2010e5,wv,000,0034,0002239,080,54,061,08000US540619098310420011805,"Census Tract 118.05 (part), Brookhaven CDP (part), Eastern district, Monongalia County, West Virginia",923,658,329,57,86,186,329,265,142,95,58,0,37,47,123,89,44,0,45,34
ACSSF,2010e5,wv,000,0034,0002240,080,54,061,08000US540619098310420011806,"Census Tract 118.06 (part), Brookhaven CDP (part), Eastern district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002241,080,54,061,08000US540619098314775010800,"Census Tract 108 (part), Cheat Lake CDP, Eastern district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002242,080,54,061,08000US540619098314775011600,"Census Tract 116 (part), Cheat Lake CDP, Eastern district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002243,080,54,061,08000US540619098314775011700,"Census Tract 117 (part), Cheat Lake CDP, Eastern district, Monongalia County, West Virginia",731,638,267,49,59,159,371,93,17,7,0,0,7,10,76,56,0,5,51,20
ACSSF,2010e5,wv,000,0034,0002244,080,54,061,08000US540619098314775011805,"Census Tract 118.05 (part), Cheat Lake CDP, Eastern district, Monongalia County, West Virginia",169,154,81,23,16,42,73,15,0,0,0,0,0,0,15,0,0,0,0,15
ACSSF,2010e5,wv,000,0034,0002245,080,54,061,08000US540619098314775011806,"Census Tract 118.06 (part), Cheat Lake CDP, Eastern district, Monongalia County, West Virginia",1142,1000,371,100,86,185,629,142,61,45,38,0,7,16,81,13,0,0,13,68
ACSSF,2010e5,wv,000,0034,0002246,080,54,061,08000US540619098355756010102,"Census Tract 101.02 (part), Morgantown city (part), Eastern district, Monongalia County, West Virginia",28,0,0,0,0,0,0,28,0,0,0,0,0,0,28,28,0,28,0,0
ACSSF,2010e5,wv,000,0034,0002247,080,54,061,08000US540619098355756010201,"Census Tract 102.01 (part), Morgantown city (part), Eastern district, Monongalia County, West Virginia",26,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002248,080,54,061,08000US540619098355756010202,"Census Tract 102.02 (part), Morgantown city (part), Eastern district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002249,080,54,061,08000US540619098355756010400,"Census Tract 104 (part), Morgantown city (part), Eastern district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002250,080,54,061,08000US540619098355756010600,"Census Tract 106 (part), Morgantown city (part), Eastern district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002251,080,54,061,08000US540619098355756010700,"Census Tract 107 (part), Morgantown city (part), Eastern district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002252,080,54,061,08000US540619098355756010800,"Census Tract 108 (part), Morgantown city (part), Eastern district, Monongalia County, West Virginia",38,0,0,0,0,0,0,38,38,0,0,0,0,38,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002253,080,54,061,08000US540619098355756010902,"Census Tract 109.02 (part), Morgantown city (part), Eastern district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002254,080,54,061,08000US540619098355756011000,"Census Tract 110 (part), Morgantown city (part), Eastern district, Monongalia County, West Virginia",161,118,40,0,8,32,78,43,0,0,0,0,0,0,43,9,0,0,9,34
ACSSF,2010e5,wv,000,0034,0002255,080,54,061,08000US540619098355756011600,"Census Tract 116 (part), Morgantown city (part), Eastern district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002256,080,54,061,08000US540619098355756011805,"Census Tract 118.05 (part), Morgantown city (part), Eastern district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002257,080,54,061,08000US540619098355756012000,"Census Tract 120 (part), Morgantown city (part), Eastern district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002258,080,54,061,08000US540619098399999010102,"Census Tract 101.02 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002259,080,54,061,08000US540619098399999010201,"Census Tract 102.01 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",259,207,74,20,18,36,133,52,36,0,0,0,0,36,16,16,0,8,8,0
ACSSF,2010e5,wv,000,0034,0002260,080,54,061,08000US540619098399999010202,"Census Tract 102.02 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",141,120,21,0,0,21,99,21,0,0,0,0,0,0,21,0,0,0,0,21
ACSSF,2010e5,wv,000,0034,0002261,080,54,061,08000US540619098399999010400,"Census Tract 104 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",81,55,22,0,0,22,33,26,0,0,0,0,0,0,26,0,0,0,0,26
ACSSF,2010e5,wv,000,0034,0002262,080,54,061,08000US540619098399999010600,"Census Tract 106 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",949,724,316,189,2,125,408,225,56,0,0,0,0,56,169,125,60,0,65,44
ACSSF,2010e5,wv,000,0034,0002263,080,54,061,08000US540619098399999010700,"Census Tract 107 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",26,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002264,080,54,061,08000US540619098399999010800,"Census Tract 108 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",765,614,284,103,69,112,330,151,61,0,0,0,0,61,90,74,9,0,65,16
ACSSF,2010e5,wv,000,0034,0002265,080,54,061,08000US540619098399999010902,"Census Tract 109.02 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",221,190,73,45,7,21,117,31,25,20,0,0,20,5,6,6,0,0,6,0
ACSSF,2010e5,wv,000,0034,0002266,080,54,061,08000US540619098399999011000,"Census Tract 110 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",99,16,16,16,0,0,0,83,10,10,10,0,0,0,73,48,9,0,39,25
ACSSF,2010e5,wv,000,0034,0002267,080,54,061,08000US540619098399999011100,"Census Tract 111 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002268,080,54,061,08000US540619098399999011600,"Census Tract 116 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",1019,879,348,86,106,156,531,140,23,0,0,0,0,23,117,35,21,0,14,82
ACSSF,2010e5,wv,000,0034,0002269,080,54,061,08000US540619098399999011700,"Census Tract 117 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",153,133,54,20,0,34,79,20,20,0,0,0,0,20,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002270,080,54,061,08000US540619098399999011803,"Census Tract 118.03 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",223,223,47,0,12,35,176,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002271,080,54,061,08000US540619098399999011805,"Census Tract 118.05 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",30,30,30,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002272,080,54,061,08000US540619098399999011806,"Census Tract 118.06 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",41,41,12,0,0,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002273,080,54,061,08000US540619098399999012000,"Census Tract 120 (part), Remainder of Eastern district, Eastern district, Monongalia County, West Virginia",219,164,111,63,29,19,53,55,46,46,0,0,46,0,9,0,0,0,0,9
ACSSF,2010e5,wv,000,0034,0002274,080,54,061,08000US540619361208092011400,"Census Tract 114 (part), Blacksville town, Western district, Monongalia County, West Virginia",33,21,7,0,3,4,14,12,4,0,0,0,0,4,8,2,0,0,2,6
ACSSF,2010e5,wv,000,0034,0002275,080,54,061,08000US540619361210420011803,"Census Tract 118.03 (part), Brookhaven CDP (part), Western district, Monongalia County, West Virginia",10,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002276,080,54,061,08000US540619361213756011500,"Census Tract 115 (part), Cassville CDP, Western district, Monongalia County, West Virginia",248,248,97,28,53,16,151,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002277,080,54,061,08000US540619361232932011200,"Census Tract 112 (part), Granville town, Western district, Monongalia County, West Virginia",146,114,30,4,0,26,84,32,15,5,0,5,0,10,17,5,0,0,5,12
ACSSF,2010e5,wv,000,0034,0002278,080,54,061,08000US540619361255756010400,"Census Tract 104 (part), Morgantown city (part), Western district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002279,080,54,061,08000US540619361255756011000,"Census Tract 110 (part), Morgantown city (part), Western district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002280,080,54,061,08000US540619361255756011500,"Census Tract 115 (part), Morgantown city (part), Western district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002281,080,54,061,08000US540619361255756011804,"Census Tract 118.04 (part), Morgantown city (part), Western district, Monongalia County, West Virginia",15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002282,080,54,061,08000US540619361262788011400,"Census Tract 114 (part), Pentress CDP, Western district, Monongalia County, West Virginia",45,45,32,19,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002283,080,54,061,08000US540619361262788011500,"Census Tract 115 (part), Pentress CDP, Western district, Monongalia County, West Virginia",13,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002284,080,54,061,08000US540619361276516010400,"Census Tract 104 (part), Star City town (part), Western district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002285,080,54,061,08000US540619361276516011200,"Census Tract 112 (part), Star City town (part), Western district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002286,080,54,061,08000US540619361276516011500,"Census Tract 115 (part), Star City town (part), Western district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002287,080,54,061,08000US540619361285996011100,"Census Tract 111 (part), Westover city, Western district, Monongalia County, West Virginia",515,361,99,4,33,62,262,154,8,8,0,0,8,0,146,112,34,0,78,34
ACSSF,2010e5,wv,000,0034,0002288,080,54,061,08000US540619361285996011200,"Census Tract 112 (part), Westover city, Western district, Monongalia County, West Virginia",466,342,117,41,32,44,225,124,51,11,11,0,0,40,73,34,10,10,14,39
ACSSF,2010e5,wv,000,0034,0002289,080,54,061,08000US540619361299999010400,"Census Tract 104 (part), Remainder of Western district, Western district, Monongalia County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002290,080,54,061,08000US540619361299999011000,"Census Tract 110 (part), Remainder of Western district, Western district, Monongalia County, West Virginia",72,41,17,17,0,0,24,31,0,0,0,0,0,0,31,9,0,0,9,22
ACSSF,2010e5,wv,000,0034,0002291,080,54,061,08000US540619361299999011100,"Census Tract 111 (part), Remainder of Western district, Western district, Monongalia County, West Virginia",100,90,24,8,0,16,66,10,10,0,0,0,0,10,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002292,080,54,061,08000US540619361299999011200,"Census Tract 112 (part), Remainder of Western district, Western district, Monongalia County, West Virginia",80,40,15,0,0,15,25,40,0,0,0,0,0,0,40,13,0,0,13,27
ACSSF,2010e5,wv,000,0034,0002293,080,54,061,08000US540619361299999011300,"Census Tract 113, Remainder of Western district, Western district, Monongalia County, West Virginia",1104,865,332,117,34,181,533,239,134,61,0,0,61,73,105,59,0,0,59,46
ACSSF,2010e5,wv,000,0034,0002294,080,54,061,08000US540619361299999011400,"Census Tract 114 (part), Remainder of Western district, Western district, Monongalia County, West Virginia",1079,945,296,30,25,241,649,134,36,36,21,0,15,0,98,36,0,0,36,62
ACSSF,2010e5,wv,000,0034,0002295,080,54,061,08000US540619361299999011500,"Census Tract 115 (part), Remainder of Western district, Western district, Monongalia County, West Virginia",1085,887,338,61,59,218,549,198,56,16,0,0,16,40,142,88,39,23,26,54
ACSSF,2010e5,wv,000,0034,0002296,080,54,061,08000US540619361299999011803,"Census Tract 118.03 (part), Remainder of Western district, Western district, Monongalia County, West Virginia",221,211,82,27,0,55,129,10,0,0,0,0,0,0,10,10,0,0,10,0
ACSSF,2010e5,wv,000,0034,0002297,080,54,061,08000US540619361299999011804,"Census Tract 118.04 (part), Remainder of Western district, Western district, Monongalia County, West Virginia",940,830,295,63,50,182,535,110,10,0,0,0,0,10,100,65,12,40,13,35
ACSSF,2010e5,wv,000,0034,0002298,080,54,061,08000US540619361299999011900,"Census Tract 119, Remainder of Western district, Western district, Monongalia County, West Virginia",958,870,421,96,117,208,449,88,15,0,0,0,0,15,73,31,8,0,23,42
ACSSF,2010e5,wv,000,0034,0002299,080,54,063,08000US540639045781940950200,"Census Tract 9502 (part), Union town, Central district, Monroe County, West Virginia",125,78,36,5,0,31,42,47,30,17,0,0,17,13,17,8,0,8,0,9
ACSSF,2010e5,wv,000,0034,0002300,080,54,063,08000US540639045799999950100,"Census Tract 9501 (part), Remainder of Central district, Central district, Monroe County, West Virginia",44,31,0,0,0,0,31,13,13,0,0,0,0,13,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002301,080,54,063,08000US540639045799999950200,"Census Tract 9502 (part), Remainder of Central district, Central district, Monroe County, West Virginia",1018,875,196,98,10,88,679,143,58,27,0,0,27,31,85,61,61,0,0,24
ACSSF,2010e5,wv,000,0034,0002302,080,54,063,08000US540639045799999950300,"Census Tract 9503 (part), Remainder of Central district, Central district, Monroe County, West Virginia",195,173,66,25,0,41,107,22,0,0,0,0,0,0,22,22,0,0,22,0
ACSSF,2010e5,wv,000,0034,0002303,080,54,063,08000US540639098400772950200,"Census Tract 9502 (part), Alderson town (part), Eastern district, Monroe County, West Virginia",72,32,17,12,5,0,15,40,3,0,0,0,0,3,37,16,0,0,16,21
ACSSF,2010e5,wv,000,0034,0002304,080,54,063,08000US540639098499999950100,"Census Tract 9501 (part), Remainder of Eastern district, Eastern district, Monroe County, West Virginia",959,847,266,48,52,166,581,112,48,27,0,0,27,21,64,0,0,0,0,64
ACSSF,2010e5,wv,000,0034,0002305,080,54,063,08000US540639098499999950200,"Census Tract 9502 (part), Remainder of Eastern district, Eastern district, Monroe County, West Virginia",220,187,54,15,39,0,133,33,13,0,0,0,0,13,20,0,0,0,0,20
ACSSF,2010e5,wv,000,0034,0002306,080,54,063,08000US540639361363052950300,"Census Tract 9503 (part), Peterstown town, Western district, Monroe County, West Virginia",130,87,48,6,7,35,39,43,7,0,0,0,0,7,36,8,0,3,5,28
ACSSF,2010e5,wv,000,0034,0002307,080,54,063,08000US540639361399999950200,"Census Tract 9502 (part), Remainder of Western district, Western district, Monroe County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002308,080,54,063,08000US540639361399999950300,"Census Tract 9503 (part), Remainder of Western district, Western district, Monroe County, West Virginia",1159,987,282,90,50,142,705,172,26,0,0,0,0,26,146,36,0,0,36,110
ACSSF,2010e5,wv,000,0034,0002309,080,54,065,08000US540659078604876970800,"Census Tract 9708 (part), Bath (Berkeley Springs) town (part), District 1, Morgan County, West Virginia",3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002310,080,54,065,08000US540659078633100970900,"Census Tract 9709 (part), Great Cacapon CDP, District 1, Morgan County, West Virginia",107,92,33,0,13,20,59,15,0,0,0,0,0,0,15,0,0,0,0,15
ACSSF,2010e5,wv,000,0034,0002311,080,54,065,08000US540659078662332970900,"Census Tract 9709 (part), Paw Paw town, District 1, Morgan County, West Virginia",92,51,5,0,0,5,46,41,0,0,0,0,0,0,41,23,6,0,17,18
ACSSF,2010e5,wv,000,0034,0002312,080,54,065,08000US540659078699999970800,"Census Tract 9708 (part), District Remainder of 1, District 1, Morgan County, West Virginia",227,159,38,0,0,38,121,68,29,5,0,0,5,24,39,39,0,0,39,0
ACSSF,2010e5,wv,000,0034,0002313,080,54,065,08000US540659078699999970900,"Census Tract 9709 (part), District Remainder of 1, District 1, Morgan County, West Virginia",409,277,70,0,0,70,207,132,24,0,0,0,0,24,108,47,0,0,47,61
ACSSF,2010e5,wv,000,0034,0002314,080,54,065,08000US540659078699999971000,"Census Tract 9710 (part), District Remainder of 1, District 1, Morgan County, West Virginia",376,297,73,0,24,49,224,79,0,0,0,0,0,0,79,41,0,0,41,38
ACSSF,2010e5,wv,000,0034,0002315,080,54,065,08000US540659082204876970800,"Census Tract 9708 (part), Bath (Berkeley Springs) town (part), District 2, Morgan County, West Virginia",152,112,44,4,18,22,68,40,2,0,0,0,0,2,38,20,0,6,14,18
ACSSF,2010e5,wv,000,0034,0002316,080,54,065,08000US540659082299999970700,"Census Tract 9707 (part), District Remainder of 2, District 2, Morgan County, West Virginia",18,0,0,0,0,0,0,18,0,0,0,0,0,0,18,18,0,0,18,0
ACSSF,2010e5,wv,000,0034,0002317,080,54,065,08000US540659082299999970800,"Census Tract 9708 (part), District Remainder of 2, District 2, Morgan County, West Virginia",468,415,127,16,64,47,288,53,9,9,0,0,9,0,44,36,0,0,36,8
ACSSF,2010e5,wv,000,0034,0002318,080,54,065,08000US540659082299999971000,"Census Tract 9710 (part), District Remainder of 2, District 2, Morgan County, West Virginia",601,473,68,43,0,25,405,128,25,0,0,0,0,25,103,48,0,28,20,55
ACSSF,2010e5,wv,000,0034,0002319,080,54,065,08000US540659085899999970700,"Census Tract 9707 (part), District 3, District 3, Morgan County, West Virginia",1616,1327,507,63,111,333,820,289,181,136,59,10,67,45,108,63,0,0,63,45
ACSSF,2010e5,wv,000,0034,0002320,080,54,065,08000US540659085899999970800,"Census Tract 9708 (part), District 3, District 3, Morgan County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002321,080,54,065,08000US540659085899999971000,"Census Tract 9710 (part), District 3, District 3, Morgan County, West Virginia",13,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002322,080,54,067,08000US540679013218604950400,"Census Tract 9504 (part), Craigsville CDP, Beaver district, Nicholas County, West Virginia",836,703,298,91,105,102,405,133,51,21,0,0,21,30,82,44,19,0,25,38
ACSSF,2010e5,wv,000,0034,0002323,080,54,067,08000US540679013227196950500,"Census Tract 9505 (part), Fenwick CDP, Beaver district, Nicholas County, West Virginia",50,28,14,0,0,14,14,22,0,0,0,0,0,0,22,0,0,0,0,22
ACSSF,2010e5,wv,000,0034,0002324,080,54,067,08000US540679013268116950500,"Census Tract 9505 (part), Richwood city, Beaver district, Nicholas County, West Virginia",331,240,36,19,10,7,204,91,33,23,8,0,15,10,58,22,7,13,2,36
ACSSF,2010e5,wv,000,0034,0002325,080,54,067,08000US540679013268116950600,"Census Tract 9506 (part), Richwood city, Beaver district, Nicholas County, West Virginia",285,186,51,15,24,12,135,99,22,14,0,0,14,8,77,49,11,38,0,28
ACSSF,2010e5,wv,000,0034,0002326,080,54,067,08000US540679013280476950100,"Census Tract 9501 (part), Tioga CDP, Beaver district, Nicholas County, West Virginia",26,8,0,0,0,0,8,18,0,0,0,0,0,0,18,0,0,0,0,18
ACSSF,2010e5,wv,000,0034,0002327,080,54,067,08000US540679013280476950400,"Census Tract 9504 (part), Tioga CDP, Beaver district, Nicholas County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002328,080,54,067,08000US540679013299999950100,"Census Tract 9501 (part), Remainder of Beaver district, Beaver district, Nicholas County, West Virginia",24,24,8,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002329,080,54,067,08000US540679013299999950400,"Census Tract 9504 (part), Remainder of Beaver district, Beaver district, Nicholas County, West Virginia",574,502,154,41,0,113,348,72,36,30,30,0,0,6,36,16,0,0,16,20
ACSSF,2010e5,wv,000,0034,0002330,080,54,067,08000US540679013299999950500,"Census Tract 9505 (part), Remainder of Beaver district, Beaver district, Nicholas County, West Virginia",123,106,27,0,0,27,79,17,17,0,0,0,0,17,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002331,080,54,067,08000US540679013299999950600,"Census Tract 9506 (part), Remainder of Beaver district, Beaver district, Nicholas County, West Virginia",6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002332,080,54,067,08000US540679134499999950200,"Census Tract 9502 (part), Grant district, Grant district, Nicholas County, West Virginia",393,253,94,0,0,94,159,140,84,65,0,0,65,19,56,0,0,0,0,56
ACSSF,2010e5,wv,000,0034,0002333,080,54,067,08000US540679134499999950300,"Census Tract 9503 (part), Grant district, Grant district, Nicholas County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002334,080,54,067,08000US540679150007756950100,"Census Tract 9501 (part), Birch River CDP, Hamilton district, Nicholas County, West Virginia",72,62,0,0,0,0,62,10,0,0,0,0,0,0,10,0,0,0,0,10
ACSSF,2010e5,wv,000,0034,0002335,080,54,067,08000US540679150099999950100,"Census Tract 9501 (part), Remainder of Hamilton district, Hamilton district, Nicholas County, West Virginia",707,622,196,25,43,128,426,85,76,38,12,0,26,38,9,0,0,0,0,9
ACSSF,2010e5,wv,000,0034,0002336,080,54,067,08000US540679150099999950200,"Census Tract 9502 (part), Remainder of Hamilton district, Hamilton district, Nicholas County, West Virginia",16,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002337,080,54,067,08000US540679150099999950400,"Census Tract 9504 (part), Remainder of Hamilton district, Hamilton district, Nicholas County, West Virginia",40,40,15,15,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002338,080,54,067,08000US540679171606052950300,"Census Tract 9503 (part), Belva CDP, Jefferson district, Nicholas County, West Virginia",8,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,8,0
ACSSF,2010e5,wv,000,0034,0002339,080,54,067,08000US540679171621628950300,"Census Tract 9503 (part), Dixie CDP (part), Jefferson district, Nicholas County, West Virginia",68,68,53,0,0,53,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002340,080,54,067,08000US540679171699999950200,"Census Tract 9502 (part), Remainder of Jefferson district, Jefferson district, Nicholas County, West Virginia",52,11,0,0,0,0,11,41,41,20,0,0,20,21,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002341,080,54,067,08000US540679171699999950300,"Census Tract 9503 (part), Remainder of Jefferson district, Jefferson district, Nicholas County, West Virginia",335,285,87,0,22,65,198,50,21,0,0,0,0,21,29,15,0,0,15,14
ACSSF,2010e5,wv,000,0034,0002342,080,54,067,08000US540679175258180950600,"Census Tract 9506 (part), Nettie CDP, Kentucky district, Nicholas County, West Virginia",266,266,54,0,0,54,212,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002343,080,54,067,08000US540679175299999950600,"Census Tract 9506 (part), Remainder of Kentucky district, Kentucky district, Nicholas County, West Virginia",1036,834,365,100,65,200,469,202,97,78,15,0,63,19,105,0,0,0,0,105
