FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
ACSSF,2012e5,wv,000,0058,0000036,050,54,047,05000US54047,"McDowell County, West Virginia",8348,1679,1090,902,795,594,535,405,332,275,457,572,350,215,41,59,47
ACSSF,2012e5,wv,000,0058,0000037,050,54,049,05000US54049,"Marion County, West Virginia",22761,2238,1696,1862,1654,1333,1237,1127,1232,911,1732,2272,2625,1415,705,493,229
ACSSF,2012e5,wv,000,0058,0000038,050,54,051,05000US54051,"Marshall County, West Virginia",14068,1132,1125,969,1104,816,1050,801,790,588,984,1719,1492,738,390,201,169
ACSSF,2012e5,wv,000,0058,0000039,050,54,053,05000US54053,"Mason County, West Virginia",10381,927,674,941,879,765,580,596,683,596,817,905,1070,431,189,212,116
ACSSF,2012e5,wv,000,0058,0000040,050,54,055,05000US54055,"Mercer County, West Virginia",25784,3000,2104,2222,2186,1743,1804,1599,1414,964,2180,2243,2056,1012,442,401,414
ACSSF,2012e5,wv,000,0058,0000041,050,54,057,05000US54057,"Mineral County, West Virginia",11183,1489,850,975,911,925,661,587,449,530,824,749,1024,671,246,154,138
ACSSF,2012e5,wv,000,0058,0000042,050,54,059,05000US54059,"Mingo County, West Virginia",10873,1541,878,802,711,928,623,436,560,461,825,801,1191,634,206,199,77
ACSSF,2012e5,wv,000,0058,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",35777,6106,2328,2195,1998,1622,1564,1628,1244,1299,2855,3045,3691,2319,1434,1122,1327
ACSSF,2012e5,wv,000,0058,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",5614,461,381,398,537,374,356,310,373,222,504,784,460,339,25,90,0
ACSSF,2012e5,wv,000,0058,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",7306,729,862,476,529,557,450,525,400,318,539,593,660,299,122,196,51
ACSSF,2012e5,wv,000,0058,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",10366,1113,791,716,883,739,601,442,541,546,945,950,891,555,278,101,274
ACSSF,2012e5,wv,000,0058,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",18508,2025,1278,1295,1158,1413,1050,906,971,741,1790,1688,1733,1047,524,524,365
ACSSF,2012e5,wv,000,0058,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",3355,395,289,357,218,231,216,137,193,153,183,256,443,200,43,29,12
ACSSF,2012e5,wv,000,0058,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",2726,254,168,144,188,240,198,125,152,46,263,332,282,211,82,41,0
ACSSF,2012e5,wv,000,0058,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",3783,317,299,412,357,277,344,257,263,211,382,263,193,69,38,70,31
ACSSF,2012e5,wv,000,0058,0000051,050,54,077,05000US54077,"Preston County, West Virginia",12780,849,802,880,911,646,898,611,719,640,1397,1679,1567,506,318,192,165
ACSSF,2012e5,wv,000,0058,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",21130,1212,757,845,1241,1074,1299,748,1245,833,2115,2053,3098,1868,1183,852,707
ACSSF,2012e5,wv,000,0058,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",31500,2896,2548,2634,2502,1803,2215,1290,1719,1457,2560,2980,3330,1766,908,456,436
ACSSF,2012e5,wv,000,0058,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",11238,1285,839,888,898,750,676,600,516,445,1182,1227,997,458,185,193,99
ACSSF,2012e5,wv,000,0058,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",4120,407,420,280,406,242,270,228,379,183,328,371,320,183,49,23,31
ACSSF,2012e5,wv,000,0058,0000056,050,54,087,05000US54087,"Roane County, West Virginia",5817,766,636,731,485,555,367,177,240,240,502,514,329,161,71,19,24
ACSSF,2012e5,wv,000,0058,0000057,050,54,089,05000US54089,"Summers County, West Virginia",5270,737,557,410,305,404,386,333,317,233,449,380,382,264,26,63,24
ACSSF,2012e5,wv,000,0058,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",6800,719,508,466,486,369,436,357,359,268,436,875,771,371,220,41,118
ACSSF,2012e5,wv,000,0058,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",3129,384,285,197,223,209,211,212,152,147,270,213,397,143,40,31,15
ACSSF,2012e5,wv,000,0058,0000060,050,54,095,05000US54095,"Tyler County, West Virginia",3635,347,270,322,249,196,270,295,172,144,340,451,330,135,42,26,46
ACSSF,2012e5,wv,000,0058,0000061,050,54,097,05000US54097,"Upshur County, West Virginia",9084,736,719,749,710,621,435,436,488,613,988,840,870,485,156,133,105
ACSSF,2012e5,wv,000,0058,0000062,050,54,099,05000US54099,"Wayne County, West Virginia",16783,2120,1672,1445,1043,1091,742,876,862,755,1505,1567,1443,896,400,143,223
ACSSF,2012e5,wv,000,0058,0000063,050,54,101,05000US54101,"Webster County, West Virginia",4115,720,317,485,500,191,234,197,211,116,368,215,330,82,105,14,30
ACSSF,2012e5,wv,000,0058,0000064,050,54,103,05000US54103,"Wetzel County, West Virginia",6980,846,505,496,575,465,330,437,388,243,602,542,884,356,147,86,78
ACSSF,2012e5,wv,000,0058,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",2303,114,165,159,130,164,399,56,133,75,181,325,220,102,53,5,22
ACSSF,2012e5,wv,000,0058,0000066,050,54,107,05000US54107,"Wood County, West Virginia",35783,3241,2734,2554,2420,2351,1832,1745,1883,1762,3047,3571,3488,2667,1042,785,661
ACSSF,2012e5,wv,000,0058,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",9146,1081,851,782,666,456,657,355,580,398,712,791,985,490,177,145,20
ACSSF,2012e5,wv,000,0058,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",2545,315,295,162,189,193,117,165,181,105,221,216,194,84,29,36,43
ACSSF,2012e5,wv,000,0058,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",2209,171,207,239,136,177,121,143,118,134,254,161,242,87,0,19,0
ACSSF,2012e5,wv,000,0058,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",1452,111,108,111,105,150,86,50,92,108,138,172,116,49,33,18,5
ACSSF,2012e5,wv,000,0058,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",6335,741,778,519,427,438,253,271,364,341,455,591,584,299,92,124,58
ACSSF,2012e5,wv,000,0058,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",3881,68,82,161,57,164,110,107,152,153,310,287,809,528,413,271,209
ACSSF,2012e5,wv,000,0058,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",6493,529,276,380,303,220,507,293,292,257,427,723,1119,547,278,211,131
ACSSF,2012e5,wv,000,0058,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",7775,165,383,470,311,321,275,392,469,457,592,1284,1200,791,318,228,119
ACSSF,2012e5,wv,000,0058,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",7512,464,287,375,526,204,507,378,589,383,744,734,880,698,277,323,143
ACSSF,2012e5,wv,000,0058,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",7996,372,294,331,394,339,392,515,441,507,747,863,1345,705,244,341,166
ACSSF,2012e5,wv,000,0058,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",3339,258,225,223,219,262,161,144,90,98,412,449,402,230,129,13,24
ACSSF,2012e5,wv,000,0058,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",2614,336,108,323,131,119,169,111,218,160,218,226,192,202,59,32,10
ACSSF,2012e5,wv,000,0058,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",3802,524,287,250,254,164,218,119,125,119,294,438,355,298,144,133,80
ACSSF,2012e5,wv,000,0058,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",1341,175,130,101,73,77,109,39,112,76,50,127,156,84,11,18,3
ACSSF,2012e5,wv,000,0058,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",1511,184,130,181,119,78,94,122,81,40,112,78,152,122,15,0,3
ACSSF,2012e5,wv,000,0058,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",1606,217,93,271,210,58,88,141,61,48,49,115,103,111,30,0,11
ACSSF,2012e5,wv,000,0058,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",1551,179,170,100,151,177,80,46,105,39,145,115,99,38,12,41,54
ACSSF,2012e5,wv,000,0058,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",3467,233,283,215,217,279,232,210,228,100,396,357,338,190,94,85,10
ACSSF,2012e5,wv,000,0058,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",3369,134,158,382,184,387,155,179,169,148,330,385,333,214,138,15,58
ACSSF,2012e5,wv,000,0058,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",3075,236,170,258,200,199,204,159,160,113,347,196,463,145,111,70,44
ACSSF,2012e5,wv,000,0058,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",7567,842,678,625,509,411,487,351,268,385,390,849,606,477,266,191,232
ACSSF,2012e5,wv,000,0058,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",7410,1741,1020,631,477,475,380,425,259,145,381,504,455,171,85,79,182
ACSSF,2012e5,wv,000,0058,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",7582,1328,724,638,803,407,554,485,336,282,545,524,485,207,48,90,126
ACSSF,2012e5,wv,000,0058,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",9771,777,579,585,547,393,591,614,516,516,864,957,1220,737,402,246,227
ACSSF,2012e5,wv,000,0058,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",8154,563,530,491,437,667,516,315,408,311,783,959,1216,279,193,323,163
ACSSF,2012e5,wv,000,0058,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",559,80,83,38,90,3,43,0,105,6,30,34,11,0,11,18,7
ACSSF,2012e5,wv,000,0058,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",720,76,81,58,93,31,46,44,61,16,48,55,67,4,0,27,13
ACSSF,2012e5,wv,000,0058,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",500,84,49,54,27,60,33,21,27,11,43,37,24,30,0,0,0
ACSSF,2012e5,wv,000,0058,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",753,110,50,72,65,84,11,23,26,54,41,76,83,7,38,13,0
ACSSF,2012e5,wv,000,0058,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",650,45,55,99,98,37,38,21,59,6,32,51,31,36,27,15,0
ACSSF,2012e5,wv,000,0058,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",1261,181,146,120,119,68,63,99,67,87,79,94,74,20,18,18,8
ACSSF,2012e5,wv,000,0058,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",1062,213,101,82,70,34,31,42,56,4,123,108,151,47,0,0,0
ACSSF,2012e5,wv,000,0058,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",1118,83,173,35,113,91,43,57,36,44,150,96,65,121,11,0,0
ACSSF,2012e5,wv,000,0058,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",759,122,46,120,36,61,42,20,68,51,117,31,7,38,0,0,0
ACSSF,2012e5,wv,000,0058,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",556,28,60,106,39,26,56,10,11,23,100,58,9,14,2,0,14
ACSSF,2012e5,wv,000,0058,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",681,74,35,26,89,45,61,34,29,22,98,86,36,46,0,0,0
ACSSF,2012e5,wv,000,0058,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",777,72,105,99,47,95,74,33,25,61,32,57,17,35,22,3,0
ACSSF,2012e5,wv,000,0058,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",6163,365,563,585,482,600,359,488,394,276,443,595,536,226,127,66,58
ACSSF,2012e5,wv,000,0058,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",6320,683,686,662,527,336,392,336,272,172,479,511,746,273,124,94,27
ACSSF,2012e5,wv,000,0058,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",5250,596,458,536,339,419,294,250,345,224,308,517,549,178,88,137,12
ACSSF,2012e5,wv,000,0058,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",642,60,44,69,49,64,22,30,34,37,63,63,100,0,0,7,0
ACSSF,2012e5,wv,000,0058,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",606,102,43,77,57,23,62,37,29,20,47,56,22,14,14,0,3
ACSSF,2012e5,wv,000,0058,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",670,119,40,77,20,25,41,32,46,49,61,83,38,0,19,0,20
ACSSF,2012e5,wv,000,0058,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",621,68,42,65,53,18,14,23,16,20,36,65,82,71,14,16,18
ACSSF,2012e5,wv,000,0058,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",1626,103,98,187,95,75,173,36,149,67,201,101,240,38,52,11,0
ACSSF,2012e5,wv,000,0058,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",1756,101,156,141,139,196,139,164,78,61,133,198,129,36,54,15,16
ACSSF,2012e5,wv,000,0058,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",1291,105,83,69,58,106,41,60,42,101,125,220,177,88,0,16,0
ACSSF,2012e5,wv,000,0058,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",5702,618,369,393,336,257,399,351,312,278,626,677,491,166,134,147,148
ACSSF,2012e5,wv,000,0058,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",5116,669,345,492,354,421,306,264,372,198,435,432,420,164,81,81,82
ACSSF,2012e5,wv,000,0058,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",4579,587,621,316,305,387,217,287,263,268,335,334,336,156,64,25,78
ACSSF,2012e5,wv,000,0058,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",1535,141,159,144,85,147,102,71,39,66,105,254,122,89,3,8,0
ACSSF,2012e5,wv,000,0058,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",1317,199,185,123,158,144,17,47,52,124,92,57,58,22,12,25,2
ACSSF,2012e5,wv,000,0058,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",1956,272,234,133,193,138,224,81,115,46,152,144,119,63,34,8,0
ACSSF,2012e5,wv,000,0058,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",543,92,37,74,26,20,51,53,7,29,35,48,62,9,0,0,0
ACSSF,2012e5,wv,000,0058,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",1703,231,170,238,121,147,108,95,82,105,87,81,179,14,27,12,6
ACSSF,2012e5,wv,000,0058,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",2187,450,231,182,229,159,175,92,170,77,110,113,63,41,55,40,0
ACSSF,2012e5,wv,000,0058,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",1322,199,149,91,144,34,121,93,111,51,119,128,57,7,0,0,18
ACSSF,2012e5,wv,000,0058,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",4396,272,227,415,275,243,447,303,182,142,370,391,469,230,136,150,144
ACSSF,2012e5,wv,000,0058,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",4357,392,416,321,312,414,276,132,281,147,316,317,519,214,86,137,77
ACSSF,2012e5,wv,000,0058,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",4236,411,335,269,337,511,239,192,274,218,329,355,375,188,117,54,32
ACSSF,2012e5,wv,000,0058,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",1022,90,56,99,112,54,124,38,52,72,77,31,129,49,25,0,14
ACSSF,2012e5,wv,000,0058,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",964,51,27,160,67,75,88,8,51,38,109,111,97,17,12,44,9
ACSSF,2012e5,wv,000,0058,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",760,108,69,68,85,101,76,9,61,18,54,47,51,13,0,0,0
ACSSF,2012e5,wv,000,0058,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",1075,85,154,92,116,60,24,67,98,38,77,112,120,6,13,9,4
ACSSF,2012e5,wv,000,0058,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",943,72,37,91,55,49,83,59,80,47,98,104,61,28,53,8,18
ACSSF,2012e5,wv,000,0058,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",4951,247,248,248,230,396,217,182,197,184,303,504,882,418,441,102,152
ACSSF,2012e5,wv,000,0058,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",4529,683,276,364,312,222,310,197,202,164,443,400,437,266,161,69,23
ACSSF,2012e5,wv,000,0058,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",4397,657,391,401,437,438,183,174,225,165,235,369,414,118,87,103,0
ACSSF,2012e5,wv,000,0058,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",5213,447,412,336,347,253,348,214,316,250,517,506,482,369,194,79,143
ACSSF,2012e5,wv,000,0058,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",4579,427,354,350,382,271,266,220,239,292,506,333,448,309,129,40,13
ACSSF,2012e5,wv,000,0058,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",4092,400,296,309,247,276,306,177,253,135,310,402,431,319,123,47,61
ACSSF,2012e5,wv,000,0058,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",3830,339,206,265,237,266,362,237,141,70,445,298,367,344,84,68,101
ACSSF,2012e5,wv,000,0058,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",3474,269,325,208,221,268,322,201,89,222,363,306,358,178,74,63,7
ACSSF,2012e5,wv,000,0058,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",4095,304,257,337,269,277,172,234,173,130,338,368,534,396,103,113,90
ACSSF,2012e5,wv,000,0058,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",4515,354,284,198,244,217,228,365,133,254,317,360,687,298,252,173,151
ACSSF,2012e5,wv,000,0058,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",3699,135,90,120,147,99,208,152,296,180,259,449,646,400,219,154,145
ACSSF,2012e5,wv,000,0058,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",4424,184,119,170,163,37,148,142,143,70,346,616,846,449,274,456,261
ACSSF,2012e5,wv,000,0058,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",3765,87,199,146,305,126,270,173,245,103,402,374,424,411,303,116,81
ACSSF,2012e5,wv,000,0058,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",3421,81,92,99,204,212,167,111,183,105,232,265,437,401,248,347,237
ACSSF,2012e5,wv,000,0058,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",19439,1987,1494,1581,1516,1353,1203,948,844,913,1457,2065,1831,901,474,349,523
ACSSF,2012e5,wv,000,0058,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",22397,1549,1248,1217,1320,1042,1267,1102,1298,938,1936,2213,2474,1665,797,906,1425
ACSSF,2012e5,wv,000,0058,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",20510,1254,1368,1286,1118,1201,795,1385,1015,1053,2038,2416,2443,1455,741,507,435
