FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races:,Two races including Some other race,"Two races excluding Some other race, and three or more races"
ACSSF,2014e5,wv,000,0004,0000017,050,54,009,05000US54009,"Brooke County, West Virginia",23787,23037,386,47,121,3,23,170,16,154
ACSSF,2014e5,wv,000,0004,0000018,050,54,011,05000US54011,"Cabell County, West Virginia",96826,88291,4502,159,1059,45,203,2567,11,2556
ACSSF,2014e5,wv,000,0004,0000019,050,54,013,05000US54013,"Calhoun County, West Virginia",7583,7406,8,4,6,0,1,158,4,154
ACSSF,2014e5,wv,000,0004,0000020,050,54,015,05000US54015,"Clay County, West Virginia",9226,9141,0,13,0,0,7,65,0,65
ACSSF,2014e5,wv,000,0004,0000021,050,54,017,05000US54017,"Doddridge County, West Virginia",8282,8047,78,10,0,0,0,147,7,140
ACSSF,2014e5,wv,000,0004,0000022,050,54,019,05000US54019,"Fayette County, West Virginia",45709,42723,2289,45,46,0,100,506,12,494
ACSSF,2014e5,wv,000,0004,0000023,050,54,021,05000US54021,"Gilmer County, West Virginia",8706,7100,1014,71,17,0,140,364,43,321
ACSSF,2014e5,wv,000,0004,0000024,050,54,023,05000US54023,"Grant County, West Virginia",11829,11552,97,0,0,0,12,168,0,168
ACSSF,2014e5,wv,000,0004,0000025,050,54,025,05000US54025,"Greenbrier County, West Virginia",35639,33651,805,9,132,9,124,909,80,829
ACSSF,2014e5,wv,000,0004,0000026,050,54,027,05000US54027,"Hampshire County, West Virginia",23674,23032,330,0,17,0,26,269,0,269
ACSSF,2014e5,wv,000,0004,0000027,050,54,029,05000US54029,"Hancock County, West Virginia",30369,29078,787,22,85,0,0,397,7,390
ACSSF,2014e5,wv,000,0004,0000028,050,54,031,05000US54031,"Hardy County, West Virginia",13955,13160,524,15,50,0,118,88,8,80
ACSSF,2014e5,wv,000,0004,0000029,050,54,033,05000US54033,"Harrison County, West Virginia",69069,66145,1177,273,369,136,101,868,49,819
ACSSF,2014e5,wv,000,0004,0000030,050,54,035,05000US54035,"Jackson County, West Virginia",29229,28509,212,17,0,0,0,491,0,491
ACSSF,2014e5,wv,000,0004,0000031,050,54,037,05000US54037,"Jefferson County, West Virginia",54650,48029,3553,39,868,0,616,1545,201,1344
ACSSF,2014e5,wv,000,0004,0000032,050,54,039,05000US54039,"Kanawha County, West Virginia",191765,170300,7984,334,1957,0,365,10825,136,10689
ACSSF,2014e5,wv,000,0004,0000033,050,54,041,05000US54041,"Lewis County, West Virginia",16412,15947,141,0,30,18,0,276,38,238
ACSSF,2014e5,wv,000,0004,0000034,050,54,043,05000US54043,"Lincoln County, West Virginia",21599,21271,97,33,50,0,0,148,0,148
ACSSF,2014e5,wv,000,0004,0000035,050,54,045,05000US54045,"Logan County, West Virginia",36169,34915,793,110,130,0,41,180,4,176
ACSSF,2014e5,wv,000,0004,0000036,050,54,047,05000US54047,"McDowell County, West Virginia",21281,18998,2017,0,25,0,31,210,32,178
ACSSF,2014e5,wv,000,0004,0000037,050,54,049,05000US54049,"Marion County, West Virginia",56698,53383,2031,47,280,10,0,947,24,923
ACSSF,2014e5,wv,000,0004,0000038,050,54,051,05000US54051,"Marshall County, West Virginia",32716,31982,280,100,140,0,54,160,15,145
ACSSF,2014e5,wv,000,0004,0000039,050,54,053,05000US54053,"Mason County, West Virginia",27207,26528,199,0,24,0,0,456,34,422
ACSSF,2014e5,wv,000,0004,0000040,050,54,055,05000US54055,"Mercer County, West Virginia",62161,56796,3520,210,388,15,100,1132,34,1098
ACSSF,2014e5,wv,000,0004,0000041,050,54,057,05000US54057,"Mineral County, West Virginia",27912,26503,849,1,32,0,42,485,40,445
ACSSF,2014e5,wv,000,0004,0000042,050,54,059,05000US54059,"Mingo County, West Virginia",26229,25263,434,14,121,0,84,313,0,313
ACSSF,2014e5,wv,000,0004,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",100332,91058,3597,143,3251,10,370,1903,118,1785
ACSSF,2014e5,wv,000,0004,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",13524,13193,79,43,0,0,0,209,12,197
ACSSF,2014e5,wv,000,0004,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",17450,16976,140,4,67,0,0,263,23,240
ACSSF,2014e5,wv,000,0004,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",26090,25441,6,196,206,0,0,241,0,241
ACSSF,2014e5,wv,000,0004,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",43956,40992,1753,62,395,0,81,673,14,659
ACSSF,2014e5,wv,000,0004,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",7525,7219,214,0,6,0,11,75,0,75
ACSSF,2014e5,wv,000,0004,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",7600,7358,45,2,0,0,0,195,37,158
ACSSF,2014e5,wv,000,0004,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",8710,8424,128,5,0,0,1,152,13,139
ACSSF,2014e5,wv,000,0004,0000051,050,54,077,05000US54077,"Preston County, West Virginia",33720,31995,1018,83,52,16,160,396,164,232
ACSSF,2014e5,wv,000,0004,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",56356,54507,672,112,326,0,90,649,44,605
ACSSF,2014e5,wv,000,0004,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",78827,69583,6527,198,877,72,518,1052,85,967
ACSSF,2014e5,wv,000,0004,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",29446,28575,415,46,93,27,27,263,15,248
ACSSF,2014e5,wv,000,0004,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",10221,10044,37,0,0,0,3,137,0,137
ACSSF,2014e5,wv,000,0004,0000056,050,54,087,05000US54087,"Roane County, West Virginia",14749,14455,4,16,18,1,7,248,0,248
ACSSF,2014e5,wv,000,0004,0000057,050,54,089,05000US54089,"Summers County, West Virginia",13699,12822,615,63,8,58,27,106,9,97
ACSSF,2014e5,wv,000,0004,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",16969,16521,175,28,117,12,5,111,13,98
ACSSF,2014e5,wv,000,0004,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",6996,6879,11,0,5,0,0,101,0,101
ACSSF,2014e5,wv,000,0004,0000060,050,54,095,05000US54095,"Tyler County, West Virginia",9084,8978,21,12,1,0,0,72,0,72
ACSSF,2014e5,wv,000,0004,0000061,050,54,097,05000US54097,"Upshur County, West Virginia",24487,23897,231,35,51,48,15,210,10,200
ACSSF,2014e5,wv,000,0004,0000062,050,54,099,05000US54099,"Wayne County, West Virginia",41735,40954,69,47,113,0,50,502,3,499
ACSSF,2014e5,wv,000,0004,0000063,050,54,101,05000US54101,"Webster County, West Virginia",9005,8860,4,15,31,0,0,95,0,95
ACSSF,2014e5,wv,000,0004,0000064,050,54,103,05000US54103,"Wetzel County, West Virginia",16314,16079,15,5,88,13,0,114,0,114
ACSSF,2014e5,wv,000,0004,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",5810,5667,50,23,0,0,0,70,0,70
ACSSF,2014e5,wv,000,0004,0000066,050,54,107,05000US54107,"Wood County, West Virginia",86595,83347,925,95,501,78,237,1412,77,1335
ACSSF,2014e5,wv,000,0004,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",23203,22683,164,6,5,29,24,292,0,292
ACSSF,2014e5,wv,000,0004,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",7014,6774,51,98,59,0,0,32,0,32
ACSSF,2014e5,wv,000,0004,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",5873,5712,0,29,0,0,0,132,0,132
ACSSF,2014e5,wv,000,0004,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",3836,3720,89,0,0,0,0,27,0,27
ACSSF,2014e5,wv,000,0004,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",14761,12162,1511,38,24,35,200,791,0,791
ACSSF,2014e5,wv,000,0004,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",11919,10030,1331,0,238,0,115,205,12,193
ACSSF,2014e5,wv,000,0004,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",17369,15334,1057,0,295,0,442,241,7,234
ACSSF,2014e5,wv,000,0004,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",21495,19364,1324,4,187,0,73,543,68,475
ACSSF,2014e5,wv,000,0004,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",22128,18657,2026,65,108,9,381,882,11,871
ACSSF,2014e5,wv,000,0004,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",19652,18700,414,17,45,0,85,391,30,361
ACSSF,2014e5,wv,000,0004,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",8111,8063,23,0,6,0,0,19,0,19
ACSSF,2014e5,wv,000,0004,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",6659,6529,12,0,0,0,40,78,0,78
ACSSF,2014e5,wv,000,0004,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",9487,9268,174,0,2,0,0,43,1,42
ACSSF,2014e5,wv,000,0004,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",3434,3273,72,0,0,1,1,87,0,87
ACSSF,2014e5,wv,000,0004,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",3676,3646,0,0,0,0,0,30,0,30
ACSSF,2014e5,wv,000,0004,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",3997,3975,0,12,0,0,0,10,0,10
ACSSF,2014e5,wv,000,0004,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",3385,3315,23,0,22,0,0,25,0,25
ACSSF,2014e5,wv,000,0004,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",7389,7242,84,23,11,0,6,23,0,23
ACSSF,2014e5,wv,000,0004,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",7869,7573,161,9,0,0,0,126,16,110
ACSSF,2014e5,wv,000,0004,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",8529,8222,141,15,110,3,17,21,0,21
ACSSF,2014e5,wv,000,0004,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",18118,16482,763,41,122,35,1,674,0,674
ACSSF,2014e5,wv,000,0004,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",15274,12016,2389,48,239,10,23,549,3,546
ACSSF,2014e5,wv,000,0004,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",19689,17734,982,15,177,0,28,753,0,753
ACSSF,2014e5,wv,000,0004,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",23117,22014,318,0,356,0,73,356,8,348
ACSSF,2014e5,wv,000,0004,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",20628,20045,50,55,165,0,78,235,0,235
ACSSF,2014e5,wv,000,0004,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",1377,1322,0,0,0,0,0,55,0,55
ACSSF,2014e5,wv,000,0004,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",1304,1290,0,0,0,0,0,14,0,14
ACSSF,2014e5,wv,000,0004,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",1581,1561,1,0,6,0,1,12,1,11
ACSSF,2014e5,wv,000,0004,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",1691,1635,0,4,0,0,0,52,3,49
ACSSF,2014e5,wv,000,0004,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",1630,1598,7,0,0,0,0,25,0,25
ACSSF,2014e5,wv,000,0004,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",3602,3550,0,8,0,0,0,44,0,44
ACSSF,2014e5,wv,000,0004,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",3036,3003,0,5,0,0,7,21,0,21
ACSSF,2014e5,wv,000,0004,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",2588,2588,0,0,0,0,0,0,0,0
ACSSF,2014e5,wv,000,0004,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",1792,1737,14,1,0,0,0,40,0,40
ACSSF,2014e5,wv,000,0004,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",1880,1858,0,9,0,0,0,13,0,13
ACSSF,2014e5,wv,000,0004,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",1953,1923,0,0,0,0,0,30,0,30
ACSSF,2014e5,wv,000,0004,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",2657,2529,64,0,0,0,0,64,7,57
ACSSF,2014e5,wv,000,0004,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",15329,15071,40,0,0,0,6,212,8,204
ACSSF,2014e5,wv,000,0004,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",16696,15047,1443,18,12,0,49,127,0,127
ACSSF,2014e5,wv,000,0004,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",13684,12605,806,27,34,0,45,167,4,163
ACSSF,2014e5,wv,000,0004,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",1480,1415,0,22,0,0,0,43,0,43
ACSSF,2014e5,wv,000,0004,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",3697,2263,989,49,10,0,140,246,36,210
ACSSF,2014e5,wv,000,0004,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",1734,1714,0,0,0,0,0,20,0,20
ACSSF,2014e5,wv,000,0004,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",1795,1708,25,0,7,0,0,55,7,48
ACSSF,2014e5,wv,000,0004,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",4333,4326,0,0,0,0,0,7,0,7
ACSSF,2014e5,wv,000,0004,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",4441,4181,96,0,0,0,12,152,0,152
ACSSF,2014e5,wv,000,0004,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",3055,3045,1,0,0,0,0,9,0,9
ACSSF,2014e5,wv,000,0004,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",13266,12264,318,0,115,0,102,467,61,406
ACSSF,2014e5,wv,000,0004,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",11011,10286,412,9,17,9,6,272,3,269
ACSSF,2014e5,wv,000,0004,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",11362,11101,75,0,0,0,16,170,16,154
ACSSF,2014e5,wv,000,0004,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",3109,3045,50,0,8,0,0,6,0,6
ACSSF,2014e5,wv,000,0004,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",2570,2517,53,0,0,0,0,0,0,0
ACSSF,2014e5,wv,000,0004,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",4925,4709,66,0,0,0,0,150,0,150
ACSSF,2014e5,wv,000,0004,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",969,941,0,0,9,0,0,19,0,19
ACSSF,2014e5,wv,000,0004,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",4151,4029,102,0,0,0,9,11,0,11
ACSSF,2014e5,wv,000,0004,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",4646,4587,59,0,0,0,0,0,0,0
ACSSF,2014e5,wv,000,0004,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",3304,3204,0,0,0,0,17,83,0,83
ACSSF,2014e5,wv,000,0004,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",9835,9303,279,2,45,0,0,206,4,202
ACSSF,2014e5,wv,000,0004,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",9875,9369,372,4,0,0,0,130,3,127
ACSSF,2014e5,wv,000,0004,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",10659,10406,136,16,40,0,0,61,0,61
ACSSF,2014e5,wv,000,0004,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",3703,3694,6,0,0,0,0,3,0,3
ACSSF,2014e5,wv,000,0004,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",2245,2240,0,0,0,0,5,0,0,0
ACSSF,2014e5,wv,000,0004,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",2084,1788,106,0,41,0,113,36,0,36
ACSSF,2014e5,wv,000,0004,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",2954,2469,412,15,9,0,0,49,8,41
ACSSF,2014e5,wv,000,0004,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",2969,2969,0,0,0,0,0,0,0,0
ACSSF,2014e5,wv,000,0004,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",13041,12548,189,96,8,0,0,200,7,193
ACSSF,2014e5,wv,000,0004,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",10613,10433,3,4,106,22,0,45,0,45
ACSSF,2014e5,wv,000,0004,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",10125,9607,218,35,53,33,0,179,0,179
ACSSF,2014e5,wv,000,0004,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",12700,12106,257,0,108,42,31,156,0,156
ACSSF,2014e5,wv,000,0004,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",11833,11035,400,131,48,39,61,119,16,103
ACSSF,2014e5,wv,000,0004,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",10757,10416,110,7,46,0,9,169,26,143
ACSSF,2014e5,wv,000,0004,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",9740,9442,156,0,0,0,0,142,0,142
ACSSF,2014e5,wv,000,0004,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",8760,8374,56,17,0,0,0,313,0,313
ACSSF,2014e5,wv,000,0004,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",10729,10693,0,0,0,0,0,36,0,36
ACSSF,2014e5,wv,000,0004,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",10777,8688,1296,0,257,0,396,140,10,130
ACSSF,2014e5,wv,000,0004,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",11241,10601,261,25,45,0,19,290,6,284
ACSSF,2014e5,wv,000,0004,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",10983,9627,676,0,367,0,79,234,132,102
ACSSF,2014e5,wv,000,0004,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",11882,10218,899,0,113,0,82,570,44,526
ACSSF,2014e5,wv,000,0004,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",9767,8895,421,14,86,0,40,311,9,302
ACSSF,2014e5,wv,000,0004,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",41557,35049,1921,48,452,0,227,3860,10,3850
ACSSF,2014e5,wv,000,0004,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",53007,47106,2510,91,955,0,76,2269,50,2219
ACSSF,2014e5,wv,000,0004,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",50288,46790,1754,130,404,0,22,1188,68,1120
ACSSF,2014e5,wv,000,0004,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",46913,41355,1799,65,146,0,40,3508,8,3500
ACSSF,2014e5,wv,000,0004,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",4926,4804,30,0,4,0,0,88,0,88
ACSSF,2014e5,wv,000,0004,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",5393,5107,109,0,17,0,0,160,29,131
ACSSF,2014e5,wv,000,0004,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",6093,6036,2,0,9,18,0,28,9,19
ACSSF,2014e5,wv,000,0004,0000153,060,54,043,06000US5404390770,"District 1, Lincoln County, West Virginia",7765,7638,50,0,32,0,0,45,0,45
ACSSF,2014e5,wv,000,0004,0000154,060,54,043,06000US5404390806,"District 2, Lincoln County, West Virginia",6807,6668,37,0,13,0,0,89,0,89
ACSSF,2014e5,wv,000,0004,0000155,060,54,043,06000US5404390842,"District 3, Lincoln County, West Virginia",7027,6965,10,33,5,0,0,14,0,14
ACSSF,2014e5,wv,000,0004,0000156,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",10659,10125,219,107,107,0,12,89,0,89
ACSSF,2014e5,wv,000,0004,0000157,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",13701,13411,158,0,23,0,18,91,4,87
ACSSF,2014e5,wv,000,0004,0000158,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",11809,11379,416,3,0,0,11,0,0,0
ACSSF,2014e5,wv,000,0004,0000159,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",5941,5853,41,0,0,0,0,47,16,31
ACSSF,2014e5,wv,000,0004,0000160,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",5815,4732,937,0,10,0,31,105,16,89
ACSSF,2014e5,wv,000,0004,0000161,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",3935,2843,1039,0,0,0,0,53,0,53
ACSSF,2014e5,wv,000,0004,0000162,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",5590,5570,0,0,15,0,0,5,0,5
ACSSF,2014e5,wv,000,0004,0000163,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",17401,15277,1547,21,170,0,0,386,21,365
ACSSF,2014e5,wv,000,0004,0000164,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",22351,21635,222,0,96,0,0,398,0,398
ACSSF,2014e5,wv,000,0004,0000165,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",16946,16471,262,26,14,10,0,163,3,160
ACSSF,2014e5,wv,000,0004,0000166,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",10734,10478,80,83,29,0,17,47,0,47
ACSSF,2014e5,wv,000,0004,0000167,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",9993,9669,109,13,94,0,34,74,15,59
ACSSF,2014e5,wv,000,0004,0000168,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",11989,11835,91,4,17,0,3,39,0,39
ACSSF,2014e5,wv,000,0004,0000169,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",1275,1275,0,0,0,0,0,0,0,0
ACSSF,2014e5,wv,000,0004,0000170,060,54,053,06000US5405390612,"Clendenin district, Mason County, West Virginia",4262,4228,0,0,0,0,0,34,34,0
ACSSF,2014e5,wv,000,0004,0000171,060,54,053,06000US5405390648,"Cologne district, Mason County, West Virginia",1441,1441,0,0,0,0,0,0,0,0
ACSSF,2014e5,wv,000,0004,0000172,060,54,053,06000US5405390660,"Cooper district, Mason County, West Virginia",1705,1612,0,0,0,0,0,93,0,93
ACSSF,2014e5,wv,000,0004,0000173,060,54,053,06000US5405391260,"Graham district, Mason County, West Virginia",2892,2833,6,0,24,0,0,29,0,29
ACSSF,2014e5,wv,000,0004,0000174,060,54,053,06000US5405391512,"Hannan district, Mason County, West Virginia",2421,2421,0,0,0,0,0,0,0,0
ACSSF,2014e5,wv,000,0004,0000175,060,54,053,06000US5405391860,"Lewis district, Mason County, West Virginia",5868,5674,74,0,0,0,0,120,0,120
ACSSF,2014e5,wv,000,0004,0000176,060,54,053,06000US5405392652,"Robinson district, Mason County, West Virginia",3263,3140,84,0,0,0,0,39,0,39
ACSSF,2014e5,wv,000,0004,0000177,060,54,053,06000US5405393264,"Union district, Mason County, West Virginia",1235,1235,0,0,0,0,0,0,0,0
ACSSF,2014e5,wv,000,0004,0000178,060,54,053,06000US5405393432,"Waggener district, Mason County, West Virginia",2845,2669,35,0,0,0,0,141,0,141
ACSSF,2014e5,wv,000,0004,0000179,060,54,055,06000US5405590900,"District I, Mercer County, West Virginia",18161,15276,2508,17,161,0,12,187,13,174
