FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,"1, detached","1, attached",2,3 or 4,5 to 9,10 to 19,20 to 49,50 or more,Mobile home,"Boat, RV, van, etc."
ACSSF,2014e5,wv,000,0103,0000016,050,54,007,05000US54007,"Braxton County, West Virginia",7402,5220,46,63,82,70,42,41,5,1833,0
ACSSF,2014e5,wv,000,0103,0000017,050,54,009,05000US54009,"Brooke County, West Virginia",10927,8765,192,333,211,458,76,227,43,622,0
ACSSF,2014e5,wv,000,0103,0000018,050,54,011,05000US54011,"Cabell County, West Virginia",46262,30149,817,2114,2204,2808,1967,952,1401,3850,0
ACSSF,2014e5,wv,000,0103,0000019,050,54,013,05000US54013,"Calhoun County, West Virginia",3960,2787,25,17,8,67,11,8,0,1032,5
ACSSF,2014e5,wv,000,0103,0000020,050,54,015,05000US54015,"Clay County, West Virginia",4588,3175,15,2,27,22,21,38,23,1265,0
ACSSF,2014e5,wv,000,0103,0000021,050,54,017,05000US54017,"Doddridge County, West Virginia",3940,3036,10,17,29,6,38,0,0,804,0
ACSSF,2014e5,wv,000,0103,0000022,050,54,019,05000US54019,"Fayette County, West Virginia",21551,16627,150,318,234,402,168,187,172,3293,0
ACSSF,2014e5,wv,000,0103,0000023,050,54,021,05000US54021,"Gilmer County, West Virginia",3442,2420,4,63,70,51,61,0,0,773,0
ACSSF,2014e5,wv,000,0103,0000024,050,54,023,05000US54023,"Grant County, West Virginia",6412,4856,35,41,132,184,65,4,5,1067,23
ACSSF,2014e5,wv,000,0103,0000025,050,54,025,05000US54025,"Greenbrier County, West Virginia",19066,14045,248,270,662,492,111,160,54,3024,0
ACSSF,2014e5,wv,000,0103,0000026,050,54,027,05000US54027,"Hampshire County, West Virginia",13731,10239,57,133,206,236,95,58,20,2687,0
ACSSF,2014e5,wv,000,0103,0000027,050,54,029,05000US54029,"Hancock County, West Virginia",14467,10839,303,533,532,372,263,161,142,1312,10
ACSSF,2014e5,wv,000,0103,0000028,050,54,031,05000US54031,"Hardy County, West Virginia",8117,5886,78,54,163,234,54,29,0,1606,13
ACSSF,2014e5,wv,000,0103,0000029,050,54,033,05000US54033,"Harrison County, West Virginia",31470,24351,398,844,820,922,549,87,397,3091,11
ACSSF,2014e5,wv,000,0103,0000030,050,54,035,05000US54035,"Jackson County, West Virginia",13288,9259,30,135,635,303,108,18,107,2693,0
ACSSF,2014e5,wv,000,0103,0000031,050,54,037,05000US54037,"Jefferson County, West Virginia",22268,17072,1817,297,276,589,415,86,162,1554,0
ACSSF,2014e5,wv,000,0103,0000032,050,54,039,05000US54039,"Kanawha County, West Virginia",92438,63870,2137,2634,4529,3706,2017,1329,2504,9712,0
ACSSF,2014e5,wv,000,0103,0000033,050,54,041,05000US54041,"Lewis County, West Virginia",7938,5804,46,63,181,149,39,94,180,1375,7
ACSSF,2014e5,wv,000,0103,0000034,050,54,043,05000US54043,"Lincoln County, West Virginia",9841,6737,20,79,95,38,20,49,11,2792,0
ACSSF,2014e5,wv,000,0103,0000035,050,54,045,05000US54045,"Logan County, West Virginia",16732,11456,147,101,156,655,148,26,60,3972,11
ACSSF,2014e5,wv,000,0103,0000036,050,54,047,05000US54047,"McDowell County, West Virginia",11253,7705,178,98,99,54,60,12,130,2917,0
ACSSF,2014e5,wv,000,0103,0000037,050,54,049,05000US54049,"Marion County, West Virginia",26389,20145,234,824,941,773,208,197,306,2761,0
ACSSF,2014e5,wv,000,0103,0000038,050,54,051,05000US54051,"Marshall County, West Virginia",15866,12536,264,462,297,532,28,74,109,1564,0
ACSSF,2014e5,wv,000,0103,0000039,050,54,053,05000US54053,"Mason County, West Virginia",12990,9030,27,287,90,307,61,45,63,3080,0
ACSSF,2014e5,wv,000,0103,0000040,050,54,055,05000US54055,"Mercer County, West Virginia",29961,19518,496,566,712,958,739,197,243,6519,13
ACSSF,2014e5,wv,000,0103,0000041,050,54,057,05000US54057,"Mineral County, West Virginia",13080,9795,225,261,266,239,61,121,217,1893,2
ACSSF,2014e5,wv,000,0103,0000042,050,54,059,05000US54059,"Mingo County, West Virginia",12674,7261,63,201,126,412,121,12,208,4262,8
ACSSF,2014e5,wv,000,0103,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",43923,21848,1815,1985,2912,3218,3047,2244,1126,5690,38
ACSSF,2014e5,wv,000,0103,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",7589,5781,28,50,36,39,36,12,0,1602,5
ACSSF,2014e5,wv,000,0103,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",9799,7708,118,125,211,112,71,4,7,1426,17
ACSSF,2014e5,wv,000,0103,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",13033,8634,17,78,220,161,39,135,137,3605,7
ACSSF,2014e5,wv,000,0103,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",21122,14096,891,1275,1360,593,452,306,1061,1088,0
ACSSF,2014e5,wv,000,0103,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",5144,3751,93,80,51,52,0,0,0,1117,0
ACSSF,2014e5,wv,000,0103,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",3393,2465,6,55,70,86,43,6,0,654,8
ACSSF,2014e5,wv,000,0103,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",8841,5069,171,152,113,288,56,299,1221,1472,0
ACSSF,2014e5,wv,000,0103,0000051,050,54,077,05000US54077,"Preston County, West Virginia",15071,11445,89,164,271,355,77,51,0,2590,29
ACSSF,2014e5,wv,000,0103,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",23608,17318,556,152,308,787,314,341,89,3736,7
ACSSF,2014e5,wv,000,0103,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",35988,26730,600,483,857,889,498,204,460,5247,20
ACSSF,2014e5,wv,000,0103,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",14186,10371,98,301,448,274,206,171,134,2171,12
ACSSF,2014e5,wv,000,0103,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",5829,4405,15,71,36,122,21,16,0,1143,0
ACSSF,2014e5,wv,000,0103,0000056,050,54,087,05000US54087,"Roane County, West Virginia",7385,5358,30,99,98,43,17,72,25,1643,0
ACSSF,2014e5,wv,000,0103,0000057,050,54,089,05000US54089,"Summers County, West Virginia",7669,5920,76,123,124,94,20,26,67,1219,0
ACSSF,2014e5,wv,000,0103,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",7528,5748,20,162,134,118,44,76,151,1075,0
ACSSF,2014e5,wv,000,0103,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",5371,4390,87,97,69,175,25,84,32,412,0
ACSSF,2014e5,wv,000,0103,0000060,050,54,095,05000US54095,"Tyler County, West Virginia",4993,3990,19,55,22,73,4,52,2,769,7
ACSSF,2014e5,wv,000,0103,0000061,050,54,097,05000US54097,"Upshur County, West Virginia",11132,8136,88,150,159,117,112,14,120,2236,0
ACSSF,2014e5,wv,000,0103,0000062,050,54,099,05000US54099,"Wayne County, West Virginia",19235,13704,52,187,390,354,185,178,78,4096,11
ACSSF,2014e5,wv,000,0103,0000063,050,54,101,05000US54101,"Webster County, West Virginia",5421,3830,15,22,47,192,20,60,7,1228,0
ACSSF,2014e5,wv,000,0103,0000064,050,54,103,05000US54103,"Wetzel County, West Virginia",8148,6036,73,199,150,106,98,88,40,1349,9
ACSSF,2014e5,wv,000,0103,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",3237,2253,0,22,11,20,1,2,0,928,0
ACSSF,2014e5,wv,000,0103,0000066,050,54,107,05000US54107,"Wood County, West Virginia",40213,30647,372,1419,1409,1081,691,540,650,3404,0
ACSSF,2014e5,wv,000,0103,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",10883,7409,29,112,63,128,63,40,0,2986,53
ACSSF,2014e5,wv,000,0103,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",3337,2171,40,77,64,153,59,26,139,608,0
ACSSF,2014e5,wv,000,0103,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",2662,2068,20,19,40,57,10,0,0,445,3
ACSSF,2014e5,wv,000,0103,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",1857,1456,13,0,21,10,0,0,0,357,0
ACSSF,2014e5,wv,000,0103,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",7104,4085,680,483,659,608,115,66,266,142,0
ACSSF,2014e5,wv,000,0103,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",4342,3572,330,18,28,71,143,20,25,135,0
ACSSF,2014e5,wv,000,0103,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",7330,4133,869,55,72,362,436,53,41,1309,0
ACSSF,2014e5,wv,000,0103,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",8478,6484,589,43,12,0,128,0,12,1210,0
ACSSF,2014e5,wv,000,0103,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",8703,5253,1278,0,203,148,62,0,116,1643,0
ACSSF,2014e5,wv,000,0103,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",9520,7299,309,29,112,12,69,0,0,1690,0
ACSSF,2014e5,wv,000,0103,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",3736,2146,16,22,43,52,6,64,7,1355,25
ACSSF,2014e5,wv,000,0103,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",3183,2203,13,0,17,12,0,0,0,916,22
ACSSF,2014e5,wv,000,0103,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",4151,2445,57,62,96,15,36,12,64,1364,0
ACSSF,2014e5,wv,000,0103,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",1545,994,8,22,30,28,32,26,2,403,0
ACSSF,2014e5,wv,000,0103,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",2067,1372,0,8,8,15,0,0,0,664,0
ACSSF,2014e5,wv,000,0103,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",1859,1407,34,0,13,0,0,0,0,405,0
ACSSF,2014e5,wv,000,0103,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",1931,1447,4,33,31,27,10,15,3,361,0
ACSSF,2014e5,wv,000,0103,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",3604,2932,38,91,119,172,0,25,0,227,0
ACSSF,2014e5,wv,000,0103,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",3649,2891,16,83,26,162,76,150,43,202,0
ACSSF,2014e5,wv,000,0103,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",3674,2942,138,159,66,124,0,52,0,193,0
ACSSF,2014e5,wv,000,0103,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",8869,6670,196,565,199,320,216,105,310,288,0
ACSSF,2014e5,wv,000,0103,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",8853,4163,179,881,906,755,615,439,845,70,0
ACSSF,2014e5,wv,000,0103,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",8553,5976,100,341,350,682,492,100,90,422,0
ACSSF,2014e5,wv,000,0103,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",10853,6895,244,257,530,913,519,230,151,1114,0
ACSSF,2014e5,wv,000,0103,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",9134,6445,98,70,219,138,125,78,5,1956,0
ACSSF,2014e5,wv,000,0103,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",804,598,19,10,0,0,0,0,0,177,0
ACSSF,2014e5,wv,000,0103,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",778,574,0,0,0,29,0,8,0,167,0
ACSSF,2014e5,wv,000,0103,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",783,540,6,7,8,38,11,0,0,168,5
ACSSF,2014e5,wv,000,0103,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",800,611,0,0,0,0,0,0,0,189,0
ACSSF,2014e5,wv,000,0103,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",795,464,0,0,0,0,0,0,0,331,0
ACSSF,2014e5,wv,000,0103,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",1596,1141,0,0,0,0,0,36,0,419,0
ACSSF,2014e5,wv,000,0103,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",1557,1067,2,2,27,22,21,2,23,391,0
ACSSF,2014e5,wv,000,0103,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",1435,967,13,0,0,0,0,0,0,455,0
ACSSF,2014e5,wv,000,0103,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",888,617,7,0,0,0,0,0,0,264,0
ACSSF,2014e5,wv,000,0103,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",939,759,1,0,0,3,0,0,0,176,0
ACSSF,2014e5,wv,000,0103,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",1020,808,0,0,11,0,7,0,0,194,0
ACSSF,2014e5,wv,000,0103,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",1093,852,2,17,18,3,31,0,0,170,0
ACSSF,2014e5,wv,000,0103,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",7845,6159,54,17,49,88,29,16,0,1433,0
ACSSF,2014e5,wv,000,0103,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",7366,5612,64,185,84,233,49,124,63,952,0
ACSSF,2014e5,wv,000,0103,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",6340,4856,32,116,101,81,90,47,109,908,0
ACSSF,2014e5,wv,000,0103,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",879,578,0,0,0,0,0,0,0,301,0
ACSSF,2014e5,wv,000,0103,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",795,457,4,59,70,51,44,0,0,110,0
ACSSF,2014e5,wv,000,0103,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",1005,825,0,0,0,0,0,0,0,180,0
ACSSF,2014e5,wv,000,0103,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",763,560,0,4,0,0,17,0,0,182,0
ACSSF,2014e5,wv,000,0103,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",2205,1794,14,0,39,43,65,0,0,250,0
ACSSF,2014e5,wv,000,0103,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",2092,1458,21,38,93,125,0,4,5,348,0
ACSSF,2014e5,wv,000,0103,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",2115,1604,0,3,0,16,0,0,0,469,23
ACSSF,2014e5,wv,000,0103,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",6731,4565,183,111,393,298,38,93,46,1004,0
ACSSF,2014e5,wv,000,0103,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",6654,5105,46,106,180,140,47,18,8,1004,0
ACSSF,2014e5,wv,000,0103,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",5681,4375,19,53,89,54,26,49,0,1016,0
ACSSF,2014e5,wv,000,0103,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",2108,1673,0,40,77,32,28,0,0,258,0
ACSSF,2014e5,wv,000,0103,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",1890,1356,0,6,12,0,0,0,0,516,0
ACSSF,2014e5,wv,000,0103,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",2457,1952,30,0,36,27,40,0,0,372,0
ACSSF,2014e5,wv,000,0103,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",572,459,0,21,0,0,0,0,0,92,0
ACSSF,2014e5,wv,000,0103,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",2043,1328,17,66,81,177,27,58,20,269,0
ACSSF,2014e5,wv,000,0103,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",2711,1900,10,0,0,0,0,0,0,801,0
ACSSF,2014e5,wv,000,0103,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",1950,1571,0,0,0,0,0,0,0,379,0
ACSSF,2014e5,wv,000,0103,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",4965,3803,164,213,365,157,188,55,0,20,0
ACSSF,2014e5,wv,000,0103,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",4547,3644,67,209,152,68,68,9,142,178,10
ACSSF,2014e5,wv,000,0103,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",4955,3392,72,111,15,147,7,97,0,1114,0
ACSSF,2014e5,wv,000,0103,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",2088,1575,5,4,39,5,19,24,0,417,0
ACSSF,2014e5,wv,000,0103,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",1911,1572,29,0,9,0,0,0,0,288,13
ACSSF,2014e5,wv,000,0103,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",1159,606,5,33,29,105,25,0,0,356,0
ACSSF,2014e5,wv,000,0103,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",1577,1029,31,9,86,124,10,5,0,283,0
ACSSF,2014e5,wv,000,0103,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",1382,1104,8,8,0,0,0,0,0,262,0
ACSSF,2014e5,wv,000,0103,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",5742,4274,89,129,278,299,158,0,117,398,0
ACSSF,2014e5,wv,000,0103,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",4948,3702,60,63,66,133,25,12,0,887,0
ACSSF,2014e5,wv,000,0103,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",5088,3838,34,269,194,128,117,0,193,315,0
ACSSF,2014e5,wv,000,0103,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",5761,4685,84,88,86,150,16,3,0,649,0
ACSSF,2014e5,wv,000,0103,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",5287,4143,90,265,184,91,220,55,84,144,11
ACSSF,2014e5,wv,000,0103,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",4644,3709,41,30,12,121,13,17,3,698,0
ACSSF,2014e5,wv,000,0103,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",4796,3352,0,100,219,138,64,0,29,894,0
ACSSF,2014e5,wv,000,0103,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",3921,2614,18,27,227,102,28,18,78,809,0
ACSSF,2014e5,wv,000,0103,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",4571,3293,12,8,189,63,16,0,0,990,0
ACSSF,2014e5,wv,000,0103,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",4807,3132,609,105,78,345,130,62,145,201,0
ACSSF,2014e5,wv,000,0103,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",5097,4207,335,53,26,91,48,13,0,324,0
ACSSF,2014e5,wv,000,0103,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",3999,3259,620,0,0,31,27,0,0,62,0
ACSSF,2014e5,wv,000,0103,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",4309,3251,14,0,69,28,159,11,0,777,0
ACSSF,2014e5,wv,000,0103,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",4056,3223,239,139,103,94,51,0,17,190,0
ACSSF,2014e5,wv,000,0103,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",21217,12979,415,799,999,731,524,435,1697,2638,0
ACSSF,2014e5,wv,000,0103,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",24758,17747,728,805,1808,1025,757,442,355,1091,0
ACSSF,2014e5,wv,000,0103,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",23088,16760,671,516,892,1174,499,238,166,2172,0
ACSSF,2014e5,wv,000,0103,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",23375,16384,323,514,830,776,237,214,286,3811,0
ACSSF,2014e5,wv,000,0103,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",2644,1909,7,44,113,38,28,37,47,414,7
ACSSF,2014e5,wv,000,0103,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",2356,1768,21,15,0,9,0,19,17,507,0
ACSSF,2014e5,wv,000,0103,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",2938,2127,18,4,68,102,11,38,116,454,0
ACSSF,2014e5,wv,000,0103,0000153,060,54,043,06000US5404390770,"District 1, Lincoln County, West Virginia",3181,2239,0,0,0,0,13,0,0,929,0
ACSSF,2014e5,wv,000,0103,0000154,060,54,043,06000US5404390806,"District 2, Lincoln County, West Virginia",3364,2289,17,33,40,0,0,0,0,985,0
ACSSF,2014e5,wv,000,0103,0000155,060,54,043,06000US5404390842,"District 3, Lincoln County, West Virginia",3296,2209,3,46,55,38,7,49,11,878,0
ACSSF,2014e5,wv,000,0103,0000156,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",5318,3923,113,64,57,239,47,17,0,858,0
ACSSF,2014e5,wv,000,0103,0000157,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",6178,3948,34,37,70,329,70,9,54,1616,11
ACSSF,2014e5,wv,000,0103,0000158,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",5236,3585,0,0,29,87,31,0,6,1498,0
ACSSF,2014e5,wv,000,0103,0000159,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",2967,2077,74,17,6,5,0,0,6,782,0
ACSSF,2014e5,wv,000,0103,0000160,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",2732,1776,24,6,80,42,55,5,120,624,0
ACSSF,2014e5,wv,000,0103,0000161,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",2483,1908,80,48,9,7,3,7,4,417,0
ACSSF,2014e5,wv,000,0103,0000162,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",3071,1944,0,27,4,0,2,0,0,1094,0
ACSSF,2014e5,wv,000,0103,0000163,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",8704,6311,130,628,395,352,105,103,287,393,0
ACSSF,2014e5,wv,000,0103,0000164,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",9929,7569,78,108,476,364,97,77,19,1141,0
ACSSF,2014e5,wv,000,0103,0000165,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",7756,6265,26,88,70,57,6,17,0,1227,0
ACSSF,2014e5,wv,000,0103,0000166,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",5140,4201,144,133,162,100,6,34,2,358,0
ACSSF,2014e5,wv,000,0103,0000167,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",5100,3916,49,305,77,99,11,32,97,514,0
ACSSF,2014e5,wv,000,0103,0000168,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",5626,4419,71,24,58,333,11,8,10,692,0
ACSSF,2014e5,wv,000,0103,0000169,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",619,429,0,0,0,0,0,0,0,190,0
ACSSF,2014e5,wv,000,0103,0000170,060,54,053,06000US5405390612,"Clendenin district, Mason County, West Virginia",1874,1101,22,39,2,0,0,0,0,710,0
ACSSF,2014e5,wv,000,0103,0000171,060,54,053,06000US5405390648,"Cologne district, Mason County, West Virginia",667,399,0,0,0,14,0,0,0,254,0
ACSSF,2014e5,wv,000,0103,0000172,060,54,053,06000US5405390660,"Cooper district, Mason County, West Virginia",869,631,0,0,0,0,0,0,10,228,0
ACSSF,2014e5,wv,000,0103,0000173,060,54,053,06000US5405391260,"Graham district, Mason County, West Virginia",1244,1055,5,5,26,0,10,5,0,138,0
ACSSF,2014e5,wv,000,0103,0000174,060,54,053,06000US5405391512,"Hannan district, Mason County, West Virginia",1318,817,0,0,0,0,0,0,0,501,0
ACSSF,2014e5,wv,000,0103,0000175,060,54,053,06000US5405391860,"Lewis district, Mason County, West Virginia",3070,2298,0,217,43,221,45,12,53,181,0
