FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
ACSSF,2014e5,wv,000,0058,0000024,050,54,023,05000US54023,"Grant County, West Virginia",4256,280,326,360,272,208,384,234,298,250,427,453,442,134,119,38,31
ACSSF,2014e5,wv,000,0058,0000025,050,54,025,05000US54025,"Greenbrier County, West Virginia",15246,1634,1350,1019,1102,954,812,727,861,760,1460,1549,1497,517,314,332,358
ACSSF,2014e5,wv,000,0058,0000026,050,54,027,05000US54027,"Hampshire County, West Virginia",10628,1688,1236,904,1124,732,930,687,373,341,724,643,688,235,195,108,20
ACSSF,2014e5,wv,000,0058,0000027,050,54,029,05000US54029,"Hancock County, West Virginia",12970,1074,801,994,967,947,911,910,567,574,981,1138,1383,889,344,228,262
ACSSF,2014e5,wv,000,0058,0000028,050,54,031,05000US54031,"Hardy County, West Virginia",5169,354,367,572,431,353,402,294,337,291,438,300,552,192,146,92,48
ACSSF,2014e5,wv,000,0058,0000029,050,54,033,05000US54033,"Harrison County, West Virginia",27755,2637,1790,1675,2077,1775,1768,1272,1372,1192,2162,2659,3066,1863,1175,677,595
ACSSF,2014e5,wv,000,0058,0000030,050,54,035,05000US54035,"Jackson County, West Virginia",11242,1087,658,777,793,831,835,547,552,469,851,1110,1101,813,257,244,317
ACSSF,2014e5,wv,000,0058,0000031,050,54,037,05000US54037,"Jefferson County, West Virginia",20126,1038,753,874,1075,714,923,785,705,614,1759,2136,2851,2216,1430,1333,920
ACSSF,2014e5,wv,000,0058,0000032,050,54,039,05000US54039,"Kanawha County, West Virginia",82531,6107,5394,5380,5212,4888,4125,4544,4148,4185,7260,8693,9502,5000,3025,2251,2817
ACSSF,2014e5,wv,000,0058,0000033,050,54,041,05000US54041,"Lewis County, West Virginia",6476,700,371,458,518,502,428,458,341,294,448,530,636,410,217,57,108
ACSSF,2014e5,wv,000,0058,0000034,050,54,043,05000US54043,"Lincoln County, West Virginia",8128,1024,468,877,573,599,455,393,451,312,597,784,770,458,222,106,39
ACSSF,2014e5,wv,000,0058,0000035,050,54,045,05000US54045,"Logan County, West Virginia",14444,1696,903,1385,1069,955,895,831,519,466,996,1264,1686,947,420,235,177
ACSSF,2014e5,wv,000,0058,0000036,050,54,047,05000US54047,"McDowell County, West Virginia",8386,1737,799,1066,805,429,464,407,304,319,441,595,504,318,100,58,40
ACSSF,2014e5,wv,000,0058,0000037,050,54,049,05000US54049,"Marion County, West Virginia",22596,1839,1429,1726,1547,1495,1280,1208,1144,1002,1765,2114,2770,1469,777,653,378
ACSSF,2014e5,wv,000,0058,0000038,050,54,051,05000US54051,"Marshall County, West Virginia",13847,1131,763,999,1137,919,908,655,877,715,972,1468,1658,761,423,218,243
ACSSF,2014e5,wv,000,0058,0000039,050,54,053,05000US54053,"Mason County, West Virginia",10729,1026,793,923,795,677,664,729,650,564,913,954,1048,441,282,196,74
ACSSF,2014e5,wv,000,0058,0000040,050,54,055,05000US54055,"Mercer County, West Virginia",25590,2921,2110,2177,2008,1658,1704,1411,1251,1208,2038,2193,2355,1258,473,534,291
ACSSF,2014e5,wv,000,0058,0000041,050,54,057,05000US54057,"Mineral County, West Virginia",11148,1654,989,1128,1048,652,691,464,430,371,851,868,1129,425,224,188,36
ACSSF,2014e5,wv,000,0058,0000042,050,54,059,05000US54059,"Mingo County, West Virginia",10836,1619,813,952,751,735,607,527,374,490,662,839,1164,758,229,208,108
ACSSF,2014e5,wv,000,0058,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",36857,5559,2188,2050,2204,1659,1432,1679,1312,1306,2694,3630,3952,2610,1517,1581,1484
ACSSF,2014e5,wv,000,0058,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",5719,425,292,381,592,491,458,298,387,374,416,589,558,272,50,110,26
ACSSF,2014e5,wv,000,0058,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",7358,793,542,472,617,545,479,391,493,352,535,609,716,359,178,200,77
ACSSF,2014e5,wv,000,0058,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",10686,1249,710,589,1010,838,521,556,604,537,908,800,1012,577,226,229,320
ACSSF,2014e5,wv,000,0058,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",18582,1892,1500,1191,1058,1487,1023,1064,915,647,1369,1694,1838,1054,792,569,489
ACSSF,2014e5,wv,000,0058,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",3199,392,254,309,228,202,172,178,118,166,223,239,382,195,48,54,39
ACSSF,2014e5,wv,000,0058,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",2822,262,171,149,214,161,244,89,157,109,215,193,348,216,115,147,32
ACSSF,2014e5,wv,000,0058,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",3719,225,311,325,380,377,250,187,227,178,345,411,195,119,100,36,53
ACSSF,2014e5,wv,000,0058,0000051,050,54,077,05000US54077,"Preston County, West Virginia",12610,920,777,881,771,610,669,809,719,735,1205,1692,1414,703,322,276,107
ACSSF,2014e5,wv,000,0058,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",21453,1365,898,787,1280,956,1259,770,1298,1030,1805,2338,2984,1800,1028,1115,740
ACSSF,2014e5,wv,000,0058,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",31164,2852,2363,2337,2126,2010,1969,1514,1828,1235,2386,2877,3504,1943,1029,697,494
ACSSF,2014e5,wv,000,0058,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",11351,1153,806,838,772,786,681,613,747,587,1131,1073,884,670,175,305,130
ACSSF,2014e5,wv,000,0058,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",4023,325,429,265,330,254,213,235,254,247,470,425,306,169,74,11,16
ACSSF,2014e5,wv,000,0058,0000056,050,54,087,05000US54087,"Roane County, West Virginia",5902,773,629,596,456,490,324,253,272,211,510,491,406,130,205,97,59
ACSSF,2014e5,wv,000,0058,0000057,050,54,089,05000US54089,"Summers County, West Virginia",5560,603,535,524,304,385,426,366,284,240,494,465,470,217,110,112,25
ACSSF,2014e5,wv,000,0058,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",6801,796,516,482,530,299,384,400,231,306,525,653,777,438,263,97,104
ACSSF,2014e5,wv,000,0058,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",2969,342,256,207,206,193,160,182,151,137,284,228,362,152,48,54,7
ACSSF,2014e5,wv,000,0058,0000060,050,54,095,05000US54095,"Tyler County, West Virginia",3750,423,229,250,242,311,206,215,276,106,407,325,403,253,40,30,34
ACSSF,2014e5,wv,000,0058,0000061,050,54,097,05000US54097,"Upshur County, West Virginia",8937,765,718,701,720,546,566,511,506,481,756,815,861,490,261,123,117
ACSSF,2014e5,wv,000,0058,0000062,050,54,099,05000US54099,"Wayne County, West Virginia",16757,2286,1430,1325,1009,1128,793,809,879,796,1479,1660,1445,923,430,208,157
ACSSF,2014e5,wv,000,0058,0000063,050,54,101,05000US54101,"Webster County, West Virginia",3854,522,340,446,409,283,189,241,154,215,324,216,314,42,103,45,11
ACSSF,2014e5,wv,000,0058,0000064,050,54,103,05000US54103,"Wetzel County, West Virginia",6734,890,515,539,431,380,350,402,402,261,472,686,704,397,171,79,55
ACSSF,2014e5,wv,000,0058,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",2425,164,179,161,238,138,269,112,130,55,191,323,255,61,78,13,58
ACSSF,2014e5,wv,000,0058,0000066,050,54,107,05000US54107,"Wood County, West Virginia",35900,2918,2512,2730,2573,2282,2011,1820,2138,1863,2559,3588,3727,2309,1151,1003,716
ACSSF,2014e5,wv,000,0058,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",9201,1146,821,835,821,519,493,545,465,422,659,647,865,554,195,151,63
ACSSF,2014e5,wv,000,0058,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",2661,445,237,205,235,119,155,205,123,104,153,257,192,112,19,76,24
ACSSF,2014e5,wv,000,0058,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",2051,209,115,227,142,209,78,125,169,127,201,134,193,88,17,17,0
ACSSF,2014e5,wv,000,0058,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",1467,65,109,137,124,58,87,112,102,112,119,130,129,85,67,15,16
ACSSF,2014e5,wv,000,0058,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",6049,720,567,420,595,360,353,142,372,248,522,600,685,248,74,92,51
ACSSF,2014e5,wv,000,0058,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",4151,152,75,132,161,183,127,148,97,144,427,309,819,561,310,267,239
ACSSF,2014e5,wv,000,0058,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",6809,586,192,509,336,188,259,262,360,312,513,589,1100,829,310,272,192
ACSSF,2014e5,wv,000,0058,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",7886,349,277,364,389,301,183,328,451,361,847,1225,1066,820,402,359,164
ACSSF,2014e5,wv,000,0058,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",8009,357,295,456,496,389,423,374,481,520,977,724,967,777,341,318,114
ACSSF,2014e5,wv,000,0058,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",7710,406,214,283,235,453,380,318,503,468,709,937,1463,662,196,350,133
ACSSF,2014e5,wv,000,0058,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",3219,333,209,284,206,229,148,102,99,135,237,396,461,276,88,0,16
ACSSF,2014e5,wv,000,0058,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",2692,282,161,264,162,88,213,115,193,140,243,299,214,158,106,49,5
ACSSF,2014e5,wv,000,0058,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",3691,521,241,227,147,235,283,142,143,109,267,287,321,233,244,154,137
ACSSF,2014e5,wv,000,0058,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",1168,144,125,86,125,79,48,32,50,70,44,96,165,76,11,13,4
ACSSF,2014e5,wv,000,0058,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",1479,142,127,146,122,88,78,112,75,44,135,136,99,139,29,0,7
ACSSF,2014e5,wv,000,0058,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",1445,171,82,186,131,53,155,91,77,19,89,131,128,52,72,0,8
ACSSF,2014e5,wv,000,0058,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",1560,270,108,106,167,122,75,64,109,30,166,110,118,41,16,30,28
ACSSF,2014e5,wv,000,0058,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",3243,291,173,311,102,261,200,116,148,122,327,398,399,262,75,37,21
ACSSF,2014e5,wv,000,0058,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",3524,72,194,376,136,314,199,317,163,183,335,396,531,55,111,80,62
ACSSF,2014e5,wv,000,0058,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",3319,274,148,321,225,258,204,167,98,158,283,313,445,165,132,68,60
ACSSF,2014e5,wv,000,0058,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",7665,779,731,719,503,508,360,316,337,343,348,731,804,453,232,205,296
ACSSF,2014e5,wv,000,0058,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",7293,1762,1102,615,452,390,426,232,331,200,365,358,460,216,107,71,206
ACSSF,2014e5,wv,000,0058,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",7347,1339,671,780,569,342,367,416,460,264,576,557,494,226,82,92,112
ACSSF,2014e5,wv,000,0058,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",9624,816,587,454,643,411,550,462,398,619,911,760,1431,662,419,221,280
ACSSF,2014e5,wv,000,0058,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",8291,510,689,537,384,533,543,375,439,362,643,1020,1084,499,94,395,184
ACSSF,2014e5,wv,000,0058,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",546,105,46,30,93,7,55,9,40,43,32,57,29,0,0,0,0
ACSSF,2014e5,wv,000,0058,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",624,84,62,44,47,66,42,35,51,23,28,33,49,16,9,29,6
ACSSF,2014e5,wv,000,0058,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",638,113,32,35,53,54,34,41,35,11,43,79,58,50,0,0,0
ACSSF,2014e5,wv,000,0058,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",678,86,71,82,73,18,31,15,9,11,76,30,127,7,0,42,0
ACSSF,2014e5,wv,000,0058,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",626,97,65,60,56,29,61,15,55,13,64,30,46,11,24,0,0
ACSSF,2014e5,wv,000,0058,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",1287,135,168,131,95,49,102,53,68,56,68,93,188,38,18,16,9
ACSSF,2014e5,wv,000,0058,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",1195,236,56,106,118,72,49,79,44,38,92,143,75,80,0,2,5
ACSSF,2014e5,wv,000,0058,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",1004,84,141,47,70,80,66,143,73,31,100,66,41,36,17,9,0
ACSSF,2014e5,wv,000,0058,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",686,54,65,43,29,58,24,10,59,30,109,109,54,35,7,0,0
ACSSF,2014e5,wv,000,0058,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",614,42,32,96,29,34,36,27,14,18,120,73,9,60,10,0,14
ACSSF,2014e5,wv,000,0058,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",723,85,23,50,43,26,72,88,8,37,76,98,64,34,12,0,7
ACSSF,2014e5,wv,000,0058,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",738,72,66,35,41,89,51,53,24,107,31,50,45,38,33,0,3
ACSSF,2014e5,wv,000,0058,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",6314,421,641,427,579,492,355,457,439,331,522,541,460,322,165,42,120
ACSSF,2014e5,wv,000,0058,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",6329,680,646,573,699,285,463,329,182,246,495,549,649,308,149,18,58
ACSSF,2014e5,wv,000,0058,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",4923,542,431,414,468,395,290,324,323,166,260,460,478,170,126,69,7
ACSSF,2014e5,wv,000,0058,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",631,88,51,97,41,23,22,30,35,43,50,59,63,10,12,7,0
ACSSF,2014e5,wv,000,0058,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",663,89,34,63,74,29,75,27,39,8,58,56,50,25,21,12,3
ACSSF,2014e5,wv,000,0058,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",679,96,71,11,30,22,46,75,41,0,110,58,34,26,37,7,15
ACSSF,2014e5,wv,000,0058,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",672,61,72,70,81,32,25,17,28,18,22,42,83,60,28,26,7
ACSSF,2014e5,wv,000,0058,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",1615,86,60,171,84,70,156,67,188,45,198,90,234,83,49,17,17
ACSSF,2014e5,wv,000,0058,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",1465,89,177,143,87,69,143,70,82,99,113,154,117,33,60,17,12
ACSSF,2014e5,wv,000,0058,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",1176,105,89,46,101,69,85,97,28,106,116,209,91,18,10,4,2
ACSSF,2014e5,wv,000,0058,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",5937,608,420,353,364,257,301,291,304,320,510,778,755,177,142,183,174
ACSSF,2014e5,wv,000,0058,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",4822,589,426,370,466,332,276,188,295,176,541,420,357,141,94,63,88
ACSSF,2014e5,wv,000,0058,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",4487,437,504,296,272,365,235,248,262,264,409,351,385,199,78,86,96
ACSSF,2014e5,wv,000,0058,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",1430,149,183,168,81,133,70,157,47,21,74,141,170,18,10,8,0
ACSSF,2014e5,wv,000,0058,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",1504,241,227,158,174,164,52,29,46,91,127,110,61,0,3,19,2
ACSSF,2014e5,wv,000,0058,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",1993,268,214,216,131,53,279,112,42,95,125,170,120,99,48,21,0
ACSSF,2014e5,wv,000,0058,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",464,88,29,53,27,17,46,34,14,0,40,39,61,16,0,0,0
ACSSF,2014e5,wv,000,0058,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",1640,229,219,76,232,115,96,135,76,87,100,62,125,40,25,21,2
ACSSF,2014e5,wv,000,0058,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",2134,459,251,130,294,180,242,127,71,20,107,47,93,56,40,17,0
ACSSF,2014e5,wv,000,0058,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",1463,254,113,103,185,70,145,93,77,27,151,74,58,6,69,22,16
ACSSF,2014e5,wv,000,0058,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",4468,232,271,340,326,338,390,259,160,190,397,399,539,326,113,70,118
ACSSF,2014e5,wv,000,0058,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",4242,493,334,383,309,340,248,220,169,162,324,277,463,199,120,72,129
ACSSF,2014e5,wv,000,0058,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",4260,349,196,271,332,269,273,431,238,222,260,462,381,364,111,86,15
ACSSF,2014e5,wv,000,0058,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",1318,101,26,156,99,98,127,106,32,43,140,19,136,119,48,58,10
ACSSF,2014e5,wv,000,0058,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",884,33,33,171,53,10,90,16,41,60,121,57,127,26,25,21,0
ACSSF,2014e5,wv,000,0058,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",795,52,84,50,69,106,104,28,47,82,60,47,44,16,0,0,6
ACSSF,2014e5,wv,000,0058,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",1168,115,155,110,133,76,37,61,75,38,49,91,172,15,16,0,25
ACSSF,2014e5,wv,000,0058,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",1004,53,69,85,77,63,44,83,142,68,68,86,73,16,57,13,7
ACSSF,2014e5,wv,000,0058,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",5282,195,263,223,299,332,268,179,274,158,404,638,644,453,449,250,253
ACSSF,2014e5,wv,000,0058,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",4347,588,275,262,342,198,265,325,164,197,426,449,326,195,195,116,24
ACSSF,2014e5,wv,000,0058,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",4428,574,399,227,473,475,297,136,236,173,333,306,496,168,46,81,8
ACSSF,2014e5,wv,000,0058,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",5116,434,391,358,357,242,287,185,230,319,392,517,569,317,230,113,175
ACSSF,2014e5,wv,000,0058,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",4511,473,211,350,349,227,329,216,183,190,385,389,497,393,156,64,99
ACSSF,2014e5,wv,000,0058,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",4071,373,251,255,257,301,322,231,285,155,222,360,534,337,99,53,36
ACSSF,2014e5,wv,000,0058,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",3886,462,161,310,333,315,288,236,287,51,269,371,326,180,46,59,192
ACSSF,2014e5,wv,000,0058,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",3329,355,254,254,208,231,334,162,109,192,296,264,232,267,58,79,34
ACSSF,2014e5,wv,000,0058,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",4027,270,243,213,252,285,213,149,156,226,286,475,543,366,153,106,91
ACSSF,2014e5,wv,000,0058,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",4358,335,327,264,226,267,238,223,138,136,352,330,484,436,247,223,132
ACSSF,2014e5,wv,000,0058,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",4466,156,177,201,150,161,262,139,195,128,425,565,712,400,418,216,161
ACSSF,2014e5,wv,000,0058,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",3736,206,48,109,103,56,146,79,82,103,309,393,666,445,311,398,282
ACSSF,2014e5,wv,000,0058,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",4105,205,139,171,374,128,163,261,147,129,288,566,460,525,265,179,105
ACSSF,2014e5,wv,000,0058,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",3461,136,62,129,222,102,114,83,143,118,385,282,529,410,189,317,240
ACSSF,2014e5,wv,000,0058,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",18481,1700,1540,1379,1273,1156,1102,1071,859,851,1366,2006,1840,932,500,431,475
ACSSF,2014e5,wv,000,0058,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",22580,1698,1145,1124,1447,1426,899,1135,1215,1088,1887,2245,2394,1594,1028,874,1381
ACSSF,2014e5,wv,000,0058,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",21047,1218,1266,1496,1076,1153,990,1144,1075,935,1945,2627,2761,1355,841,588,577
