"","CBSA","year","total_population","less_than_18","18_to_29","30_to_44","45_to_59","above_59","white_alone","AA_alone","hispanic_or_latino","household_size_1","household_size_2","household_size_3_to_4","household_size_more_than_4","NAME","level","FIPS","county_name","LSAD","msa_name"
"268",47900,"2017",13843,3442,1687,2890,3164,2660,10938,667,1474,1600,1638,1564,506,NA,"county_level","51610","Falls Church city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"269",47900,"2013",12731,3205,1737,2766,2716,2307,9804,678,1190,1615,1424,1638,343,NA,"county_level","51610","Falls Church city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"270",47900,"2009",11233,2588,1894,1955,2718,2078,8888,572,1053,1321,1339,1174,296,NA,"county_level","51610","Falls Church city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"271",47900,"2000",21117,25444,6124,3698,2876,2794,14147,3950,919,3175,2701,1100,396,NA,"county_level","51630","Fredericksburg city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"272",47900,"1990",19027,19027,6439,3558,2215,3298,14441,4116,425,2580,2452,1905,532,NA,"county_level","51630","Fredericksburg city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"273",47900,"1980",15322,24205,4964,3430,4351,6026,12288,3043,102,2028,1962,1513,414,NA,"county_level","51630","Fredericksburg city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"274",47900,"1970",25266,14450,4101,2072,2399,2244,NA,NA,NA,NA,NA,NA,NA,NA,"county_level","51630","Fredericksburg city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"275",47900,"2017",28135,5850,8266,5441,4465,4113,18127,6326,3007,3781,3463,2582,593,NA,"county_level","51630","Fredericksburg city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"276",47900,"2013",25931,5219,8195,4781,4039,3697,16893,6095,2812,3715,3164,2400,500,NA,"county_level","51630","Fredericksburg city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"277",47900,"2009",22314,4482,6829,3733,3081,4189,15596,4691,1723,4021,2718,1786,378,NA,"county_level","51630","Fredericksburg city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"278",47900,"2017",28135,5850,8266,5441,4465,4113,18127,6326,3007,3781,3463,2582,593,NA,"county_level","51630","Fredericksburg city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"279",47900,"2013",25931,5219,8195,4781,4039,3697,16893,6095,2812,3715,3164,2400,500,NA,"county_level","51630","Fredericksburg city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"280",47900,"2009",22314,4482,6829,3733,3081,4189,15596,4691,1723,4021,2718,1786,378,NA,"county_level","51630","Fredericksburg city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"281",47900,"2000",45823,44080,6124,9987,5880,2470,25234,4542,5344,2472,3261,3164,1845,NA,"county_level","51683","Manassas city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"282",47900,"1990",27957,27957,6848,7993,3199,2008,23343,2893,1631,1582,2892,3836,1237,NA,"county_level","51683","Manassas city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"283",47900,"1980",15438,23295,2604,5221,5101,2509,14047,1420,119,776,1417,2141,745,NA,"county_level","51683","Manassas city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"284",47900,"2009",35559,10309,5954,8055,7005,4236,23322,4046,9685,2439,3038,4168,1998,NA,"county_level","51683","Manassas city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"285",47900,"2009",35559,10309,5954,8055,7005,4236,23322,4046,9685,2439,3038,4168,1998,NA,"county_level","51683","Manassas city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"286",47900,"2017",41379,11075,7105,9365,8079,5755,28105,5518,14477,2430,3820,4308,1982,NA,"county_level","51683","Manassas city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"287",47900,"2017",41379,11075,7105,9365,8079,5755,28105,5518,14477,2430,3820,4308,1982,NA,"county_level","51683","Manassas city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"288",47900,"2013",39317,11020,7056,8938,7771,4532,29103,5568,12530,2383,3396,4263,2030,NA,"county_level","51683","Manassas city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"289",47900,"2013",39317,11020,7056,8938,7771,4532,29103,5568,12530,2383,3396,4263,2030,NA,"county_level","51683","Manassas city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"290",47900,"2000",13420,12705,1904,3150,1397,616,7475,1109,1565,472,902,950,619,NA,"county_level","51685","Manassas Park city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"291",47900,"1990",6734,6734,1683,1683,792,438,5941,501,318,287,607,937,343,NA,"county_level","51685","Manassas Park city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"292",47900,"1980",6524,9846,1133,1987,1968,742,6180,286,40,130,404,854,472,NA,"county_level","51685","Manassas Park city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"293",47900,"2013",15125,4268,2761,3974,2643,1479,10275,2025,5064,957,1067,1679,732,NA,"county_level","51685","Manassas Park city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"294",47900,"2009",11633,3605,1936,3082,1913,1097,7316,1288,3531,663,1118,1423,582,NA,"county_level","51685","Manassas Park city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"295",47900,"2017",16117,4268,2608,4138,3281,1822,10413,2202,6085,977,1152,1588,1061,NA,"county_level","51685","Manassas Park city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"296",47900,"2013",15125,4268,2761,3974,2643,1479,10275,2025,5064,957,1067,1679,732,NA,"county_level","51685","Manassas Park city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"297",47900,"2009",11633,3605,1936,3082,1913,1097,7316,1288,3531,663,1118,1423,582,NA,"county_level","51685","Manassas Park city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"298",47900,"2017",16117,4268,2608,4138,3281,1822,10413,2202,6085,977,1152,1588,1061,NA,"county_level","51685","Manassas Park city, VA","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"299",47900,"2000",43532,54942,6771,10260,8787,6014,38393,2364,671,3745,5720,3348,1379,NA,"county_level","54037","Jefferson County, WV","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"300",47900,"1990",35926,35926,7012,8859,5317,5508,33061,2631,421,2753,4123,4600,1365,NA,"county_level","54037","Jefferson County, WV","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"301",47900,"1980",30302,45537,5287,7529,9068,9488,27595,2737,148,1867,3141,3519,1537,NA,"county_level","54037","Jefferson County, WV","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"302",47900,"1970",35343,21280,4487,3176,3607,2793,NA,NA,NA,NA,NA,NA,NA,NA,"county_level","54037","Jefferson County, WV","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"303",47900,"2013",54131,12667,8242,10978,12489,9755,47753,3490,2668,4507,7331,5961,2090,NA,"county_level","54037","Jefferson County, WV","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"304",47900,"2017",55673,12692,7914,10650,12501,11916,48726,3669,2972,4771,7500,6336,2201,NA,"county_level","54037","Jefferson County, WV","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"305",47900,"2013",54131,12667,8242,10978,12489,9755,47753,3490,2668,4507,7331,5961,2090,NA,"county_level","54037","Jefferson County, WV","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"306",47900,"2009",50791,12041,7466,11641,11397,8246,45371,3488,1910,4376,6887,6391,1837,NA,"county_level","54037","Jefferson County, WV","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"307",47900,"2009",50791,12041,7466,11641,11397,8246,45371,3488,1910,4376,6887,6391,1837,NA,"county_level","54037","Jefferson County, WV","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"308",47900,"2017",55673,12692,7914,10650,12501,11916,48726,3669,2972,4771,7500,6336,2201,NA,"county_level","54037","Jefferson County, WV","County or equivalent","Washington-Arlington-Alexandria, DC-VA-MD-WV"
