"B25127_61_1,_detached__or_attached",10426,33793,6974,2009-2013
B25127_62_2_to_4,5832,11116,2759,2009-2013
B25127_63_5_to_19,3751,17174,1189,2009-2013
B25127_64_20_to_49,2187,8821,582,2009-2013
B25127_65_50_or_more,1432,6865,377,2009-2013
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",221,442,112,2009-2013
B25127_67_built_1939_or_earlier,2639,17429,3543,2009-2013
"B25127_68_1,_detached__or_attached",1013,5797,1872,2009-2013
B25127_69_2_to_4,667,2939,758,2009-2013
B25127_70_5_to_19,523,4584,568,2009-2013
B25127_71_20_to_49,157,2150,110,2009-2013
B25127_72_50_or_more,243,1751,230,2009-2013
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",36,208,5,2009-2013
B03002_1_total,1784889,2549075,1339221,2009-2013
B03002_2_not_hispanic_or_latino,1323497,895685,1077942,2009-2013
B03002_3_white_alone,757268,396762,793240,2009-2013
B03002_4_black_or_african_american_alone,468715,436385,228074,2009-2013
B03002_5_american_indian_and_alaska_native_alone,2850,2277,1494,2009-2013
B03002_6_asian_alone,58231,38484,31488,2009-2013
B03002_7_native_hawaiian_and_other_pacific_islander_alone,898,619,588,2009-2013
B03002_8_some_other_race_alone,7291,6135,4723,2009-2013
B03002_9_two_or_more_races,28244,15023,18335,2009-2013
B03002_10_two_races_including_some_other_race,3073,2348,1428,2009-2013
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",25171,12675,16907,2009-2013
B03002_12_hispanic_or_latino,461392,1653390,261279,2009-2013
B03002_13_white_alone,372706,1519488,222278,2009-2013
B03002_14_black_or_african_american_alone,15962,43816,6661,2009-2013
B03002_15_american_indian_and_alaska_native_alone,1008,1815,869,2009-2013
B03002_16_asian_alone,1537,2031,133,2009-2013
B03002_17_native_hawaiian_and_other_pacific_islander_alone,158,25,66,2009-2013
B03002_18_some_other_race_alone,53615,65192,22929,2009-2013
B03002_19_two_or_more_races,16406,21023,8343,2009-2013
B03002_20_two_races_including_some_other_race,7858,10743,2652,2009-2013
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",8548,10280,5691,2009-2013
B11005_1_total,663458,828031,526007,2009-2013
B11005_2_households_with_one_or_more_people_under_18_years,214285,284622,139522,2009-2013
B11005_3_family_households,212325,282782,138510,2009-2013
B11005_4_married-couple_family,130091,169010,85585,2009-2013
B11005_5_other_family,82234,113772,52925,2009-2013
"B11005_6_male_householder,_no_wife_present",16603,23768,12877,2009-2013
"B11005_7_female_householder,_no_husband_present",65631,90004,40048,2009-2013
B11005_8_nonfamily_households,1960,1840,1012,2009-2013
B11005_9_male_householder,1438,1217,701,2009-2013
B11005_10_female_householder,522,623,311,2009-2013
B11005_11_households_with_no_people_under_18_years,449173,543409,386485,2009-2013
B11005_12_family_households,206455,284935,186349,2009-2013
B11005_13_married-couple_family,154822,196289,153351,2009-2013
B11005_14_other_family,51633,88646,32998,2009-2013
"B11005_15_male_householder,_no_wife_present",14230,28593,9982,2009-2013
"B11005_16_female_householder,_no_husband_present",37403,60053,23016,2009-2013
B11005_17_nonfamily_households,242718,258474,200136,2009-2013
B11005_18_male_householder,115316,124376,83950,2009-2013
B11005_19_female_householder,127402,134098,116186,2009-2013
B11016_1_total,663458,828031,526007,2009-2013
B11016_2_family_households,418780,567717,324859,2009-2013
B11016_3_2-person_household,169558,201470,164588,2009-2013
B11016_4_3-person_household,105035,150840,67117,2009-2013
B11016_5_4-person_household,87212,124533,55357,2009-2013
B11016_6_5-person_household,37295,55972,23804,2009-2013
B11016_7_6-person_household,12527,21567,9159,2009-2013
B11016_8_7-or-more_person_household,7153,13335,4834,2009-2013
B11016_9_nonfamily_households,244678,260314,201148,2009-2013
B11016_10_1-person_household,199764,214452,166350,2009-2013
B11016_11_2-person_household,38664,39018,30115,2009-2013
B11016_12_3-person_household,3891,4792,3127,2009-2013
B11016_13_4-person_household,1761,1197,1000,2009-2013
B11016_14_5-person_household,430,460,420,2009-2013
B11016_15_6-person_household,53,249,100,2009-2013
B11016_16_7-or-more_person_household,115,146,36,2009-2013
