B25127_26_2_to_4,120,1402,2187,3378,1045,464,2812,1515,27,588,27,160,41,110,125,137,2405,73,159,2007-2011
B25127_27_5_to_19,106,16,268,676,450,73,560,37,0,54,14,17,0,19,27,0,13,0,11,2007-2011
B25127_28_20_to_49,0,13,89,371,319,19,485,68,0,13,0,11,0,0,0,0,38,0,0,2007-2011
B25127_29_50_or_more,0,24,80,395,247,0,397,61,0,0,10,0,0,0,14,13,0,0,0,2007-2011
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",26,112,222,96,97,53,57,84,28,22,37,71,90,0,13,0,54,14,60,2007-2011
B25127_31_built_1939_or_earlier,7473,34692,62527,123139,52277,28619,63692,49619,3584,14812,8607,10810,5011,3410,8632,5948,40539,5107,6312,2007-2011
"B25127_32_1,_detached__or_attached",6773,23576,45262,84256,41609,24326,24131,37167,3219,11380,7450,9314,4352,2674,7591,4948,26203,4343,5415,2007-2011
B25127_33_2_to_4,459,10580,15088,33842,8247,3763,28671,11605,330,3121,972,1180,591,686,988,853,13287,727,860,2007-2011
B25127_34_5_to_19,165,387,1441,2674,1401,324,6851,514,11,144,41,225,46,50,12,128,508,17,0,2007-2011
B25127_35_20_to_49,29,55,476,1280,516,95,2340,153,12,45,0,31,17,0,41,11,248,0,0,2007-2011
B25127_36_50_or_more,38,85,237,1032,439,92,1632,141,12,111,144,45,5,0,0,0,273,0,16,2007-2011
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",9,9,23,55,65,19,67,39,0,11,0,15,0,0,0,8,20,20,21,2007-2011
B25127_38_renter_occupied,19531,75838,99955,211347,75873,40208,183071,98219,5664,48610,15320,24897,14890,5340,18985,12694,107178,11435,12893,2007-2011
B25127_39_built_2000_or_later,1339,2669,6672,15242,6585,3192,11594,3702,339,3160,1266,2143,1643,168,1204,877,3382,1241,286,2007-2011
"B25127_40_1,_detached__or_attached",561,502,776,1257,424,579,1202,1002,161,633,330,472,291,90,141,492,712,266,58,2007-2011
B25127_41_2_to_4,361,449,838,1892,780,687,2629,895,35,377,203,406,361,27,77,125,746,186,182,2007-2011
B25127_42_5_to_19,118,656,1512,3083,1637,826,1678,722,34,522,228,425,279,17,489,111,754,502,0,2007-2011
B25127_43_20_to_49,116,454,1617,2600,1061,440,1187,392,69,1108,321,555,356,9,213,49,325,73,16,2007-2011
B25127_44_50_or_more,170,565,1893,6396,2654,649,4867,652,0,467,122,200,222,25,284,100,845,214,21,2007-2011
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",13,43,36,14,29,11,31,39,40,53,62,85,134,0,0,0,0,0,9,2007-2011
B25127_46_built_1980_to_1999,4461,9421,13095,27406,12547,5608,19253,14103,1351,10621,4097,7239,3096,397,3131,2111,13196,2796,2495,2007-2011
"B25127_47_1,_detached__or_attached",2275,1815,1859,3539,1411,902,2129,2538,529,1814,637,1589,490,136,406,690,1140,950,460,2007-2011
B25127_48_2_to_4,709,2452,3164,5559,2128,1527,5253,2865,325,1851,799,1535,588,57,441,670,3417,656,642,2007-2011
B25127_49_5_to_19,796,2608,3097,6843,3224,1638,3411,3914,211,2509,1509,2112,983,60,1049,138,3123,357,830,2007-2011
B25127_50_20_to_49,248,887,1826,3745,1839,557,2280,1837,99,2960,741,1438,569,80,255,148,1652,210,188,2007-2011
B25127_51_50_or_more,378,1598,3053,7626,3903,915,6164,2795,24,1345,159,389,253,64,952,389,3801,588,176,2007-2011
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",55,61,96,94,42,69,16,154,163,142,252,176,213,0,28,76,63,35,199,2007-2011
B25127_53_built_1960_to_1979,7841,15016,19941,47865,22810,11313,33198,20729,1291,12503,3072,6818,3283,877,5639,3019,21064,2631,2826,2007-2011
"B25127_54_1,_detached__or_attached",4287,2411,2484,4855,2125,3122,2289,3323,288,2525,499,1445,415,67,694,878,2257,1168,603,2007-2011
B25127_55_2_to_4,1331,4659,5241,10114,4329,2328,8444,4489,333,2219,740,1379,735,325,684,1039,5266,626,823,2007-2011
B25127_56_5_to_19,1406,4559,6050,13876,6712,3159,8043,7361,345,3685,846,1742,928,322,2116,500,5214,485,798,2007-2011
B25127_57_20_to_49,364,1093,2575,7618,3731,1001,3993,1537,81,3119,465,1448,526,145,940,261,2245,83,148,2007-2011
B25127_58_50_or_more,387,2081,3453,11208,5901,1666,10353,3850,100,809,254,419,501,18,1080,249,5937,220,299,2007-2011
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",66,213,138,194,12,37,76,169,144,146,268,385,178,0,125,92,145,49,155,2007-2011
B25127_60_built_1940_to_1959,2836,12036,13795,30759,11754,6033,25669,14376,731,5114,1323,2814,1858,1038,2994,2301,15535,1633,1560,2007-2011
"B25127_61_1,_detached__or_attached",1604,2648,3109,6073,3272,2622,1597,3374,204,1274,465,898,401,301,1342,960,3282,969,524,2007-2011
B25127_62_2_to_4,865,5981,5757,13944,4351,1876,11023,6139,266,2478,448,1073,776,584,699,960,7986,429,791,2007-2011
B25127_63_5_to_19,97,2527,3066,5971,2379,860,7798,3068,214,979,277,422,490,105,563,223,2406,156,181,2007-2011
B25127_64_20_to_49,94,346,797,2375,747,317,2582,755,16,210,45,223,81,10,218,34,802,49,26,2007-2011
B25127_65_50_or_more,176,494,1006,2380,1005,358,2641,1003,22,165,58,139,106,38,159,108,998,22,27,2007-2011
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",0,40,60,16,0,0,28,37,9,8,30,59,4,0,13,16,61,8,11,2007-2011
B25127_67_built_1939_or_earlier,3054,36696,46452,90075,22177,14062,93357,45309,1952,17212,5562,5883,5010,2860,6017,4386,54001,3134,5726,2007-2011
"B25127_68_1,_detached__or_attached",1609,3030,5255,13219,3708,2488,5535,5451,531,1874,1124,1795,995,424,1488,1539,4778,911,1007,2007-2011
B25127_69_2_to_4,1042,22892,26998,52278,10695,8175,48159,26511,973,9381,2493,2202,2218,1886,2804,1978,36372,1689,3147,2007-2011
B25127_70_5_to_19,352,8382,7985,14652,4653,2571,23515,9329,346,4211,1408,1263,1272,361,1167,669,9053,346,1452,2007-2011
B25127_71_20_to_49,17,647,3263,5025,1731,496,8580,1504,44,920,326,324,244,52,171,36,1159,72,89,2007-2011
B25127_72_50_or_more,34,1745,2886,4901,1390,332,7534,2514,58,817,211,288,266,137,358,164,2609,89,31,2007-2011
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",0,0,65,0,0,0,34,0,0,9,0,11,15,0,29,0,30,27,0,2007-2011
B11003_1_total,60416,141246,189180,367464,168783,126163,140275,202179,16755,105000,38633,80993,30058,13027,42994,21514,146814,32671,30229,2007-2011
B11003_2_married-couple_family,48534,101601,138002,293159,135689,97721,80201,152968,13149,81928,30994,67696,23598,10725,32819,17201,98699,26813,22421,2007-2011
B11003_3_with_own_children_under_18_years,14132,41469,61515,135122,63871,43431,32104,69012,4648,35345,11758,29081,9794,4417,13646,6513,40936,10254,9036,2007-2011
B11003_4_under_6_years_only,3275,8374,15091,37630,15181,8925,11638,15195,1212,8208,3059,6074,2469,761,2853,1226,9609,1962,2005,2007-2011
B11003_5_under_6_years_and_6_to_17_years,2361,8311,10624,23412,11401,8700,5739,12463,661,6357,2010,5007,1531,759,2540,1439,7823,1825,1793,2007-2011
B11003_6_6_to_17_years_only,8496,24784,35800,74080,37289,25806,14727,41354,2775,20780,6689,18000,5794,2897,8253,3848,23504,6467,5238,2007-2011
B11003_7_no_own_children_under_18_years,34402,60132,76487,158037,71818,54290,48097,83956,8501,46583,19236,38615,13804,6308,19173,10688,57763,16559,13385,2007-2011
B11003_8_other_family,11882,39645,51178,74305,33094,28442,60074,49211,3606,23072,7639,13297,6460,2302,10175,4313,48115,5858,7808,2007-2011
"B11003_9_male_householder,_no_wife_present",3138,9523,13089,18471,8351,6925,13012,13188,1036,7208,2060,4018,1921,485,2827,1058,11181,1803,2300,2007-2011
B11003_10_with_own_children_under_18_years,1286,4527,5874,6720,3473,3366,5154,6274,696,3891,1151,1823,1239,141,1403,636,5047,777,1414,2007-2011
B11003_11_under_6_years_only,230,1366,1371,2124,946,817,1480,1740,205,923,290,287,339,41,357,150,1488,103,447,2007-2011
B11003_12_under_6_years_and_6_to_17_years,214,500,750,639,377,353,672,591,157,354,111,145,157,12,176,70,862,44,167,2007-2011
B11003_13_6_to_17_years_only,842,2661,3753,3957,2150,2196,3002,3943,334,2614,750,1391,743,88,870,416,2697,630,800,2007-2011
B11003_14_no_own_children_under_18_years,1852,4996,7215,11751,4878,3559,7858,6914,340,3317,909,2195,682,344,1424,422,6134,1026,886,2007-2011
"B11003_15_female_householder,_no_husband_present",8744,30122,38089,55834,24743,21517,47062,36023,2570,15864,5579,9279,4539,1817,7348,3255,36934,4055,5508,2007-2011
B11003_16_with_own_children_under_18_years,4570,18054,21897,28744,12544,11867,27637,21191,1601,9908,3485,5515,2457,906,3845,1734,23605,2041,3337,2007-2011
B11003_17_under_6_years_only,677,3719,4026,5352,2323,1822,5618,4432,225,2240,569,807,693,132,799,359,4645,250,782,2007-2011
B11003_18_under_6_years_and_6_to_17_years,577,2966,4016,4102,1410,1747,5537,3348,172,1545,580,725,427,100,480,181,4847,337,563,2007-2011
B11003_19_6_to_17_years_only,3316,11369,13855,19290,8811,8298,16482,13411,1204,6123,2336,3983,1337,674,2566,1194,14113,1454,1992,2007-2011
B11003_20_no_own_children_under_18_years,4174,12068,16192,27090,12199,9650,19425,14832,969,5956,2094,3764,2082,911,3503,1521,13329,2014,2171,2007-2011
B25075_1_total,77244,134698,184985,366002,180071,138788,103366,200870,18981,104861,41725,90208,31494,13949,49789,21906,131455,37744,31473,2007-2011
"B25075_2_less_than_$10,000",58,327,354,469,269,246,110,189,77,133,99,267,65,11,46,10,277,51,136,2007-2011
"B25075_3_$10,000_to_$14,999",54,160,67,182,107,129,73,333,77,169,212,252,131,25,67,26,234,96,26,2007-2011
"B25075_4_$15,000_to_$19,999",115,279,343,263,142,260,66,508,93,276,300,429,180,0,251,30,336,82,249,2007-2011
"B25075_5_$20,000_to_$24,999",148,566,242,418,194,282,124,535,115,341,349,378,169,16,193,105,414,73,223,2007-2011
"B25075_6_$25,000_to_$29,999",152,624,492,582,233,241,230,720,174,336,324,488,334,19,282,58,383,147,285,2007-2011
"B25075_7_$30,000_to_$34,999",179,341,451,782,297,439,243,369,45,212,245,295,241,36,119,7,416,212,162,2007-2011
"B25075_8_$35,000_to_$39,999",180,215,428,662,257,206,154,295,67,298,138,276,205,16,37,105,96,58,34,2007-2011
"B25075_9_$40,000_to_$49,999",130,398,476,964,640,573,216,398,238,284,288,730,517,12,81,20,244,103,76,2007-2011
"B25075_10_$50,000_to_$59,999",141,286,333,663,268,401,214,493,155,325,274,746,408,31,185,46,255,109,212,2007-2011
"B25075_11_$60,000_to_$69,999",126,200,304,500,180,257,353,649,156,238,207,517,402,9,247,64,296,48,181,2007-2011
"B25075_12_$70,000_to_$79,999",99,443,423,583,126,392,159,612,140,580,306,394,275,19,172,31,483,82,116,2007-2011
"B25075_13_$80,000_to_$89,999",151,456,414,616,175,445,57,831,201,507,294,653,492,17,275,56,553,6,218,2007-2011
"B25075_14_$90,000_to_$99,999",163,551,553,458,237,629,223,859,215,873,221,571,367,0,311,50,927,46,406,2007-2011
"B25075_15_$100,000_to_$124,999",426,2134,2071,2788,1093,1551,934,4563,690,2698,1656,1893,945,69,1397,248,3547,246,1246,2007-2011
"B25075_16_$125,000_to_$149,999",512,1943,2534,3458,1120,1614,895,5177,988,2884,1406,1996,1431,71,1580,249,4100,291,1746,2007-2011
"B25075_17_$150,000_to_$174,999",1198,4775,5600,5889,2384,3357,2060,11774,1722,6486,3032,3321,2352,159,3758,542,10002,806,3135,2007-2011
"B25075_18_$175,000_to_$199,999",1278,6232,5130,6621,2989,3889,2421,14608,2358,7323,3781,4165,3214,420,5541,483,12506,1025,3398,2007-2011
"B25075_19_$200,000_to_$249,999",6416,23189,18515,23491,12689,15220,10163,40337,3520,22219,9220,14168,7403,1571,12803,1837,32160,5065,7202,2007-2011
"B25075_20_$250,000_to_$299,999",8281,26118,22732,32116,16699,19114,12100,34521,2459,20623,7252,14595,4553,2176,7646,2588,24526,6431,4901,2007-2011
"B25075_21_$300,000_to_$399,999",22359,37128,49791,94442,50888,39758,29280,44979,3061,23294,7613,22899,4826,3998,7722,5451,23138,9618,4905,2007-2011
"B25075_22_$400,000_to_$499,999",11515,15651,29095,69809,31723,21207,17633,19574,891,8263,2170,10487,1692,2326,3442,3255,8425,5257,1387,2007-2011
"B25075_23_$500,000_to_$749,999",13321,9670,30868,77850,34430,19361,16399,14059,696,4828,1570,7540,874,1799,2496,3765,5831,4848,849,2007-2011
"B25075_24_$750,000_to_$999,999",5078,1761,7851,24020,11153,5285,4027,2950,379,1007,295,1846,203,584,575,1467,1444,1492,115,2007-2011
"B25075_25_$1,000,000_or_more",5164,1251,5918,18376,11778,3932,5232,1537,464,664,473,1302,215,565,563,1413,862,1552,265,2007-2011
B03002_1_total,216639,547305,739505,1491762,666426,492934,713089,794981,60166,400243,146785,295162,122859,50264,166631,82765,627362,126937,117971,2007-2011
B03002_2_not_hispanic_or_latino,211963,515336,621075,1396818,645158,477370,573960,722318,59389,379598,144404,288955,120625,49220,161424,79298,512304,123897,107021,2007-2011
B03002_3_white_alone,199814,471461,566620,1157303,540173,417333,345160,647080,57616,351793,138571,277982,114032,47412,152862,73029,420152,117282,100948,2007-2011
B03002_4_black_or_african_american_alone,4132,17176,20106,62698,35954,38892,144851,28440,258,7601,1424,1893,948,168,2459,3062,47203,1544,2038,2007-2011
B03002_5_american_indian_and_alaska_native_alone,804,459,786,1434,448,617,1148,1117,101,390,157,384,177,4,165,121,2383,1018,201,2007-2011
B03002_6_asian_alone,2377,10249,23412,136130,56350,6162,59142,30955,569,13034,2192,4954,2931,761,3677,1197,23160,2301,1366,2007-2011
B03002_7_native_hawaiian_and_other_pacific_islander_alone,0,19,164,579,16,71,243,234,20,138,19,34,80,0,12,151,193,0,29,2007-2011
B03002_8_some_other_race_alone,1190,5530,2774,11827,2991,6085,9597,2523,42,939,167,329,232,52,236,202,6073,222,238,2007-2011
B03002_9_two_or_more_races,3646,10442,7213,26847,9226,8210,13819,11969,783,5703,1874,3379,2225,823,2013,1536,13140,1530,2201,2007-2011
B03002_10_two_races_including_some_other_race,373,2494,583,3290,945,1611,1815,979,59,489,28,100,58,88,371,136,2326,149,98,2007-2011
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",3273,7948,6630,23557,8281,6599,12004,10990,724,5214,1846,3279,2167,735,1642,1400,10814,1381,2103,2007-2011
B03002_12_hispanic_or_latino,4676,31969,118430,94944,21268,15564,139129,72663,777,20645,2381,6207,2234,1044,5207,3467,115058,3040,10950,2007-2011
B03002_13_white_alone,3125,19925,36600,52580,12982,8179,53658,47263,616,13896,1976,4555,1381,845,3324,2346,44135,1907,6275,2007-2011
B03002_14_black_or_african_american_alone,135,2086,4600,4133,1603,1715,13322,2283,49,325,48,231,71,0,238,170,7769,69,96,2007-2011
B03002_15_american_indian_and_alaska_native_alone,46,305,383,440,320,155,985,478,0,176,86,16,112,58,5,53,748,51,115,2007-2011
B03002_16_asian_alone,0,53,283,366,236,149,400,103,0,18,5,6,25,13,98,0,245,24,34,2007-2011
B03002_17_native_hawaiian_and_other_pacific_islander_alone,0,20,8,33,29,20,125,26,0,0,0,0,0,0,0,28,75,0,0,2007-2011
B03002_18_some_other_race_alone,1042,8227,69169,30259,5372,4798,47317,17737,48,5400,113,968,480,92,1184,416,57158,779,3812,2007-2011
B03002_19_two_or_more_races,328,1353,7387,7133,726,548,23322,4773,64,830,153,431,165,36,358,454,4928,210,618,2007-2011
B03002_20_two_races_including_some_other_race,171,583,2970,3086,535,234,3107,2340,32,415,50,261,88,0,298,73,2867,168,197,2007-2011
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",157,770,4417,4047,191,314,20215,2433,32,415,103,170,77,36,60,381,2061,42,421,2007-2011
B25063_1_total,19531,75838,99955,211347,75873,40208,183071,98219,5664,48610,15320,24897,14890,5340,18985,12694,107178,11435,12893,2007-2011
B25063_2_with_cash_rent,17670,73515,96263,204930,72971,38333,179315,93628,5193,47202,14706,23614,14421,5025,18295,12052,104203,10651,12072,2007-2011
B25063_3_less_than_$100,8,288,354,470,249,86,1443,339,15,75,154,44,50,0,45,71,766,27,87,2007-2011
B25063_4_$100_to_$149,128,459,519,810,304,150,1728,625,0,102,70,37,51,20,46,92,851,24,30,2007-2011
B25063_5_$150_to_$199,308,696,1446,1646,630,371,2842,1160,106,615,305,305,121,0,225,90,1772,85,210,2007-2011
B25063_6_$200_to_$249,392,2639,4329,5566,1897,1584,9388,3728,157,769,298,310,308,52,779,305,5558,245,260,2007-2011
B25063_7_$250_to_$299,395,2478,2866,3591,1652,918,4623,2005,58,879,270,297,319,56,423,317,3126,193,382,2007-2011
B25063_8_$300_to_$349,295,1923,2524,3248,1334,741,4313,2247,115,886,202,330,156,101,327,271,2672,206,211,2007-2011
B25063_9_$350_to_$399,390,1869,1939,3182,1547,751,3806,1640,135,608,205,122,131,63,322,101,2175,296,236,2007-2011
B25063_10_$400_to_$449,378,1729,1728,2553,1198,575,2896,1999,201,455,201,281,277,89,311,180,1989,175,379,2007-2011
B25063_11_$450_to_$499,271,2438,1363,2609,1079,619,2025,1879,147,233,110,324,272,57,311,210,2053,233,331,2007-2011
B25063_12_$500_to_$549,282,2853,1777,2294,1057,549,2492,2170,116,790,355,279,311,65,376,189,2155,303,192,2007-2011
B25063_13_$550_to_$599,229,3196,1689,2443,801,727,2282,2711,137,693,249,304,181,230,436,212,2555,176,435,2007-2011
B25063_14_$600_to_$649,375,3722,2212,2586,1075,589,2261,3164,278,852,562,335,308,139,356,260,3391,258,383,2007-2011
B25063_15_$650_to_$699,414,4157,2036,3193,1055,671,2621,3486,190,1247,405,622,408,357,412,335,4039,361,591,2007-2011
B25063_16_$700_to_$749,446,3890,2641,4135,1141,953,2662,4500,303,1648,695,632,649,285,687,173,5123,623,739,2007-2011
B25063_17_$750_to_$799,427,4681,3220,3947,1553,1079,3335,5455,290,2204,975,917,833,258,782,322,5864,341,667,2007-2011
B25063_18_$800_to_$899,1148,8932,7726,9971,3100,2402,7203,11626,879,4897,1794,2254,2112,702,2053,760,12206,880,1741,2007-2011
B25063_19_$900_to_$999,1542,7639,9655,13134,4243,3387,8674,10804,485,5695,2128,3322,2022,662,2464,843,12493,1369,1725,2007-2011
"B25063_20_$1,000_to_$1,249",3539,11457,21387,38194,13775,8611,28386,18594,942,12608,3138,5641,3172,790,4114,2254,20080,2192,2290,2007-2011
"B25063_21_$1,250_to_$1,499",3183,4892,13634,34874,11815,5809,29825,8375,392,5463,1231,3585,1291,548,1853,1492,8642,1149,702,2007-2011
"B25063_22_$1,500_to_$1,999",2761,2783,9905,44524,14809,5602,35399,5328,247,4962,880,2563,1138,316,1478,1649,5265,1030,354,2007-2011
"B25063_23_$2,000_or_more",759,794,3313,21960,8657,2159,21111,1793,0,1521,479,1110,311,235,495,1926,1428,485,127,2007-2011
B25063_24_no_cash_rent,1861,2323,3692,6417,2902,1875,3756,4591,471,1408,614,1283,469,315,690,642,2975,784,821,2007-2011
B25071_1_median_gross_rent_as_a_percentage_of_household_income,34.4,29.7,31.6,28.5,29.2,31.2,31.5,29.3,27.6,29.5,29.6,28.9,31.5,31.3,29.9,28.7,31.0,29.3,28.3,2007-2011
B25036_1_total,96775,210536,284940,577349,255944,178996,286437,299089,24645,153471,57045,115105,46384,19289,68774,34600,238633,49179,44366,2007-2011
B25036_2_owner_occupied,77244,134698,184985,366002,180071,138788,103366,200870,18981,104861,41725,90208,31494,13949,49789,21906,131455,37744,31473,2007-2011
B25036_3_built_2005_or_later,1948,4000,3942,8548,4031,4607,2549,7183,980,3500,1902,4246,1814,258,1010,385,2637,1563,1632,2007-2011
B25036_4_built_2000_to_2004,4800,7636,7420,12715,6046,8487,3020,14530,1764,8243,4076,8233,3021,516,1731,1342,4849,2694,2102,2007-2011
B25036_5_built_1990_to_1999,10433,16242,15581,28914,14913,15937,3200,24728,2312,12715,4555,13687,3787,932,4304,2350,8381,6240,3559,2007-2011
B25036_6_built_1980_to_1989,18435,17679,22579,37809,19037,18396,6351,29073,4261,23201,9108,20375,6728,1871,6315,2782,13556,6378,5164,2007-2011
B25036_7_built_1970_to_1979,16709,18195,16928,32549,16328,22097,3866,20302,2347,17638,6085,14992,4388,1350,6883,2481,12940,6172,4187,2007-2011
B25036_8_built_1960_to_1969,8620,14860,21192,44833,22525,17966,7277,18241,1382,11487,3238,8851,2654,1966,7233,2710,16573,4701,3864,2007-2011
B25036_9_built_1950_to_1959,6322,14015,24806,55540,30763,16309,8231,25892,1606,9252,2627,6273,2814,2625,9468,2775,20292,3548,3210,2007-2011
B25036_10_built_1940_to_1949,2504,7379,10010,21955,14151,6370,5180,11302,745,4013,1527,2741,1277,1021,4213,1133,11688,1341,1443,2007-2011
B25036_11_built_1939_or_earlier,7473,34692,62527,123139,52277,28619,63692,49619,3584,14812,8607,10810,5011,3410,8632,5948,40539,5107,6312,2007-2011
B25036_12_renter_occupied,19531,75838,99955,211347,75873,40208,183071,98219,5664,48610,15320,24897,14890,5340,18985,12694,107178,11435,12893,2007-2011
B25036_13_built_2005_or_later,386,1046,2742,8966,3786,1695,5962,1918,168,1098,657,794,629,115,476,240,1840,663,60,2007-2011
B25036_14_built_2000_to_2004,953,1623,3930,6276,2799,1497,5632,1784,171,2062,609,1349,1014,53,728,637,1542,578,226,2007-2011
B25036_15_built_1990_to_1999,1169,3429,4744,9353,4037,1487,8343,4562,585,2834,1432,2093,1011,176,938,1069,4147,745,1019,2007-2011
B25036_16_built_1980_to_1989,3292,5992,8351,18053,8510,4121,10910,9541,766,7787,2665,5146,2085,221,2193,1042,9049,2051,1476,2007-2011
B25036_17_built_1970_to_1979,5310,8837,11044,27324,14088,7583,17675,13140,902,8397,2009,4698,1916,519,3783,1717,12566,1467,1676,2007-2011
B25036_18_built_1960_to_1969,2531,6179,8897,20541,8722,3730,15523,7589,389,4106,1063,2120,1367,358,1856,1302,8498,1164,1150,2007-2011
B25036_19_built_1950_to_1959,1920,6319,7683,17714,6814,3814,13658,7601,579,2518,784,1591,1116,492,1709,1347,8327,968,896,2007-2011
B25036_20_built_1940_to_1949,916,5717,6112,13045,4940,2219,12011,6775,152,2596,539,1223,742,546,1285,954,7208,665,664,2007-2011
B25036_21_built_1939_or_earlier,3054,36696,46452,90075,22177,14062,93357,45309,1952,17212,5562,5883,5010,2860,6017,4386,54001,3134,5726,2007-2011
