index,13013,13015,13035,13045,13057,13059,13063,13067,13077,13085,13089,13097,13113,13117,13121,13129,13135,13139,13143,13149,13151,13157,13159,13171,13195,13199,13211,13217,13219,13221,13223,13227,13231,13233,13247,13255,13285,13293,13297,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2012-2016
FILETYPE,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2012-2016
STATE,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,ga,2012-2016
B25127_46_built_2010_or_later,162,41,0,144,728,751,376,1861,219,125,2474,457,184,492,7667,125,2224,276,101,0,607,212,47,74,31,0,0,252,22,13,153,62,34,161,0,96,265,14,224,2012-2016
"B25127_47_1,_detached__or_attached",47,14,0,0,238,280,166,263,150,26,140,161,63,302,591,34,724,84,16,0,219,35,20,0,31,0,0,82,11,13,140,0,0,0,0,43,67,4,159,2012-2016
B25127_48_2_to_4,68,0,0,19,30,89,61,89,0,41,95,13,48,12,252,43,53,10,0,0,34,71,25,56,0,0,0,48,0,0,0,0,0,92,0,36,27,10,0,2012-2016
B25127_49_5_to_19,47,11,0,50,133,130,102,368,36,44,444,112,19,78,1594,26,903,35,75,0,228,87,0,18,0,0,0,0,0,0,0,0,34,29,0,17,139,0,25,2012-2016
B25127_50_20_to_49,0,0,0,8,98,40,0,302,0,0,262,155,0,29,736,0,258,5,10,0,87,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,14,0,19,2012-2016
B25127_51_50_or_more,0,16,0,27,160,212,47,785,33,0,1533,16,54,71,4464,22,269,60,0,0,39,13,0,0,0,0,0,121,0,0,13,0,0,0,0,0,0,0,0,2012-2016
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",0,0,0,40,69,0,0,54,0,14,0,0,0,0,30,0,17,82,0,0,0,6,0,0,0,0,0,1,11,0,0,62,0,23,0,0,18,0,21,2012-2016
B25127_53_built_2000_to_2009,1631,2911,191,3517,5727,4733,9387,15102,3888,463,24176,4991,1384,3856,43712,1462,22830,4536,538,117,7596,1109,233,284,329,301,361,2807,272,125,3998,647,100,630,1126,1155,1776,270,1010,2012-2016
"B25127_54_1,_detached__or_attached",1484,1633,92,1693,3202,1758,4642,6326,2132,339,6209,2080,616,2847,9582,681,11050,1897,368,54,3508,756,211,51,199,193,236,2223,194,68,3220,348,62,377,722,841,559,105,621,2012-2016
B25127_55_2_to_4,41,400,0,404,362,738,378,809,143,12,1140,439,25,66,2447,75,957,274,89,0,240,99,14,90,3,11,32,82,45,17,234,47,3,166,185,36,313,72,180,2012-2016
B25127_56_5_to_19,58,377,7,953,1088,1338,2481,3924,739,53,5291,1816,279,316,11485,325,6560,1100,0,0,1821,83,0,54,25,32,0,164,0,0,367,59,0,37,155,209,531,19,123,2012-2016
B25127_57_20_to_49,0,165,17,149,702,453,1155,2013,611,0,4387,428,221,235,4051,89,2054,471,0,0,1730,11,0,22,0,34,6,253,15,0,73,108,0,0,13,14,218,9,0,2012-2016
B25127_58_50_or_more,0,59,0,119,289,352,325,1853,199,0,7086,171,196,177,15888,95,1652,491,0,0,241,20,0,0,0,25,0,30,0,0,85,8,0,0,51,0,95,11,33,2012-2016
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",48,277,75,199,84,94,406,177,64,59,63,57,47,215,259,197,557,303,81,63,56,140,8,67,102,6,87,55,18,40,19,77,35,50,0,55,60,54,53,2012-2016
B25127_60_built_1980_to_1999,2783,5684,705,4967,7818,11061,16546,48190,5132,852,43648,5937,4097,4246,62051,2921,52841,8626,836,656,8530,1802,467,490,1180,889,581,4576,1131,678,4768,973,422,1697,6140,2984,2833,1152,4383,2012-2016
"B25127_61_1,_detached__or_attached",1604,2703,409,1836,3470,2716,6038,15523,2653,441,11257,2345,1928,2628,9453,867,20382,3035,225,142,4964,400,138,249,343,291,280,2480,608,236,3004,486,152,710,2104,1289,1150,422,2420,2012-2016
B25127_62_2_to_4,411,800,61,606,525,2693,1660,3225,558,64,3579,317,386,199,4746,401,5243,808,102,111,529,217,38,67,82,24,103,698,318,31,513,65,91,341,1464,516,337,244,600,2012-2016
B25127_63_5_to_19,155,743,138,930,1634,3228,6535,18880,817,176,17415,1544,1025,213,27158,751,19261,1788,77,20,1550,294,28,0,21,18,0,676,46,61,681,89,28,163,1947,397,699,63,350,2012-2016
B25127_64_20_to_49,49,109,0,104,876,1150,1164,6257,274,0,6171,956,269,208,6986,39,4077,449,23,13,701,76,0,0,11,52,0,185,15,12,192,29,33,25,233,90,123,70,16,2012-2016
B25127_65_50_or_more,4,50,8,176,357,612,453,3223,270,5,4744,265,260,124,12977,51,2955,474,0,0,201,50,0,0,0,65,0,189,31,0,65,10,0,62,46,256,173,5,39,2012-2016
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",560,1279,89,1315,956,662,696,1082,560,166,482,510,229,874,731,812,923,2072,409,370,585,765,263,174,723,439,198,348,113,338,313,294,118,396,346,436,351,348,958,2012-2016
B25127_67_built_1960_to_1979,1207,2768,974,2970,2578,7553,15041,25903,2287,388,40427,3791,1543,1310,45869,1738,14109,5045,1107,345,2184,1165,381,565,867,682,438,2219,630,475,988,649,175,1271,2173,2356,2565,966,1398,2012-2016
"B25127_68_1,_detached__or_attached",542,1423,454,1801,1574,2290,7247,10767,1266,274,10715,2544,1004,791,9939,908,7370,2439,605,189,1728,708,130,203,506,511,288,1169,273,264,633,371,102,928,1403,1449,1645,447,1007,2012-2016
B25127_69_2_to_4,304,266,191,298,296,1694,1669,2015,284,21,6306,466,153,112,4950,262,1715,344,266,71,111,131,107,210,49,1,69,590,279,72,160,46,19,10,407,283,371,203,238,2012-2016
B25127_70_5_to_19,142,510,148,314,313,1969,5047,9025,520,0,18276,452,208,120,21059,171,3888,981,102,6,143,10,18,78,0,0,0,82,0,69,65,119,10,127,233,349,288,158,67,2012-2016
B25127_71_20_to_49,37,110,28,137,98,648,689,2384,30,0,2906,76,0,19,3124,35,422,181,18,23,57,51,0,17,0,5,28,60,0,3,29,0,9,86,0,27,0,18,0,2012-2016
B25127_72_50_or_more,23,47,0,20,9,631,256,1326,89,5,2117,40,26,9,6517,5,433,151,0,0,32,33,0,0,0,0,0,0,21,0,0,0,0,43,19,32,104,14,0,2012-2016
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",159,412,153,400,288,321,133,386,98,88,107,213,152,259,280,357,281,949,116,56,113,232,126,57,312,165,53,318,57,67,101,113,35,77,111,216,157,126,86,2012-2016
B25127_74_built_1940_to_1959,578,1135,178,1610,892,2315,2284,5594,1218,41,11460,1027,170,382,18461,607,2093,2018,590,108,357,428,227,293,168,327,95,716,172,117,488,240,53,730,121,1772,2030,720,667,2012-2016
"B25127_75_1,_detached__or_attached",445,1063,76,1235,639,1334,1422,3826,979,41,7475,913,160,307,9453,532,1359,1425,512,83,357,334,220,240,121,195,53,548,172,113,272,165,41,543,81,1438,1396,577,504,2012-2016
B25127_76_2_to_4,119,43,69,233,162,399,386,382,107,0,1152,68,0,24,2465,9,178,401,74,19,0,52,0,53,47,62,9,81,0,2,134,55,10,173,40,242,348,90,129,2012-2016
B25127_77_5_to_19,14,18,0,114,45,414,298,890,41,0,2153,13,10,51,3745,28,336,175,0,2,0,15,7,0,0,40,0,18,0,2,82,20,0,0,0,64,235,7,0,2012-2016
B25127_78_20_to_49,0,0,0,10,0,76,52,299,11,0,295,0,0,0,826,38,53,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,28,46,29,2012-2016
B25127_79_50_or_more,0,0,0,14,0,83,30,197,24,0,353,0,0,0,1869,0,60,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,20,23,0,0,2012-2016
"B25127_80_mobile_home,_boat,_rv,_van,_etc.",0,11,33,4,46,9,96,0,56,0,32,33,0,0,103,0,107,17,0,0,0,27,0,0,0,9,33,69,0,0,0,0,2,14,0,0,0,0,5,2012-2016
B25127_81_built_1939_or_earlier,178,479,154,1363,540,1187,555,1607,799,51,2564,103,139,211,10062,344,536,814,129,45,204,389,35,117,206,458,197,590,77,52,353,91,184,394,71,565,946,212,571,2012-2016
"B25127_82_1,_detached__or_attached",165,465,154,859,225,708,186,886,496,51,1375,103,128,156,4432,289,370,550,115,45,163,292,35,110,206,448,119,513,77,50,353,89,156,335,71,388,858,185,374,2012-2016
B25127_83_2_to_4,13,14,0,249,61,202,196,238,65,0,522,0,0,0,1661,55,34,172,0,0,13,43,0,0,0,10,64,60,0,2,0,2,15,52,0,128,66,22,116,2012-2016
B25127_84_5_to_19,0,0,0,48,32,140,134,403,76,0,479,0,0,0,1943,0,74,84,14,0,28,16,0,0,0,0,0,13,0,0,0,0,13,0,0,15,22,5,62,2012-2016
B25127_85_20_to_49,0,0,0,55,57,110,0,38,19,0,84,0,0,0,803,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2012-2016
B25127_86_50_or_more,0,0,0,65,165,18,39,42,143,0,60,0,0,10,1223,0,23,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,2012-2016
"B25127_87_mobile_home,_boat,_rv,_van,_etc.",0,0,0,87,0,9,0,0,0,0,44,0,11,45,0,0,15,0,0,0,0,38,0,7,0,0,14,0,0,0,0,0,0,7,0,0,0,0,19,2012-2016
B11003_1_total,17971,26634,5596,27767,60232,21623,59998,185738,37253,6453,158376,34169,30130,54415,208020,14819,212519,46123,8039,3017,55125,16008,3710,4046,7433,5696,5113,25004,9860,3981,39162,8591,4680,10415,21264,15855,16995,6416,23762,2012-2016
B11003_2_married-couple_family,12971,19708,4137,19961,48854,14353,31917,137859,28707,5126,98036,23261,25392,47035,138439,11159,158363,35101,5980,2244,38975,12530,2728,2817,5508,3762,3743,16514,8238,2961,29680,7071,3714,7396,14243,10103,10711,4620,17911,2012-2016
B11003_3_with_own_children_of_the_householder_under_18_years,6062,8078,1643,8058,22629,5357,14605,61893,12292,1343,42673,10360,10207,25811,62694,4502,80563,14701,2123,786,16749,5386,1085,944,1721,959,1367,6675,3880,1022,14849,2327,1396,2816,4844,3503,4133,1536,7061,2012-2016
B11003_4_under_6_years_only,1395,1600,239,1918,4745,1556,2410,14003,2896,287,12244,1759,1395,5280,15327,754,15601,2662,387,196,2459,1103,227,210,272,133,165,999,666,203,2708,532,180,435,1003,530,758,276,1396,2012-2016
B11003_5_under_6_years_and_6_to_17_years,1285,1742,292,1893,4688,1330,3696,12740,2600,290,9185,2259,1532,5380,11786,1422,18508,3724,542,108,3904,1062,104,289,328,286,298,1706,898,296,3769,477,261,737,1080,730,806,348,1539,2012-2016
B11003_6_6_to_17_years_only,3382,4736,1112,4247,13196,2471,8499,35150,6796,766,21244,6342,7280,15151,35581,2326,46454,8315,1194,482,10386,3221,754,445,1121,540,904,3970,2316,523,8372,1318,955,1644,2761,2243,2569,912,4126,2012-2016
B11003_7_no_own_children_of_the_householder_under_18_years,6909,11630,2494,11903,26225,8996,17312,75966,16415,3783,55363,12901,15185,21224,75745,6657,77800,20400,3857,1458,22226,7144,1643,1873,3787,2803,2376,9839,4358,1939,14831,4744,2318,4580,9399,6600,6578,3084,10850,2012-2016
B11003_8_other_family,5000,6926,1459,7806,11378,7270,28081,47879,8546,1327,60340,10908,4738,7380,69581,3660,54156,11022,2059,773,16150,3478,982,1229,1925,1934,1370,8490,1622,1020,9482,1520,966,3019,7021,5752,6284,1796,5851,2012-2016
"B11003_9_male_householder,_no_wife_present",1601,2144,466,2137,3459,1627,6211,12268,2250,429,13201,2456,1167,1792,14513,1023,13995,3222,617,205,3879,984,347,292,775,506,449,2006,426,262,2704,580,351,893,1467,1024,1022,305,1727,2012-2016
B11003_10_with_own_children_of_the_householder_under_18_years,841,1118,251,1279,1806,727,2792,5894,1225,258,5693,904,803,1016,6988,665,7451,1679,381,91,2014,306,143,53,521,229,100,996,289,128,1390,202,117,427,776,282,399,171,880,2012-2016
B11003_11_under_6_years_only,264,174,0,353,425,280,874,1612,369,120,1727,202,42,233,1489,194,1871,355,81,58,586,36,44,0,202,26,37,282,17,31,210,0,54,84,218,19,153,61,290,2012-2016
B11003_12_under_6_years_and_6_to_17_years,81,223,19,215,140,101,795,798,225,0,1079,75,111,106,1237,104,1044,412,70,0,275,29,0,4,84,37,0,155,0,17,395,84,39,19,160,57,9,24,60,2012-2016
B11003_13_6_to_17_years_only,496,721,232,711,1241,346,1123,3484,631,138,2887,627,650,677,4262,367,4536,912,230,33,1153,241,99,49,235,166,63,559,272,80,785,118,24,324,398,206,237,86,530,2012-2016
B11003_14_no_own_children_of_the_householder_under_18_years,760,1026,215,858,1653,900,3419,6374,1025,171,7508,1552,364,776,7525,358,6544,1543,236,114,1865,678,204,239,254,277,349,1010,137,134,1314,378,234,466,691,742,623,134,847,2012-2016
"B11003_15_female_householder,_no_husband_present",3399,4782,993,5669,7919,5643,21870,35611,6296,898,47139,8452,3571,5588,55068,2637,40161,7800,1442,568,12271,2494,635,937,1150,1428,921,6484,1196,758,6778,940,615,2126,5554,4728,5262,1491,4124,2012-2016
B11003_16_with_own_children_of_the_householder_under_18_years,1690,2372,445,3215,4325,3037,12471,21558,3581,420,24716,4934,1824,3131,31667,1506,24089,4316,866,300,7253,1234,305,369,577,538,470,3792,708,322,4053,394,233,1141,3357,2159,3157,669,2207,2012-2016
B11003_17_under_6_years_only,278,448,143,516,612,790,2312,3794,572,28,4832,939,269,266,5918,196,3428,772,221,46,853,358,44,115,139,59,24,665,60,87,408,80,81,200,420,404,394,125,419,2012-2016
B11003_18_under_6_years_and_6_to_17_years,215,392,140,514,476,725,2848,3433,663,27,4584,659,145,543,5775,249,3931,726,103,18,1252,198,27,64,120,85,92,659,69,29,820,69,46,436,642,371,802,131,400,2012-2016
B11003_19_6_to_17_years_only,1197,1532,162,2185,3237,1522,7311,14331,2346,365,15300,3336,1410,2322,19974,1061,16730,2818,542,236,5148,678,234,190,318,394,354,2468,579,206,2825,245,106,505,2295,1384,1961,413,1388,2012-2016
B11003_20_no_own_children_of_the_householder_under_18_years,1709,2410,548,2454,3594,2606,9399,14053,2715,478,22423,3518,1747,2457,23401,1131,16072,3484,576,268,5018,1260,330,568,573,890,451,2692,488,436,2725,546,382,985,2197,2569,2105,822,1917,2012-2016
B25075_1_total,17461,23472,5535,25716,62095,17301,45993,173718,35914,6602,146154,31228,31416,56003,197281,12582,184363,41012,7585,3093,51522,16010,3764,4464,7567,5325,4976,23930,9984,4263,39269,8715,5058,9985,20309,13986,14204,6744,21795,2012-2016
"B25075_2_less_than_$10,000",155,421,101,562,646,281,1000,2883,414,88,1602,630,586,643,1810,279,2709,727,281,44,709,180,49,34,326,141,98,597,205,225,475,154,54,241,234,146,270,165,284,2012-2016
"B25075_3_$10,000_to_$14,999",150,336,61,274,270,168,637,780,206,87,552,250,125,232,725,142,655,452,74,22,369,121,36,77,153,169,26,297,39,50,89,150,50,83,198,155,100,101,57,2012-2016
"B25075_4_$15,000_to_$19,999",97,141,30,293,367,83,732,811,172,54,341,53,225,155,884,200,842,358,125,43,145,143,53,61,157,158,32,89,23,37,115,116,49,110,118,99,186,68,145,2012-2016
"B25075_5_$20,000_to_$24,999",108,203,4,211,87,171,315,435,145,21,1003,235,43,111,1273,216,554,136,179,173,95,183,15,96,74,128,13,239,0,137,91,93,18,34,117,188,183,90,121,2012-2016
"B25075_6_$25,000_to_$29,999",77,84,18,178,68,24,545,353,107,19,862,171,70,93,957,175,500,248,138,9,345,84,37,179,95,106,67,250,71,129,90,78,24,150,67,121,213,166,40,2012-2016
"B25075_7_$30,000_to_$34,999",145,156,90,334,186,99,1010,528,177,64,1203,318,82,88,1523,262,406,449,179,110,378,153,126,35,63,181,25,337,0,73,291,69,34,198,200,140,324,103,89,2012-2016
"B25075_8_$35,000_to_$39,999",77,282,155,433,92,89,1205,341,111,6,1320,171,17,18,1215,36,213,144,182,33,274,167,57,8,84,48,46,115,0,35,101,70,41,160,113,189,231,68,122,2012-2016
"B25075_9_$40,000_to_$49,999",307,627,120,648,206,240,2804,1365,215,130,3325,651,41,147,3359,357,820,664,279,147,1046,412,118,111,174,315,119,636,66,171,580,113,48,514,465,512,554,544,270,2012-2016
"B25075_10_$50,000_to_$59,999",594,923,455,806,313,281,3563,2170,433,80,4605,807,117,215,3907,515,1619,853,419,208,1255,487,120,154,334,399,183,936,50,212,1177,175,187,385,446,662,412,498,478,2012-2016
"B25075_11_$60,000_to_$69,999",527,717,254,1298,309,558,3704,3049,600,91,5660,1233,63,311,4466,677,2302,1093,398,259,1684,508,319,243,377,252,106,1368,61,222,1685,158,156,935,972,931,761,761,747,2012-2016
"B25075_12_$70,000_to_$79,999",763,1078,368,1794,1074,405,4210,3184,531,48,6010,1594,161,399,6370,652,3984,1140,279,177,1774,536,198,112,484,469,119,1397,138,235,1599,296,236,868,1028,1083,605,577,765,2012-2016
"B25075_13_$80,000_to_$89,999",1241,1523,399,1958,1293,881,4864,4217,785,133,6206,3015,338,437,5796,1191,5201,1747,549,273,2159,813,330,297,381,353,153,1514,110,262,2369,281,307,756,1053,1000,948,634,923,2012-2016
"B25075_14_$90,000_to_$99,999",1129,1170,256,1906,1387,862,3133,3841,1145,94,6700,1782,517,547,4941,738,6109,1386,546,115,2552,475,178,194,197,202,124,1294,128,108,2147,315,265,694,1080,967,1092,409,1013,2012-2016
"B25075_15_$100,000_to_$124,999",3618,3743,670,3955,4427,2068,6919,12948,3314,629,14382,4394,1385,1989,11796,1735,19074,3870,620,323,7417,1568,409,752,969,664,351,4052,481,433,5823,605,569,868,2672,1943,1504,672,2651,2012-2016
"B25075_16_$125,000_to_$149,999",2695,2628,477,2798,6677,2225,3783,13524,3924,543,11048,3178,2106,2320,9455,1357,22280,4343,747,166,6588,1729,229,468,879,362,288,2140,584,518,4826,616,378,1067,1924,1098,1708,597,2248,2012-2016
"B25075_17_$150,000_to_$174,999",1959,2272,477,2623,7414,2316,3456,19095,4569,768,11417,3490,3639,3687,12493,870,27089,4988,897,198,6385,1899,375,344,630,530,460,2527,964,377,5601,893,674,799,2408,1603,1438,429,3211,2012-2016
"B25075_18_$175,000_to_$199,999",896,1676,307,1253,5481,1256,1357,14826,3791,520,7832,1601,2150,3633,9886,503,18185,2554,272,107,4462,1472,356,234,365,85,461,1502,628,173,3017,722,250,406,1697,793,675,145,1409,2012-2016
"B25075_19_$200,000_to_$249,999",952,1684,588,1513,8443,1580,1181,22433,5078,590,12759,2640,5027,8327,17011,827,25636,3806,648,262,4981,1480,326,416,843,266,459,1495,1721,335,3803,804,651,619,2470,820,1016,222,2289,2012-2016
"B25075_20_$250,000_to_$299,999",579,1243,276,962,7744,1168,419,18434,3875,512,10519,2287,4414,7398,14480,772,16923,3572,368,137,3681,1365,121,324,449,156,561,1342,944,242,2233,848,467,353,1301,605,726,264,1904,2012-2016
"B25075_21_$300,000_to_$399,999",496,1235,252,1043,7843,1305,644,22750,3695,630,16588,1649,5020,12205,26519,493,16305,4026,250,215,2969,1547,202,248,211,141,618,1140,1779,144,2001,976,320,388,1219,545,649,152,1985,2012-2016
"B25075_22_$400,000_to_$499,999",403,526,67,366,3877,577,154,11041,1274,571,9197,529,2790,6062,18031,310,6414,1662,117,35,1304,406,70,46,196,128,268,345,900,55,585,622,207,119,365,135,318,26,541,2012-2016
"B25075_23_$500,000_to_$749,999",342,553,45,372,2755,447,175,10067,1043,514,8824,375,1862,5175,23313,137,4546,1672,0,18,536,219,24,31,50,42,209,129,745,26,366,393,49,95,75,145,148,42,284,2012-2016
"B25075_24_$750,000_to_$999,999",59,177,0,26,617,127,94,2630,100,126,2808,72,441,1293,8005,104,1168,638,29,9,235,23,16,0,14,8,86,32,224,22,119,89,8,49,47,10,76,0,132,2012-2016
"B25075_25_$1,000,000_to_$1,499,999",38,47,37,45,337,29,66,1215,19,43,886,46,117,309,5201,7,363,315,9,0,95,20,0,0,26,4,84,51,104,26,86,35,0,65,0,68,0,11,76,2012-2016
"B25075_26_$1,500,000_to_$1,999,999",26,0,0,30,63,27,7,482,65,163,181,36,27,110,2104,27,162,101,0,0,56,4,0,0,36,0,0,31,0,0,0,19,0,20,0,0,54,0,10,2012-2016
"B25075_27_$2,000,000_or_more",28,27,28,35,119,34,16,316,126,78,324,21,53,99,1761,0,304,68,0,10,28,16,0,0,0,18,20,75,19,16,0,25,16,9,40,28,13,0,1,2012-2016
B03002_1_total,73340,101942,23479,113756,230629,122037,270269,728388,135625,22939,723902,138283,109495,203841,996757,56079,874242,190482,28667,11571,214171,62131,13571,18195,28362,21195,17943,103901,35071,14743,149830,29992,17843,41263,87569,64006,69314,26394,87436,2012-2016
B03002_2_not_hispanic_or_latino,66297,93789,22755,106291,207820,109199,234763,636467,126633,22035,660729,125838,101842,184720,922804,47670,694608,138328,28247,11500,200679,57812,13048,17795,27047,21006,17387,98804,33441,14153,141396,29079,17587,35976,78795,61217,66800,25785,84068,2012-2016
B03002_3_white_alone,54025,80341,15696,81330,184993,68220,32140,392024,97342,21356,211311,61692,71177,155785,401270,43999,352246,118296,26120,9837,102922,51326,9942,11832,23656,11976,12872,51547,29866,11216,110481,28117,15468,29726,31494,38284,40154,17900,66910,2012-2016
B03002_4_black_or_african_american_alone,8195,10981,6624,20751,13961,33130,181492,188713,23609,159,388222,59314,22711,5792,434218,2212,222374,13893,1362,1215,84550,4275,2779,5359,2468,8453,4234,43904,1888,2450,26193,359,1868,5061,43730,21101,23905,7446,14521,2012-2016
B03002_5_american_indian_and_alaska_native_alone,80,402,14,295,217,199,607,824,114,37,1584,198,307,298,1903,67,1444,284,84,2,98,57,14,15,109,24,10,132,24,20,295,12,0,0,85,284,54,107,176,2012-2016
B03002_6_asian_alone,2558,848,134,972,3975,5308,14025,36444,2221,81,42912,2261,4703,19087,64011,606,97108,3328,234,53,6883,1121,75,128,339,135,7,1037,1346,79,1351,174,83,241,1736,616,1241,177,1199,2012-2016
B03002_7_native_hawaiian_and_other_pacific_islander_alone,0,0,0,81,0,5,22,314,15,0,48,0,85,29,286,13,331,18,0,0,0,21,0,0,0,0,0,0,2,0,82,12,0,11,203,14,10,0,92,2012-2016
B03002_8_some_other_race_alone,108,120,123,712,645,249,1024,2483,443,32,2777,154,448,135,2353,110,3713,104,140,0,565,123,0,10,103,86,18,78,51,7,241,0,0,150,322,53,96,0,133,2012-2016
B03002_9_two_or_more_races,1331,1097,164,2150,4029,2088,5453,15665,2889,370,13875,2219,2411,3594,18763,663,17392,2405,307,393,5661,889,238,451,372,332,246,2106,264,381,2753,405,168,787,1225,865,1340,155,1037,2012-2016
B03002_10_two_races_including_some_other_race,58,220,7,35,608,70,218,962,8,0,971,73,124,399,1193,32,1054,30,10,0,336,41,0,0,31,5,0,204,52,0,45,0,0,0,67,35,34,0,1,2012-2016
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",1273,877,157,2115,3421,2018,5235,14703,2881,370,12904,2146,2287,3195,17570,631,16338,2375,297,393,5325,848,238,451,341,327,246,1902,212,381,2708,405,168,787,1158,830,1306,155,1036,2012-2016
B03002_12_hispanic_or_latino,7043,8153,724,7465,22809,12838,35506,91921,8992,904,63173,12445,7653,19121,73953,8409,179634,52154,420,71,13492,4319,523,400,1315,189,556,5097,1630,590,8434,913,256,5287,8774,2789,2514,609,3368,2012-2016
B03002_13_white_alone,4550,4669,577,4412,15060,9747,20815,49970,6636,487,40851,6768,5759,15594,49659,6347,99705,39905,234,62,7936,3263,316,164,372,90,437,3355,1384,382,4761,615,225,1945,6728,2025,1401,596,2410,2012-2016
B03002_14_black_or_african_american_alone,71,182,21,153,973,115,2525,6031,304,0,4745,804,205,192,5064,124,5683,347,0,0,1657,60,0,0,0,11,5,778,168,14,1245,0,4,8,569,0,123,0,106,2012-2016
B03002_15_american_indian_and_alaska_native_alone,145,134,0,31,341,55,0,670,55,0,1735,52,61,95,2169,470,1465,141,0,3,0,78,0,0,4,0,0,260,0,0,9,0,0,59,6,0,0,0,7,2012-2016
B03002_16_asian_alone,0,0,0,0,31,26,0,224,4,0,105,12,42,36,191,0,286,38,0,0,30,0,0,0,0,0,0,26,0,0,147,0,0,0,0,0,0,0,0,2012-2016
B03002_17_native_hawaiian_and_other_pacific_islander_alone,0,0,18,0,12,36,0,125,21,0,7,0,0,0,110,0,30,9,0,0,30,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,13,0,2012-2016
B03002_18_some_other_race_alone,1945,3067,83,2407,5707,2638,11489,31496,1457,355,13138,4222,1207,2751,11782,1332,66863,10501,99,1,2579,827,207,6,864,82,69,409,51,194,1799,246,27,3253,914,675,751,0,607,2012-2016
B03002_19_two_or_more_races,332,101,25,462,685,221,677,3405,515,62,2592,587,379,453,4978,136,5602,1213,87,5,1260,91,0,230,75,6,45,269,27,0,455,52,0,22,557,89,239,0,238,2012-2016
B03002_20_two_races_including_some_other_race,214,71,25,363,345,113,503,2120,148,62,1461,219,277,122,1955,100,2896,672,57,0,913,43,0,81,75,6,45,177,10,0,418,0,0,21,133,33,191,0,174,2012-2016
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",118,30,0,99,340,108,174,1285,367,0,1131,368,102,331,3023,36,2706,541,30,5,347,48,0,149,0,0,0,92,17,0,37,52,0,1,424,56,48,0,64,2012-2016
B25063_1_total,6539,13018,2202,14571,18283,27600,44189,98257,13543,1920,124749,16306,7517,10497,187822,7197,94633,21315,3301,1271,19478,5105,1390,1823,2781,2657,1672,11160,2304,1460,10748,2662,968,4883,9631,8928,10415,3334,8253,2012-2016
B25063_2_with_cash_rent,6059,12189,1958,13493,17363,26584,42942,95344,12743,1637,122204,15877,6933,9769,182352,6592,92374,19899,2898,1097,18890,4555,1149,1732,2147,2199,1387,10612,2122,1149,10129,2348,859,4297,9357,8437,9799,2970,7574,2012-2016
B25063_3_less_than_$100,0,0,0,0,31,92,0,14,28,0,104,0,31,0,632,40,42,0,6,0,0,0,38,0,0,0,0,57,0,0,13,0,0,0,0,22,11,25,44,2012-2016
B25063_4_$100_to_$149,34,0,0,50,0,183,108,32,32,0,380,14,16,45,737,8,19,0,0,8,0,14,0,0,12,13,12,3,0,3,0,22,0,0,11,0,52,0,15,2012-2016
B25063_5_$150_to_$199,24,83,44,90,0,214,229,99,59,0,500,14,57,51,1867,9,92,70,44,16,15,15,0,25,6,38,18,0,0,23,93,79,3,86,0,33,175,65,15,2012-2016
B25063_6_$200_to_$249,27,172,6,240,83,284,156,176,102,12,894,63,0,18,2780,56,507,236,67,60,16,73,17,99,20,10,39,224,0,23,145,16,12,98,146,46,113,15,98,2012-2016
B25063_7_$250_to_$299,55,47,40,215,182,286,248,303,51,13,564,173,0,30,1829,31,329,101,67,21,17,54,47,105,37,109,0,30,31,55,30,9,0,137,12,72,141,63,57,2012-2016
