"NAME","year","FIPS","hhs_type","hhs_share","hhs_type_name"
NA,1980,51177,"hhs_2",0.27551775147929,"hh w/ 2 people"
NA,1970,51177,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51179,"hhs_2",0.293635518980621,"hh w/ 2 people"
NA,1990,51179,"hhs_2",0.289101476109654,"hh w/ 2 people"
NA,1980,51179,"hhs_2",0.263093389982842,"hh w/ 2 people"
NA,1970,51179,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51187,"hhs_2",0.340453608247423,"hh w/ 2 people"
NA,1990,51187,"hhs_2",0.337927565392354,"hh w/ 2 people"
NA,1980,51187,"hhs_2",0.329764181007011,"hh w/ 2 people"
NA,1970,51187,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51510,"hhs_2",0.316130906274206,"hh w/ 2 people"
NA,1990,51510,"hhs_2",0.331574301864824,"hh w/ 2 people"
NA,1980,51510,"hhs_2",0.330699865957188,"hh w/ 2 people"
NA,1970,51510,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51600,"hhs_2",0.356420816173718,"hh w/ 2 people"
NA,1990,51600,"hhs_2",0.363352773633528,"hh w/ 2 people"
NA,1980,51600,"hhs_2",0.313938341293964,"hh w/ 2 people"
NA,1970,51600,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51610,"hhs_2",0.317754919499106,"hh w/ 2 people"
NA,1990,51610,"hhs_2",0.341726618705036,"hh w/ 2 people"
NA,1980,51610,"hhs_2",0.358968347010551,"hh w/ 2 people"
NA,1970,51610,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51630,"hhs_2",0.334034133069503,"hh w/ 2 people"
NA,1990,51630,"hhs_2",0.328290266434596,"hh w/ 2 people"
NA,1980,51630,"hhs_2",0.331586952847727,"hh w/ 2 people"
NA,1970,51630,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51683,"hhs_2",0.276707679253288,"hh w/ 2 people"
NA,1990,51683,"hhs_2",0.302922383994972,"hh w/ 2 people"
NA,1980,51683,"hhs_2",0.278991927544792,"hh w/ 2 people"
NA,2000,51685,"hhs_2",0.277282508453735,"hh w/ 2 people"
NA,1990,51685,"hhs_2",0.279208831646734,"hh w/ 2 people"
NA,1980,51685,"hhs_2",0.217204301075269,"hh w/ 2 people"
NA,2000,54037,"hhs_2",0.353544718462204,"hh w/ 2 people"
NA,1990,54037,"hhs_2",0.321080912701503,"hh w/ 2 people"
NA,1980,54037,"hhs_2",0.312102543720191,"hh w/ 2 people"
NA,1970,54037,"hhs_2",NA,"hh w/ 2 people"
NA,2009,24009,"hhs_3",0.379767269792157,"hh w/ 3 to 4 people"
NA,2009,24017,"hhs_3",0.36337832594801,"hh w/ 3 to 4 people"
NA,2009,24021,"hhs_3",0.347220513325295,"hh w/ 3 to 4 people"
NA,2009,24031,"hhs_3",0.323110500175821,"hh w/ 3 to 4 people"
NA,2009,24033,"hhs_3",0.311713550180072,"hh w/ 3 to 4 people"
NA,2009,11001,"hhs_3",0.191877091451522,"hh w/ 3 to 4 people"
NA,2009,51013,"hhs_3",0.204467182707108,"hh w/ 3 to 4 people"
NA,2009,51043,"hhs_3",0.29542555130308,"hh w/ 3 to 4 people"
NA,2009,51047,"hhs_3",0.344303797468354,"hh w/ 3 to 4 people"
NA,2009,51059,"hhs_3",0.340555997599385,"hh w/ 3 to 4 people"
NA,2009,51061,"hhs_3",0.327020480070469,"hh w/ 3 to 4 people"
NA,2009,51107,"hhs_3",0.373632288966032,"hh w/ 3 to 4 people"
NA,2009,51153,"hhs_3",0.371671905427572,"hh w/ 3 to 4 people"
NA,2009,51157,"hhs_3",0.316644993498049,"hh w/ 3 to 4 people"
NA,2009,51177,"hhs_3",0.362447775866306,"hh w/ 3 to 4 people"
NA,2009,51179,"hhs_3",0.39328397806807,"hh w/ 3 to 4 people"
NA,2009,51187,"hhs_3",0.299310749376741,"hh w/ 3 to 4 people"
NA,2009,51510,"hhs_3",0.177251034043907,"hh w/ 3 to 4 people"
NA,2009,51600,"hhs_3",0.290050990157714,"hh w/ 3 to 4 people"
NA,2009,51610,"hhs_3",0.284261501210654,"hh w/ 3 to 4 people"
NA,2009,51630,"hhs_3",0.200606537122318,"hh w/ 3 to 4 people"
NA,2009,51683,"hhs_3",0.357983337627759,"hh w/ 3 to 4 people"
NA,2009,51685,"hhs_3",0.375858425779186,"hh w/ 3 to 4 people"
NA,2009,54037,"hhs_3",0.327894925863219,"hh w/ 3 to 4 people"
NA,2013,24009,"hhs_3",0.338744623742845,"hh w/ 3 to 4 people"
NA,2013,24017,"hhs_3",0.362733428298242,"hh w/ 3 to 4 people"
NA,2013,24021,"hhs_3",0.350602870148372,"hh w/ 3 to 4 people"
NA,2013,24031,"hhs_3",0.32745179067181,"hh w/ 3 to 4 people"
NA,2013,24033,"hhs_3",0.31195850264137,"hh w/ 3 to 4 people"
NA,2013,11001,"hhs_3",0.197330541742999,"hh w/ 3 to 4 people"
NA,2013,51013,"hhs_3",0.217883837635251,"hh w/ 3 to 4 people"
NA,2013,51043,"hhs_3",0.305017921146953,"hh w/ 3 to 4 people"
NA,2013,51047,"hhs_3",0.33518299145832,"hh w/ 3 to 4 people"
NA,2013,51059,"hhs_3",0.345709757173487,"hh w/ 3 to 4 people"
NA,2013,51061,"hhs_3",0.327583225248595,"hh w/ 3 to 4 people"
NA,2013,51107,"hhs_3",0.403506640373095,"hh w/ 3 to 4 people"
NA,2013,51153,"hhs_3",0.372495129943673,"hh w/ 3 to 4 people"
NA,2013,51157,"hhs_3",0.266176019625882,"hh w/ 3 to 4 people"
NA,2013,51177,"hhs_3",0.355942362559639,"hh w/ 3 to 4 people"
NA,2013,51179,"hhs_3",0.396154393285599,"hh w/ 3 to 4 people"
NA,2013,51187,"hhs_3",0.296517689580872,"hh w/ 3 to 4 people"
NA,2013,51510,"hhs_3",0.20137985895455,"hh w/ 3 to 4 people"
NA,2013,51600,"hhs_3",0.350094206311823,"hh w/ 3 to 4 people"
NA,2013,51610,"hhs_3",0.326294820717131,"hh w/ 3 to 4 people"
NA,2013,51630,"hhs_3",0.245423867471112,"hh w/ 3 to 4 people"
NA,2013,51683,"hhs_3",0.353131212723658,"hh w/ 3 to 4 people"
NA,2013,51685,"hhs_3",0.378579481397971,"hh w/ 3 to 4 people"
NA,2013,54037,"hhs_3",0.299713409422294,"hh w/ 3 to 4 people"
NA,2017,24009,"hhs_3",0.342508422859322,"hh w/ 3 to 4 people"
NA,2017,24017,"hhs_3",0.359660289517713,"hh w/ 3 to 4 people"
NA,2017,24021,"hhs_3",0.338806069627424,"hh w/ 3 to 4 people"
